NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
Maine,1340825.0,44.8,43.4,46.2,1256030.0,18635.0,8894.0,15270.0,23143.0,59489.0,33774.0,144384.0,706220.0,704226.0,675784.0,28442.0,198000.0,873.0,569551.0,177242.0,199746.0,85892.0,20166.0,13371.0,662547.0,3591.0,1325025.0,647432.0,39750.0,569551.0,349955.0,219596.0,23,2020-12-31
Georgia,10516579.0,36.9,35.5,38.2,6020265.0,3319844.0,34962.0,434603.0,1013057.0,61224.0,32427.0,1461572.0,5254983.0,5201775.0,4910269.0,291506.0,190200.0,1042.0,3830264.0,499411.0,1377311.0,619111.0,157541.0,98699.0,4852255.0,93987.0,10321846.0,4958884.0,398479.0,3830264.0,2565233.0,1265031.0,13,2020-12-31
Alabama,4893186.0,39.2,37.7,40.6,3302834.0,1301319.0,24764.0,67909.0,212951.0,52035.0,28934.0,762642.0,2259980.0,2245329.0,2119986.0,125343.0,149600.0,811.0,1888504.0,381894.0,546674.0,239746.0,52169.0,38455.0,2095195.0,6960.0,4813429.0,2308240.0,178400.0,1888504.0,1234552.0,653952.0,01,2020-12-31
New Hampshire,1355244.0,43.0,41.7,44.3,1246602.0,21045.0,2197.0,36581.0,52792.0,77923.0,41234.0,97418.0,761007.0,758702.0,730223.0,28479.0,272300.0,1145.0,539116.0,99495.0,223814.0,106537.0,19393.0,14941.0,715564.0,5646.0,1338372.0,661708.0,39608.0,539116.0,351445.0,187671.0,33,2020-12-31
Oregon,4176346.0,39.5,38.5,40.6,3449081.0,79117.0,45683.0,187801.0,552279.0,65667.0,35393.0,506558.0,2134435.0,2130784.0,2014487.0,116297.0,336700.0,1173.0,1642579.0,146276.0,627360.0,266932.0,67461.0,51291.0,1976256.0,79221.0,4135531.0,2039991.0,140994.0,1642579.0,1034877.0,607702.0,41,2020-12-31
Wyoming,581348.0,38.0,37.3,38.7,525246.0,5079.0,13117.0,4892.0,58854.0,65304.0,34415.0,61006.0,303956.0,300597.0,287375.0,13222.0,228000.0,853.0,233231.0,45264.0,69396.0,30666.0,5923.0,4714.0,284673.0,2812.0,571005.0,289093.0,21943.0,233231.0,149353.0,83878.0,56,2020-12-31
Arizona,7174064.0,37.9,36.7,39.3,5292498.0,325105.0,311014.0,239190.0,2260690.0,61529.0,32340.0,990528.0,3436482.0,3415201.0,3215843.0,199358.0,242000.0,1097.0,2643430.0,397165.0,911228.0,401110.0,91218.0,65142.0,3179988.0,50759.0,7065326.0,3473941.0,262548.0,2643430.0,1720736.0,922694.0,04,2020-12-31
Louisiana,4664616.0,37.2,35.9,38.4,2856904.0,1500633.0,25938.0,80930.0,243372.0,50800.0,29522.0,845230.0,2185171.0,2166003.0,2023915.0,142088.0,168100.0,876.0,1751956.0,322708.0,499998.0,195679.0,54149.0,30721.0,2002968.0,21868.0,4556953.0,2192235.0,183453.0,1751956.0,1116752.0,635204.0,22,2020-12-31
Indiana,6696893.0,37.8,36.5,39.1,5510354.0,631923.0,14030.0,158705.0,475475.0,58235.0,30693.0,838149.0,3383365.0,3379544.0,3219679.0,159865.0,148900.0,844.0,2602770.0,300950.0,770901.0,325852.0,67440.0,48601.0,3158697.0,27808.0,6597701.0,3235837.0,257044.0,2602770.0,1679392.0,923378.0,18,2020-12-31
Idaho,1754367.0,36.6,35.9,37.4,1550979.0,11536.0,23029.0,24501.0,222967.0,58915.0,29494.0,205676.0,858590.0,854040.0,818085.0,35955.0,235600.0,887.0,649299.0,88112.0,221092.0,74253.0,18134.0,14868.0,807123.0,5142.0,1732106.0,863418.0,70811.0,649299.0,441391.0,207908.0,16,2020-12-31
Connecticut,3570549.0,41.1,39.4,42.7,2649994.0,382161.0,9079.0,163262.0,587212.0,79855.0,45668.0,339156.0,1933145.0,1923759.0,1807525.0,116234.0,279700.0,1201.0,1385437.0,135762.0,551459.0,323696.0,77718.0,43127.0,1777570.0,77433.0,3520172.0,1708680.0,111967.0,1385437.0,902996.0,482441.0,09,2020-12-31
Hawaii,1420074.0,39.4,37.9,41.0,342923.0,26717.0,3508.0,534519.0,152566.0,83173.0,37013.0,127971.0,750350.0,706640.0,674453.0,32187.0,636400.0,1651.0,467932.0,78639.0,218679.0,77639.0,23019.0,15152.0,698429.0,38177.0,1365172.0,667378.0,54159.0,467932.0,324482.0,143450.0,15,2020-12-31
Illinois,12716164.0,38.3,37.0,39.6,8874067.0,1796660.0,33972.0,709567.0,2190696.0,68428.0,37306.0,1488670.0,6650033.0,6631897.0,6236755.0,395142.0,202100.0,1038.0,4884061.0,489324.0,1875011.0,884787.0,206155.0,119321.0,6129176.0,539825.0,12536614.0,6127679.0,461033.0,4884061.0,3116415.0,1767646.0,17,2020-12-31
Massachusetts,6873003.0,39.6,38.0,40.9,5261787.0,513369.0,13999.0,466044.0,828140.0,84385.0,45555.0,653454.0,3815083.0,3809494.0,3615725.0,193769.0,398800.0,1336.0,2646980.0,266029.0,1181453.0,675372.0,147142.0,140175.0,3544318.0,337729.0,6800682.0,3292795.0,218303.0,2646980.0,1673992.0,972988.0,25,2020-12-31
Texas,28635442.0,34.8,33.9,35.8,19805623.0,3464424.0,137921.0,1415664.0,11294257.0,63826.0,32177.0,3984260.0,14309066.0,14214242.0,13461358.0,752884.0,187200.0,1082.0,9906070.0,1206905.0,3671085.0,1454717.0,317956.0,218420.0,13307640.0,166825.0,28169961.0,13860400.0,1219850.0,9906070.0,6838900.0,3067170.0,48,2020-12-31
Montana,1061705.0,40.1,39.0,41.1,932157.0,5919.0,65523.0,8664.0,41501.0,56539.0,32463.0,132476.0,545629.0,542584.0,520043.0,22541.0,244900.0,836.0,436048.0,78908.0,163183.0,54749.0,15469.0,10095.0,512202.0,3729.0,1046670.0,524477.0,37766.0,436048.0,267258.0,168790.0,30,2020-12-31
Nebraska,1923826.0,36.6,35.7,37.6,1641256.0,91896.0,16875.0,47944.0,214952.0,63015.0,33205.0,193820.0,1040763.0,1034886.0,999772.0,35114.0,164000.0,857.0,766663.0,77585.0,269312.0,99686.0,23600.0,16717.0,987536.0,6256.0,1894327.0,941028.0,80630.0,766663.0,488849.0,277814.0,31,2020-12-31
Ohio,11675275.0,39.5,38.0,40.9,9394878.0,1442655.0,20442.0,268527.0,459939.0,58116.0,32465.0,1546011.0,5927187.0,5917459.0,5603630.0,313829.0,151400.0,825.0,4717226.0,499864.0,1438177.0,646178.0,140123.0,91061.0,5496532.0,79191.0,11501751.0,5613300.0,422697.0,4717226.0,2952151.0,1765075.0,39,2020-12-31
Colorado,5684926.0,36.9,36.0,37.9,4634305.0,235692.0,53671.0,181733.0,1231126.0,75231.0,39545.0,544232.0,3115754.0,3079769.0,2937047.0,142722.0,369900.0,1335.0,2137402.0,223970.0,1015989.0,445484.0,93603.0,67777.0,2919907.0,82173.0,5588760.0,2787177.0,202913.0,2137402.0,1358903.0,778499.0,08,2020-12-31
New Jersey,8885418.0,40.0,38.5,41.5,5820147.0,1189681.0,22288.0,857873.0,1815078.0,85245.0,44153.0,842704.0,4709106.0,4698414.0,4426619.0,271795.0,343500.0,1368.0,3272054.0,356678.0,1530150.0,713029.0,168227.0,101656.0,4332443.0,466091.0,8780160.0,4270432.0,319087.0,3272054.0,2247306.0,1024748.0,34,2020-12-31
Maryland,6037624.0,38.8,37.3,40.3,3275048.0,1803128.0,15860.0,384429.0,619418.0,87063.0,43352.0,531553.0,3275954.0,3243851.0,3076280.0,167571.0,325400.0,1415.0,2230527.0,229123.0,907523.0,553634.0,130232.0,111789.0,3047112.0,226646.0,5938200.0,2853802.0,220908.0,2230527.0,1479378.0,751149.0,24,2020-12-31
Virginia,8509358.0,38.4,37.1,39.7,5643436.0,1620649.0,22553.0,570398.0,810770.0,76398.0,41255.0,826708.0,4508686.0,4382484.0,4179739.0,202745.0,282800.0,1257.0,3184121.0,353667.0,1304079.0,738068.0,149711.0,112632.0,4224874.0,168784.0,8282997.0,4009116.0,309738.0,3184121.0,2103100.0,1081021.0,51,2020-12-31
Vermont,624340.0,42.8,41.1,44.3,584360.0,7964.0,1873.0,10126.0,12518.0,63477.0,35854.0,64700.0,342240.0,341487.0,328642.0,12845.0,230900.0,999.0,262852.0,74362.0,103940.0,50946.0,11665.0,8777.0,322116.0,3877.0,618184.0,305035.0,18481.0,262852.0,157105.0,105747.0,50,2020-12-31
North Carolina,10386227.0,38.9,37.4,40.4,7019443.0,2217522.0,120272.0,308958.0,991051.0,56642.0,31993.0,1411939.0,5210600.0,5112231.0,4833887.0,278344.0,182100.0,932.0,4031592.0,655530.0,1448972.0,596144.0,131433.0,97341.0,4829643.0,46628.0,10178084.0,4889047.0,369648.0,4031592.0,2625055.0,1406537.0,37,2020-12-31
Arkansas,3011873.0,38.3,36.9,39.7,2269959.0,457840.0,19146.0,46130.0,229629.0,49475.0,27724.0,470190.0,1386758.0,1381452.0,1309748.0,71704.0,133600.0,760.0,1170544.0,209234.0,308648.0,127192.0,28192.0,18663.0,1294646.0,3950.0,2957271.0,1441147.0,115758.0,1170544.0,770111.0,400433.0,05,2020-12-31
Washington,7512465.0,37.8,36.7,38.8,5523881.0,290245.0,91766.0,662902.0,971522.0,77006.0,40837.0,751044.0,3904996.0,3848596.0,3660034.0,188562.0,366800.0,1337.0,2905822.0,244372.0,1183949.0,521634.0,118744.0,82911.0,3629152.0,218379.0,7397932.0,3671465.0,280391.0,2905822.0,1874376.0,1031446.0,53,2020-12-31
Kansas,2912619.0,36.9,35.7,38.2,2416165.0,165837.0,22278.0,87093.0,351602.0,61091.0,32798.0,323644.0,1523349.0,1505433.0,1444074.0,61359.0,157600.0,863.0,1141985.0,138391.0,410344.0,176258.0,37198.0,24813.0,1436563.0,6194.0,2853649.0,1410018.0,117676.0,1141985.0,737611.0,404374.0,20,2020-12-31
Oklahoma,3949342.0,36.7,35.5,37.9,2809793.0,287856.0,303791.0,87033.0,431467.0,53840.0,29873.0,585520.0,1893873.0,1874598.0,1779157.0,95441.0,142400.0,818.0,1493569.0,247403.0,448366.0,168318.0,39524.0,26694.0,1766223.0,6556.0,3867023.0,1896261.0,159464.0,1493569.0,975207.0,518362.0,40,2020-12-31
Wisconsin,5806975.0,39.6,38.5,40.7,4895065.0,367889.0,48674.0,163396.0,408267.0,63293.0,34450.0,620947.0,3096518.0,3093131.0,2983277.0,109854.0,189200.0,872.0,2377935.0,331509.0,806518.0,301337.0,69307.0,49385.0,2938013.0,44890.0,5735703.0,2841018.0,204898.0,2377935.0,1479364.0,898571.0,55,2020-12-31
Mississippi,2981835.0,37.7,36.3,39.0,1729353.0,1123545.0,13951.0,29742.0,94342.0,46511.0,25444.0,564439.0,1351695.0,1338474.0,1243095.0,95379.0,125500.0,789.0,1116649.0,214218.0,274566.0,126383.0,29908.0,20342.0,1230952.0,3335.0,2912057.0,1388992.0,112974.0,1116649.0,740489.0,376160.0,28,2020-12-31
Missouri,6124160.0,38.7,37.4,40.2,4978046.0,698043.0,24274.0,123810.0,262677.0,57290.0,31839.0,772992.0,3090253.0,3071591.0,2932918.0,138673.0,163600.0,843.0,2440212.0,364452.0,770259.0,350975.0,76232.0,53118.0,2897593.0,33546.0,6011968.0,2929547.0,227472.0,2440212.0,1551056.0,889156.0,29,2020-12-31
Michigan,9973907.0,39.8,38.4,41.3,7735902.0,1360149.0,50035.0,316844.0,521203.0,59234.0,32854.0,1337256.0,4961054.0,4956499.0,4658357.0,298142.0,162600.0,892.0,3980408.0,631505.0,1251117.0,592305.0,127994.0,83715.0,4560759.0,58641.0,9866076.0,4837672.0,349455.0,3980408.0,2526437.0,1453971.0,26,2020-12-31
Rhode Island,1057798.0,40.0,38.3,41.6,835608.0,69196.0,4344.0,36536.0,168007.0,70305.0,37504.0,117785.0,570567.0,566403.0,535140.0,31263.0,276600.0,1031.0,414730.0,54559.0,155981.0,73251.0,17637.0,12775.0,524196.0,11747.0,1041644.0,505192.0,33788.0,414730.0,257849.0,156881.0,44,2020-12-31
Minnesota,5600166.0,38.1,37.3,39.0,4572149.0,359817.0,54558.0,275242.0,307675.0,73382.0,38881.0,511185.0,3078339.0,3074732.0,2957615.0,117117.0,235700.0,1010.0,2207988.0,250042.0,919059.0,339217.0,84129.0,56170.0,2903106.0,93692.0,5541421.0,2754415.0,215904.0,2207988.0,1404798.0,803190.0,27,2020-12-31
Iowa,3150011.0,38.3,37.2,39.4,2806418.0,117035.0,10538.0,79296.0,194407.0,61836.0,33021.0,339090.0,1679440.0,1677262.0,1611524.0,65738.0,153900.0,806.0,1273941.0,133878.0,415048.0,140427.0,35374.0,26266.0,1583657.0,14278.0,3106492.0,1539220.0,120479.0,1273941.0,800738.0,473203.0,19,2020-12-31
New Mexico,2097021.0,38.1,36.6,39.6,1467849.0,43476.0,195166.0,33695.0,1031788.0,51243.0,27945.0,381026.0,962807.0,951773.0,889193.0,62580.0,175700.0,857.0,792755.0,150813.0,223875.0,123668.0,25499.0,25246.0,886239.0,8796.0,2060539.0,1008777.0,75283.0,792755.0,496734.0,296021.0,35,2020-12-31
Nevada,3030281.0,38.2,37.5,38.9,1881048.0,282722.0,37715.0,252314.0,875798.0,62043.0,32629.0,381695.0,1534671.0,1525262.0,1425040.0,100222.0,290200.0,1159.0,1130011.0,138522.0,348505.0,128724.0,35589.0,20179.0,1402593.0,41190.0,2993632.0,1491242.0,112199.0,1130011.0,720213.0,409798.0,32,2020-12-31
Delaware,967679.0,41.0,39.1,42.9,652587.0,212795.0,3560.0,38528.0,91350.0,69110.0,36574.0,107641.0,489325.0,485206.0,456872.0,28334.0,258300.0,1150.0,370953.0,67485.0,129092.0,67357.0,12205.0,13389.0,451927.0,9946.0,951930.0,455999.0,33233.0,370953.0,243012.0,127941.0,10,2020-12-31
Puerto Rico,3255642.0,42.4,40.6,44.1,1952451.0,367906.0,5697.0,5882.0,3212625.0,21058.0,13318.0,1400958.0,1210925.0,1208551.0,1026380.0,182171.0,111200.0,486.0,1205749.0,354227.0,443697.0,122652.0,28287.0,27164.0,1000096.0,15077.0,3230810.0,1528945.0,82531.0,1205749.0,810494.0,395255.0,72,2020-12-31
Kentucky,4461952.0,39.0,37.6,40.4,3848305.0,361230.0,8364.0,68139.0,167949.0,52238.0,29123.0,717895.0,2121356.0,2107184.0,1993889.0,113295.0,147100.0,783.0,1748053.0,246501.0,447884.0,223586.0,55811.0,32051.0,1962584.0,18292.0,4379339.0,2139567.0,168676.0,1748053.0,1139116.0,608937.0,21,2020-12-31
South Dakota,879336.0,37.2,36.3,38.2,735228.0,18836.0,74975.0,12413.0,36088.0,59896.0,31415.0,108863.0,466573.0,463888.0,447607.0,16281.0,174600.0,761.0,347878.0,48939.0,116400.0,37222.0,9854.0,6515.0,441356.0,2046.0,861933.0,432074.0,37316.0,347878.0,218705.0,129173.0,46,2020-12-31
Tennessee,6772268.0,38.8,37.5,40.1,5196680.0,1128806.0,17178.0,122897.0,377162.0,54833.0,30869.0,965213.0,3343918.0,3324691.0,3147330.0,177361.0,177600.0,897.0,2639455.0,356672.0,826947.0,339015.0,83857.0,59153.0,3103430.0,18681.0,6664134.0,3227260.0,248473.0,2639455.0,1726939.0,912516.0,47,2020-12-31
