NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
North Dakota,752201.0,35.1,34.1,36.4,655268.0,20445.0,39462.0,10814.0,26529.0,63473.0,35373.0,79270.0,418604.0,412530.0,400841.0,11689.0,185000.0,806.0,314903.0,52781.0,105552.0,26902.0,6962.0,4980.0,398937.0,2150.0,736241.0,376144.0,31867.0,314903.0,188288.0,126615.0,38,2018-12-31
Ohio,11641879.0,39.3,37.8,40.8,9489832.0,1438271.0,23563.0,249741.0,431327.0,54533.0,30304.0,1645986.0,5901307.0,5892809.0,5549577.0,343232.0,140000.0,788.0,4654075.0,534195.0,1370810.0,613112.0,133086.0,88562.0,5442764.0,87570.0,11468700.0,5597255.0,424014.0,4654075.0,2953760.0,1700315.0,39,2018-12-31
Oklahoma,3918137.0,36.4,35.2,37.7,2837772.0,287959.0,294676.0,83392.0,407521.0,51424.0,27432.0,607810.0,1878306.0,1860415.0,1761328.0,99087.0,130900.0,793.0,1474620.0,248610.0,428829.0,157907.0,36285.0,25049.0,1748344.0,7428.0,3837568.0,1882321.0,162547.0,1474620.0,975462.0,499158.0,40,2018-12-31
Oregon,4081943.0,39.2,38.2,40.3,3445933.0,77789.0,46961.0,174510.0,523956.0,59393.0,32045.0,565247.0,2061035.0,2058128.0,1934643.0,123485.0,287300.0,1050.0,1591835.0,158704.0,583144.0,247490.0,62012.0,45171.0,1895393.0,85300.0,4042073.0,1993496.0,142226.0,1591835.0,1005869.0,585966.0,41,2018-12-31
Pennsylvania,12791181.0,40.7,39.1,42.4,10341442.0,1423319.0,24847.0,427892.0,905156.0,59445.0,32889.0,1578949.0,6536846.0,6531763.0,6151998.0,379765.0,174100.0,915.0,5025132.0,648467.0,1661705.0,774543.0,177901.0,131168.0,6032013.0,337633.0,12587979.0,6129081.0,435318.0,5025132.0,3232070.0,1793062.0,42,2018-12-31
Rhode Island,1056611.0,39.9,38.1,41.6,854502.0,69254.0,5484.0,35663.0,158858.0,63296.0,34619.0,133055.0,565997.0,562451.0,527972.0,34479.0,249800.0,981.0,410885.0,56527.0,145595.0,69830.0,15651.0,12888.0,515872.0,12915.0,1040879.0,504116.0,34184.0,410885.0,255666.0,155219.0,44,2018-12-31
South Carolina,4955925.0,39.2,37.6,40.7,3332986.0,1339360.0,16686.0,75084.0,275685.0,51015.0,27986.0,770632.0,2411983.0,2380549.0,2227307.0,153242.0,154800.0,868.0,1894711.0,362240.0,588965.0,250813.0,51051.0,36994.0,2215014.0,11816.0,4858485.0,2331404.0,178229.0,1894711.0,1249795.0,644916.0,45,2018-12-31
South Dakota,864289.0,36.8,35.8,38.0,730062.0,16241.0,75331.0,12660.0,31995.0,56499.0,29801.0,113144.0,461750.0,459025.0,442773.0,16252.0,159100.0,722.0,341565.0,46072.0,112426.0,34166.0,8813.0,6072.0,436525.0,2448.0,846821.0,424905.0,37117.0,341565.0,216985.0,124580.0,46,2018-12-31
Tennessee,6651089.0,38.7,37.4,39.9,5166231.0,1117489.0,17848.0,112915.0,352402.0,50972.0,28511.0,1046508.0,3257398.0,3239353.0,3047809.0,191544.0,158600.0,841.0,2567061.0,363469.0,762299.0,311861.0,76858.0,55033.0,3003226.0,21786.0,6547663.0,3170888.0,246897.0,2567061.0,1695846.0,871215.0,47,2018-12-31
Texas,27885195.0,34.4,33.5,35.4,20720689.0,3365783.0,136061.0,1308257.0,10921556.0,59570.0,30143.0,4213938.0,13818331.0,13728630.0,12985624.0,743006.0,161700.0,998.0,9553046.0,1216854.0,3409836.0,1321019.0,287320.0,201294.0,12842820.0,184848.0,27417645.0,13487341.0,1220322.0,9553046.0,6629325.0,2923721.0,48,2018-12-31
Vermont,624977.0,42.9,41.4,44.2,589546.0,8058.0,2106.0,10579.0,11677.0,60076.0,33238.0,67034.0,343168.0,342620.0,328742.0,13878.0,223700.0,972.0,259589.0,73424.0,97034.0,47484.0,11287.0,8301.0,321624.0,3971.0,618896.0,304575.0,18578.0,259589.0,158406.0,101183.0,50,2018-12-31
Utah,3045350.0,30.7,30.1,31.3,2632056.0,35862.0,32657.0,69810.0,422123.0,68374.0,28239.0,309904.0,1514938.0,1510998.0,1452040.0,58958.0,256700.0,988.0,957619.0,108512.0,391237.0,144145.0,32078.0,25200.0,1433444.0,35349.0,3019579.0,1513623.0,154298.0,957619.0,716884.0,240735.0,49,2018-12-31
Virginia,8413774.0,38.1,36.8,39.4,5722660.0,1613285.0,22972.0,531503.0,771177.0,71564.0,37763.0,893580.0,4450906.0,4336393.0,4118723.0,217670.0,264900.0,1202.0,3128415.0,362676.0,1244489.0,692598.0,144150.0,105626.0,4152433.0,184405.0,8197642.0,3969711.0,313122.0,3128415.0,2085245.0,1043170.0,51,2018-12-31
Washington,7294336.0,37.6,36.6,38.7,5545997.0,269854.0,95048.0,607429.0,911573.0,70116.0,36888.0,821621.0,3761036.0,3712186.0,3513856.0,198330.0,311700.0,1194.0,2800423.0,263958.0,1104621.0,471410.0,109253.0,77977.0,3485339.0,225913.0,7187395.0,3565128.0,280193.0,2800423.0,1813296.0,987127.0,53,2018-12-31
West Virginia,1829054.0,42.4,41.0,43.6,1704345.0,66728.0,3668.0,14534.0,27522.0,44921.0,25479.0,315464.0,797423.0,796365.0,742615.0,53750.0,115000.0,711.0,734676.0,156039.0,158032.0,75727.0,16213.0,11778.0,727792.0,6627.0,1800270.0,885577.0,60914.0,734676.0,475835.0,258841.0,54,2018-12-31
Wisconsin,5778394.0,39.3,38.2,40.5,4945966.0,368744.0,50422.0,159356.0,385779.0,59209.0,32018.0,668220.0,3092330.0,3089332.0,2964540.0,124792.0,173600.0,837.0,2343129.0,338103.0,762210.0,285851.0,66358.0,46071.0,2920388.0,51391.0,5706206.0,2823433.0,206823.0,2343129.0,1484455.0,858674.0,55,2018-12-31
Wyoming,581836.0,37.3,36.5,38.2,532008.0,5540.0,14053.0,4756.0,56966.0,62268.0,32295.0,63311.0,307485.0,304648.0,290963.0,13685.0,213300.0,843.0,230630.0,44355.0,67697.0,26978.0,5489.0,4513.0,287175.0,3774.0,571923.0,290180.0,22465.0,230630.0,148692.0,81938.0,56,2018-12-31
Puerto Rico,3386941.0,40.9,39.0,42.6,2283720.0,365010.0,8504.0,6684.0,3349340.0,20166.0,12451.0,1495160.0,1240033.0,1238450.0,1028500.0,209950.0,113500.0,474.0,1205075.0,358084.0,428310.0,117015.0,28907.0,25096.0,1001256.0,20074.0,3361571.0,1594465.0,98772.0,1205075.0,827819.0,377256.0,72,2018-12-31
Alabama,4864680.0,38.9,37.4,40.3,3317453.0,1293186.0,25576.0,64609.0,203146.0,48486.0,26846.0,829400.0,2237164.0,2224606.0,2076708.0,147898.0,137200.0,772.0,1860269.0,384193.0,515443.0,221842.0,50429.0,34881.0,2051445.0,6959.0,4785040.0,2299032.0,177658.0,1860269.0,1229905.0,630364.0,01,2018-12-31
Alaska,738516.0,34.0,33.6,34.5,478834.0,24129.0,106660.0,46556.0,51186.0,76715.0,35874.0,77865.0,396353.0,379219.0,351152.0,28067.0,265200.0,1231.0,253462.0,61924.0,88053.0,36794.0,9506.0,5292.0,358627.0,4981.0,714106.0,365014.0,33074.0,253462.0,167633.0,85829.0,02,2018-12-31
Arizona,6946685.0,37.4,36.1,38.7,5364141.0,305259.0,309580.0,228887.0,2163312.0,56213.0,29265.0,1092192.0,3274526.0,3256192.0,3045978.0,210214.0,209600.0,1009.0,2524300.0,446635.0,835120.0,362611.0,83023.0,57317.0,3008707.0,57302.0,6838270.0,3361961.0,265497.0,2524300.0,1648126.0,876174.0,04,2018-12-31
Arkansas,2990671.0,37.9,36.6,39.3,2302874.0,460970.0,20037.0,43988.0,219052.0,45726.0,25635.0,510337.0,1372359.0,1368037.0,1292263.0,75774.0,123300.0,729.0,1152175.0,209865.0,288720.0,115355.0,27579.0,19967.0,1274750.0,4631.0,2937135.0,1432567.0,116748.0,1152175.0,764816.0,387359.0,05,2018-12-31
California,39148760.0,36.3,35.2,37.5,23529068.0,2267875.0,296475.0,5604339.0,15221577.0,71228.0,35021.0,5487141.0,19758291.0,19630514.0,18309012.0,1321502.0,475900.0,1429.0,12965435.0,1119389.0,5445781.0,2222636.0,627892.0,422428.0,17904213.0,910567.0,38653948.0,19066676.0,1517004.0,12965435.0,8915228.0,4050207.0,06,2018-12-31
Colorado,5531141.0,36.6,35.7,37.6,4655584.0,227938.0,54483.0,172695.0,1184794.0,68811.0,36415.0,590504.0,3012312.0,2978700.0,2839374.0,139326.0,313600.0,1196.0,2113387.0,238815.0,944470.0,409786.0,87493.0,63143.0,2822072.0,86516.0,5439267.0,2709916.0,206774.0,2113387.0,1351683.0,761704.0,08,2018-12-31
Delaware,949495.0,40.2,38.5,42.0,654905.0,209892.0,3455.0,36723.0,86315.0,65627.0,33989.0,109798.0,482623.0,479447.0,450946.0,28501.0,244700.0,1110.0,357765.0,70486.0,120794.0,62275.0,12399.0,11764.0,444908.0,11739.0,934743.0,448772.0,33011.0,357765.0,237901.0,119864.0,10,2018-12-31
District of Columbia,684498.0,33.9,33.8,34.1,280469.0,321317.0,1993.0,26718.0,74776.0,82604.0,53321.0,109497.0,401740.0,398567.0,369194.0,29373.0,568400.0,1487.0,281322.0,30223.0,118817.0,100571.0,40220.0,20741.0,366168.0,127530.0,674258.0,316869.0,26457.0,281322.0,121788.0,159534.0,11,2018-12-31
Connecticut,3581504.0,40.8,39.1,42.6,2734880.0,378262.0,9698.0,158817.0,561791.0,76106.0,43056.0,348449.0,1944843.0,1936354.0,1810445.0,125909.0,272700.0,1156.0,1367374.0,144931.0,538924.0,309751.0,74380.0,42172.0,1780653.0,84347.0,3530088.0,1714250.0,112840.0,1367374.0,892940.0,474434.0,09,2018-12-31
Florida,20598139.0,41.9,40.3,43.5,15529098.0,3316376.0,58118.0,559168.0,5184720.0,53267.0,30197.0,2983851.0,9931799.0,9876910.0,9253932.0,622978.0,196800.0,1128.0,7621760.0,1726929.0,2721635.0,1081844.0,310270.0,169708.0,9140393.0,176146.0,20288268.0,9838027.0,681750.0,7621760.0,4917841.0,2703919.0,12,2018-12-31
Georgia,10297484.0,36.5,35.2,37.8,6079976.0,3239300.0,33484.0,402501.0,968463.0,55679.0,29523.0,1607714.0,5091132.0,5043919.0,4721065.0,322854.0,166800.0,968.0,3709488.0,531515.0,1282947.0,564866.0,142787.0,89516.0,4667378.0,99181.0,10109427.0,4861434.0,402692.0,3709488.0,2501768.0,1207720.0,13,2018-12-31
Idaho,1687809.0,36.1,35.4,36.9,1527262.0,11536.0,22790.0,23758.0,209073.0,53089.0,26772.0,228882.0,810430.0,806373.0,768701.0,37672.0,192300.0,825.0,618331.0,93400.0,198648.0,65700.0,15775.0,13146.0,757408.0,5418.0,1666375.0,829636.0,70072.0,618331.0,418688.0,199643.0,16,2018-12-31
Hawaii,1422029.0,38.9,37.4,40.4,355612.0,26266.0,2987.0,536842.0,147962.0,78084.0,34035.0,137516.0,749527.0,709482.0,677446.0,32036.0,587700.0,1566.0,456782.0,82271.0,212053.0,72121.0,22668.0,14154.0,700228.0,45326.0,1370508.0,671256.0,55248.0,456782.0,319069.0,137713.0,15,2018-12-31
Illinois,12821497.0,37.9,36.6,39.2,9189185.0,1824125.0,31864.0,690822.0,2174842.0,63575.0,34463.0,1635603.0,6679997.0,6663103.0,6225964.0,437139.0,187200.0,984.0,4830038.0,517230.0,1801833.0,847698.0,194142.0,114118.0,6124144.0,578636.0,12643207.0,6178327.0,476076.0,4830038.0,3117333.0,1712705.0,17,2018-12-31
Indiana,6637426.0,37.6,36.4,38.9,5548277.0,619472.0,14925.0,144991.0,450267.0,54325.0,28461.0,908359.0,3348477.0,3345383.0,3164414.0,180969.0,135400.0,807.0,2553818.0,316852.0,727108.0,304487.0,62892.0,45421.0,3107072.0,31522.0,6538540.0,3207202.0,256451.0,2553818.0,1668393.0,885425.0,18,2018-12-31
Iowa,3132499.0,38.1,36.9,39.3,2827889.0,109911.0,11549.0,75083.0,183296.0,58580.0,31085.0,353634.0,1676339.0,1674697.0,1609481.0,65216.0,142300.0,766.0,1256855.0,129867.0,395820.0,132751.0,33970.0,24476.0,1583271.0,17435.0,3088842.0,1530174.0,121151.0,1256855.0,800510.0,456345.0,19,2018-12-31
Kansas,2908776.0,36.5,35.3,37.9,2460619.0,169801.0,24050.0,83531.0,340616.0,57422.0,30757.0,350280.0,1511705.0,1493698.0,1428660.0,65038.0,145400.0,831.0,1124549.0,141829.0,394462.0,168742.0,36091.0,23781.0,1422992.0,6898.0,2849329.0,1407001.0,119758.0,1124549.0,731657.0,392892.0,20,2018-12-31
Kentucky,4440204.0,38.7,37.3,40.1,3866676.0,354112.0,9888.0,62802.0,158744.0,48392.0,26948.0,772080.0,2101888.0,2087800.0,1959442.0,128358.0,135300.0,741.0,1728681.0,245725.0,415937.0,211163.0,53145.0,29358.0,1929677.0,20400.0,4357195.0,2128638.0,169692.0,1728681.0,1135709.0,592972.0,21,2018-12-31
Louisiana,4663616.0,36.6,35.4,37.9,2901106.0,1502916.0,26272.0,79872.0,234920.0,47942.0,27027.0,878394.0,2197041.0,2180965.0,2031115.0,149850.0,157800.0,850.0,1736021.0,309533.0,483170.0,173858.0,51432.0,29133.0,2007599.0,25582.0,4559274.0,2197612.0,188454.0,1736021.0,1113951.0,622070.0,22,2018-12-31
Maine,1332813.0,44.6,43.2,45.8,1259217.0,17881.0,8302.0,14917.0,21421.0,55425.0,31253.0,161743.0,699180.0,697391.0,665188.0,32203.0,184500.0,831.0,556955.0,182122.0,190172.0,78014.0,18281.0,12812.0,651799.0,4159.0,1317634.0,643383.0,40319.0,556955.0,347959.0,208996.0,23,2018-12-31
Maryland,6003435.0,38.6,37.0,40.1,3373181.0,1788090.0,15644.0,374277.0,588912.0,81868.0,40517.0,553496.0,3261655.0,3232422.0,3051333.0,181089.0,305500.0,1357.0,2192518.0,245222.0,877641.0,522662.0,124561.0,105701.0,3021967.0,258397.0,5907173.0,2841214.0,222908.0,2192518.0,1466554.0,725964.0,24,2018-12-31
Massachusetts,6830193.0,39.4,37.9,40.9,5360006.0,510558.0,14493.0,442574.0,789127.0,77378.0,41794.0,710305.0,3778642.0,3773721.0,3570257.0,203464.0,366800.0,1225.0,2601914.0,280825.0,1128877.0,637628.0,141903.0,129294.0,3500223.0,358143.0,6756015.0,3269887.0,221064.0,2601914.0,1651808.0,950106.0,25,2018-12-31
Michigan,9957488.0,39.7,38.2,41.0,7818588.0,1375424.0,53235.0,304403.0,497897.0,54938.0,30336.0,1457008.0,4923316.0,4919495.0,4598487.0,321008.0,146200.0,850.0,3909509.0,671430.0,1179677.0,559642.0,118563.0,79170.0,4504994.0,61568.0,9847464.0,4823381.0,352053.0,3909509.0,2514380.0,1395129.0,26,2018-12-31
Minnesota,5527358.0,37.9,37.0,38.9,4606044.0,342186.0,58982.0,262359.0,292764.0,68411.0,36245.0,547442.0,3053005.0,3050676.0,2931458.0,119218.0,211800.0,944.0,2167801.0,252672.0,871363.0,315403.0,81713.0,54303.0,2879806.0,103390.0,5469389.0,2718477.0,217499.0,2167801.0,1395514.0,772287.0,27,2018-12-31
