NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
Oklahoma,3875589.0,36.2,35.0,37.6,2823497.0,281295.0,286231.0,77541.0,381467.0,48038.0,25628.0,621155.0,1861235.0,1843120.0,1733000.0,110120.0,121300.0,742.0,1461500.0,237962.0,413818.0,147982.0,34195.0,24120.0,1720575.0,7924.0,3794815.0,1860881.0,163684.0,1461500.0,967783.0,493717.0,40,2016-12-31
Oregon,3982267.0,39.1,38.0,40.2,3387825.0,74012.0,45233.0,160155.0,494806.0,53270.0,28822.0,614223.0,1995937.0,1993417.0,1832620.0,160797.0,247200.0,941.0,1545745.0,160545.0,538977.0,228435.0,57683.0,41278.0,1792129.0,79134.0,3943363.0,1942775.0,142911.0,1545745.0,979610.0,566135.0,41,2016-12-31
Pennsylvania,12783977.0,40.6,38.9,42.2,10402743.0,1410563.0,24947.0,401979.0,843164.0,54895.0,30137.0,1647762.0,6516915.0,6512133.0,6043693.0,468440.0,167700.0,859.0,4961929.0,630246.0,1578040.0,725919.0,168216.0,123775.0,5922289.0,329912.0,12579598.0,6120411.0,440842.0,4961929.0,3195577.0,1766352.0,42,2016-12-31
Rhode Island,1054491.0,39.9,38.1,41.5,854026.0,68886.0,5130.0,34598.0,148375.0,58387.0,31904.0,140161.0,567285.0,564082.0,520482.0,43600.0,238200.0,938.0,410240.0,52417.0,140296.0,66860.0,15365.0,12707.0,509454.0,14022.0,1038432.0,502120.0,34025.0,410240.0,256464.0,153776.0,44,2016-12-31
South Carolina,4834605.0,38.8,37.3,40.3,3252252.0,1322368.0,15417.0,68553.0,258361.0,46898.0,25521.0,806422.0,2354372.0,2323777.0,2129323.0,194454.0,143600.0,811.0,1839041.0,353000.0,551968.0,231904.0,46665.0,34520.0,2116301.0,12389.0,4736274.0,2272588.0,178717.0,1839041.0,1220791.0,618250.0,45,2016-12-31
South Dakota,851058.0,36.8,35.7,38.1,721410.0,14078.0,74187.0,11351.0,29187.0,52078.0,27516.0,115300.0,455936.0,453329.0,434693.0,18636.0,146700.0,676.0,333536.0,42330.0,107762.0,31029.0,7576.0,6418.0,429062.0,2173.0,833674.0,417299.0,36795.0,333536.0,213665.0,119871.0,46,2016-12-31
Tennessee,6548009.0,38.5,37.2,39.8,5096733.0,1100577.0,18757.0,105368.0,327345.0,46574.0,26019.0,1100169.0,3193436.0,3175503.0,2937131.0,238372.0,146000.0,782.0,2522204.0,351274.0,712781.0,286087.0,71678.0,51870.0,2892838.0,22650.0,6445597.0,3119687.0,248573.0,2522204.0,1674753.0,847451.0,47,2016-12-31
Texas,26956435.0,34.2,33.2,35.2,20174403.0,3221133.0,128145.0,1175423.0,10413150.0,54727.0,27828.0,4397307.0,13312277.0,13219523.0,12371392.0,848131.0,142700.0,911.0,9289554.0,1152089.0,3158468.0,1193252.0,264500.0,184457.0,12237558.0,188919.0,26478868.0,13011278.0,1209918.0,9289554.0,6450049.0,2839505.0,48,2016-12-31
Vermont,626249.0,42.6,41.3,43.8,592965.0,7404.0,1984.0,9212.0,10900.0,56104.0,30663.0,69673.0,344730.0,344324.0,327237.0,17087.0,218900.0,913.0,257107.0,69705.0,94823.0,44724.0,10898.0,7780.0,319484.0,3901.0,620216.0,305485.0,19080.0,257107.0,158252.0,98855.0,50,2016-12-31
Utah,2948427.0,30.3,29.8,30.9,2572595.0,32512.0,31686.0,66039.0,397915.0,62518.0,25600.0,338808.0,1451339.0,1447260.0,1374146.0,73114.0,224600.0,912.0,918367.0,105680.0,358887.0,128852.0,29082.0,23900.0,1355380.0,34729.0,2922538.0,1463408.0,156979.0,918367.0,690208.0,228159.0,49,2016-12-31
Virginia,8310301.0,37.8,36.5,39.1,5712958.0,1596352.0,21948.0,502878.0,725092.0,66149.0,34967.0,921664.0,4403124.0,4291796.0,4036456.0,255340.0,248400.0,1135.0,3090178.0,355179.0,1191485.0,646798.0,137081.0,98277.0,4068919.0,181567.0,8096958.0,3918160.0,313822.0,3090178.0,2067943.0,1022235.0,51,2016-12-31
Washington,7073146.0,37.6,36.6,38.6,5470566.0,256990.0,94026.0,552032.0,854275.0,62848.0,32999.0,883256.0,3623304.0,3576013.0,3331321.0,244692.0,269300.0,1056.0,2696606.0,270208.0,1022117.0,419011.0,100222.0,70809.0,3305438.0,204595.0,6967768.0,3450039.0,275296.0,2696606.0,1738213.0,958393.0,53,2016-12-31
West Virginia,1846092.0,41.9,40.7,43.1,1725411.0,63305.0,3281.0,13990.0,26247.0,42644.0,24002.0,318060.0,812480.0,811627.0,750412.0,61215.0,107400.0,658.0,739397.0,145331.0,153834.0,72391.0,16701.0,10780.0,734644.0,6288.0,1817156.0,893753.0,62724.0,739397.0,478833.0,260564.0,54,2016-12-31
Wisconsin,5754798.0,39.1,38.0,40.3,4961193.0,361730.0,51459.0,148077.0,371205.0,54610.0,29253.0,713472.0,3082186.0,3079765.0,2910339.0,169426.0,167000.0,789.0,2310246.0,339351.0,729499.0,269368.0,62625.0,42590.0,2862898.0,53302.0,5681891.0,2810402.0,210063.0,2310246.0,1471314.0,838932.0,55,2016-12-31
Wyoming,583029.0,36.8,36.0,37.8,531851.0,6435.0,13033.0,5385.0,56386.0,59143.0,30139.0,65762.0,311104.0,308716.0,293598.0,15118.0,199900.0,802.0,226985.0,41002.0,66753.0,23915.0,5187.0,4819.0,289595.0,4316.0,573538.0,291229.0,23323.0,226985.0,147961.0,79024.0,56,2016-12-31
Puerto Rico,3529385.0,39.4,37.4,41.1,2448085.0,320087.0,11814.0,9574.0,3492166.0,19606.0,11688.0,1577075.0,1283190.0,1281986.0,1055106.0,226880.0,118600.0,460.0,1237180.0,334564.0,425085.0,113180.0,29010.0,23575.0,1021378.0,23467.0,3502814.0,1666101.0,114791.0,1237180.0,867816.0,369364.0,72,2016-12-31
Alabama,4841164.0,38.6,37.1,40.0,3325037.0,1282053.0,23919.0,60744.0,193503.0,44758.0,24736.0,868666.0,2238654.0,2226504.0,2042025.0,184479.0,128500.0,728.0,1851061.0,358274.0,492382.0,208839.0,49283.0,32572.0,2014965.0,7841.0,4761291.0,2288427.0,179288.0,1851061.0,1232880.0,618181.0,01,2016-12-31
Alaska,736855.0,33.6,33.3,34.0,483518.0,24443.0,103574.0,44218.0,49031.0,74444.0,34191.0,72826.0,400475.0,384093.0,353954.0,30139.0,257100.0,1173.0,250235.0,58936.0,86551.0,35423.0,8522.0,5029.0,359987.0,5425.0,712964.0,365170.0,33286.0,250235.0,166629.0,83606.0,02,2016-12-31
Arizona,6728577.0,37.1,35.8,38.4,5235158.0,287110.0,296732.0,205229.0,2054849.0,51340.0,26686.0,1165636.0,3146717.0,3129344.0,2879372.0,249972.0,176900.0,937.0,2448919.0,464622.0,777681.0,333226.0,76987.0,53531.0,2843107.0,57872.0,6620233.0,3252267.0,265859.0,2448919.0,1602188.0,846731.0,04,2016-12-31
Arkansas,2968472.0,37.7,36.4,39.2,2307136.0,460638.0,18697.0,41539.0,207049.0,42336.0,23401.0,542431.0,1364187.0,1359742.0,1266552.0,93190.0,114700.0,689.0,1141480.0,199911.0,273557.0,108055.0,24517.0,18317.0,1247999.0,5112.0,2915402.0,1421494.0,118165.0,1141480.0,757729.0,383751.0,05,2016-12-31
California,38654206.0,36.0,34.9,37.1,23680584.0,2261835.0,285512.0,5354608.0,14903982.0,63783.0,31458.0,6004257.0,19391320.0,19260868.0,17577142.0,1683726.0,409300.0,1297.0,12807387.0,1104350.0,5136043.0,2045487.0,597874.0,397083.0,17193695.0,894813.0,38151997.0,18807653.0,1535655.0,12807387.0,8800019.0,4007368.0,06,2016-12-31
Colorado,5359295.0,36.4,35.5,37.4,4517058.0,219349.0,50160.0,157523.0,1132292.0,62520.0,33230.0,637938.0,2897359.0,2864224.0,2692529.0,171695.0,264600.0,1057.0,2051616.0,233247.0,874953.0,376273.0,79545.0,58959.0,2673188.0,83995.0,5267878.0,2618256.0,207557.0,2051616.0,1318973.0,732643.0,08,2016-12-31
Delaware,934695.0,39.6,38.0,41.1,647002.0,203027.0,3494.0,34428.0,82662.0,61017.0,31118.0,109448.0,474821.0,471961.0,438292.0,33669.0,233100.0,1039.0,348051.0,69876.0,115770.0,57237.0,11650.0,10664.0,432424.0,12405.0,920268.0,442158.0,34137.0,348051.0,232569.0,115482.0,10,2016-12-31
District of Columbia,659009.0,33.8,33.6,34.0,266035.0,318598.0,2174.0,24036.0,69106.0,72935.0,48781.0,112060.0,385056.0,381551.0,348225.0,33326.0,506100.0,1362.0,276546.0,30165.0,108252.0,90366.0,38536.0,19162.0,345735.0,127129.0,648263.0,304461.0,25103.0,276546.0,121101.0,155445.0,11,2016-12-31
Connecticut,3588570.0,40.6,38.8,42.1,2768080.0,372696.0,9399.0,152782.0,537728.0,71755.0,39906.0,360464.0,1957060.0,1948693.0,1793688.0,155005.0,269300.0,1094.0,1354713.0,139085.0,524370.0,300566.0,72543.0,40840.0,1761516.0,85762.0,3535139.0,1716952.0,116579.0,1354713.0,894413.0,460300.0,09,2016-12-31
Florida,19934451.0,41.6,40.1,43.1,15130748.0,3216994.0,52904.0,521272.0,4806854.0,48900.0,27598.0,3139258.0,9613594.0,9557443.0,8755427.0,802016.0,166800.0,1032.0,7393262.0,1759553.0,2514297.0,972529.0,285100.0,157870.0,8649800.0,182328.0,19621207.0,9504568.0,670648.0,7393262.0,4759855.0,2633407.0,12,2016-12-31
Georgia,10099320.0,36.2,34.9,37.4,6039389.0,3148134.0,28950.0,373983.0,926990.0,51037.0,26678.0,1746894.0,4957087.0,4908225.0,4489112.0,419113.0,152400.0,897.0,3611706.0,544812.0,1208700.0,515377.0,131058.0,82955.0,4438650.0,93061.0,9907239.0,4768893.0,410163.0,3611706.0,2443757.0,1167949.0,13,2016-12-31
Idaho,1635483.0,35.7,34.9,36.6,1493155.0,10433.0,21454.0,21630.0,195589.0,49174.0,24280.0,244585.0,783014.0,779555.0,731170.0,48385.0,167900.0,764.0,596107.0,89906.0,187399.0,60596.0,15684.0,11305.0,719853.0,5237.0,1614714.0,804746.0,70210.0,596107.0,408281.0,187826.0,16,2016-12-31
Hawaii,1413673.0,38.5,36.9,40.1,353643.0,25871.0,2715.0,537363.0,141827.0,71977.0,30970.0,148577.0,742161.0,703384.0,664616.0,38768.0,538400.0,1456.0,452030.0,78259.0,201712.0,67433.0,22331.0,13725.0,687234.0,46340.0,1362574.0,667701.0,56510.0,452030.0,314721.0,137309.0,15,2016-12-31
Illinois,12851684.0,37.4,36.1,38.7,9270907.0,1837612.0,29399.0,655799.0,2136474.0,59196.0,31502.0,1753731.0,6697000.0,6679756.0,6134121.0,545635.0,174800.0,925.0,4802124.0,508203.0,1744260.0,800474.0,183437.0,106698.0,6033483.0,553211.0,12671738.0,6193312.0,486573.0,4802124.0,3122597.0,1679527.0,17,2016-12-31
Indiana,6589578.0,37.4,36.1,38.7,5534759.0,608226.0,15799.0,130232.0,429522.0,50433.0,26117.0,957694.0,3316952.0,3314108.0,3085179.0,228929.0,126500.0,758.0,2513828.0,316841.0,681986.0,283692.0,59629.0,42755.0,3030786.0,32709.0,6490256.0,3181484.0,258777.0,2513828.0,1654898.0,858930.0,18,2016-12-31
Iowa,3106589.0,38.0,36.7,39.4,2823890.0,103052.0,9951.0,66570.0,172707.0,54570.0,28872.0,369828.0,1664170.0,1662467.0,1587178.0,75289.0,132800.0,715.0,1242641.0,119978.0,379649.0,124692.0,32007.0,23083.0,1560119.0,17521.0,3062954.0,1519114.0,122121.0,1242641.0,798664.0,443977.0,19,2016-12-31
Kansas,2898292.0,36.2,35.0,37.6,2468923.0,167706.0,23871.0,77605.0,327739.0,53571.0,28478.0,373162.0,1505247.0,1487918.0,1408918.0,79000.0,135300.0,775.0,1115858.0,133097.0,380391.0,156690.0,34492.0,22228.0,1402677.0,7169.0,2839352.0,1400318.0,123036.0,1115858.0,729881.0,385977.0,20,2016-12-31
Kentucky,4411989.0,38.6,37.2,40.0,3859516.0,350242.0,9052.0,57084.0,146945.0,44811.0,24802.0,804139.0,2085433.0,2070698.0,1914189.0,156509.0,126100.0,690.0,1718217.0,232873.0,397154.0,199251.0,49576.0,28184.0,1886629.0,20408.0,4327357.0,2113010.0,170444.0,1718217.0,1136651.0,581566.0,21,2016-12-31
Louisiana,4645670.0,36.2,35.0,37.5,2909290.0,1494201.0,26403.0,78719.0,223408.0,45652.0,25515.0,889570.0,2209139.0,2194054.0,2025728.0,168326.0,148300.0,800.0,1731398.0,280302.0,461804.0,163465.0,49436.0,29170.0,1997621.0,26685.0,4542312.0,2190361.0,190804.0,1731398.0,1122841.0,608557.0,22,2016-12-31
Maine,1329923.0,44.0,42.8,45.2,1260476.0,16303.0,8013.0,14643.0,19772.0,50826.0,28473.0,174405.0,696028.0,694258.0,652638.0,41620.0,176000.0,790.0,551109.0,176018.0,180436.0,71209.0,16655.0,12270.0,639116.0,4110.0,1315603.0,642903.0,40839.0,551109.0,345631.0,205478.0,23,2016-12-31
Maryland,5959902.0,38.3,36.7,39.8,3408240.0,1765926.0,15946.0,362259.0,550146.0,76067.0,37756.0,576835.0,3249911.0,3221839.0,3005753.0,216086.0,290400.0,1264.0,2177492.0,244417.0,838732.0,495667.0,119853.0,102459.0,2974521.0,264277.0,5864892.0,2819304.0,225817.0,2177492.0,1455962.0,721530.0,24,2016-12-31
Massachusetts,6742143.0,39.4,37.8,40.8,5343665.0,489233.0,13931.0,411736.0,731739.0,70954.0,38069.0,740836.0,3725838.0,3721211.0,3468864.0,252347.0,341000.0,1129.0,2558889.0,277769.0,1072120.0,591993.0,133860.0,118833.0,3399796.0,338273.0,6665525.0,3224604.0,223259.0,2558889.0,1627194.0,931695.0,25,2016-12-31
Michigan,9909600.0,39.5,38.1,40.9,7817827.0,1376446.0,52891.0,276769.0,474381.0,50803.0,27549.0,1575066.0,4866369.0,4862651.0,4449717.0,412934.0,127800.0,799.0,3860394.0,684526.0,1117697.0,526378.0,111392.0,76331.0,4356501.0,61812.0,9798384.0,4793686.0,354526.0,3860394.0,2498193.0,1362201.0,26,2016-12-31
Minnesota,5450868.0,37.8,36.7,38.8,4597525.0,310853.0,56904.0,246819.0,276026.0,63217.0,33225.0,577196.0,3012522.0,3010294.0,2864441.0,145853.0,191500.0,873.0,2135310.0,247545.0,834294.0,292979.0,76625.0,50039.0,2812166.0,99475.0,5392571.0,2676692.0,215296.0,2135310.0,1380760.0,754550.0,27,2016-12-31
