NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Chilton County, Alabama",45140.0,39.9,39.3,40.3,36693.0,4257.0,647.0,229.0,3664.0,62471.0,28497.0,6422.0,19921.0,19921.0,18865.0,1056.0,136000.0,814.0,16931.0,2615.0,2504.0,1551.0,115.0,107.0,18524.0,0.0,44781.0,21862.0,1695.0,16931.0,12257.0,4674.0,01,021,2022-12-31
"Choctaw County, Alabama",12669.0,46.7,45.2,48.1,7180.0,5062.0,28.0,15.0,143.0,43299.0,26343.0,2388.0,4781.0,4781.0,4532.0,249.0,101600.0,616.0,5228.0,1910.0,873.0,283.0,15.0,10.0,4402.0,0.0,12543.0,5896.0,311.0,5228.0,3246.0,1982.0,01,023,2022-12-31
"Clarke County, Alabama",23058.0,42.7,41.1,44.4,11862.0,10490.0,15.0,90.0,335.0,47549.0,29310.0,5073.0,8967.0,8957.0,7841.0,1116.0,126200.0,723.0,8188.0,3545.0,1346.0,705.0,113.0,41.0,7694.0,14.0,22750.0,10915.0,830.0,8188.0,5181.0,3007.0,01,025,2022-12-31
"Clay County, Alabama",14209.0,43.9,42.6,46.6,11581.0,1790.0,5.0,36.0,437.0,48074.0,27991.0,2440.0,5513.0,5480.0,5165.0,315.0,144100.0,576.0,5485.0,1555.0,926.0,279.0,78.0,0.0,5176.0,13.0,13919.0,6803.0,388.0,5485.0,3934.0,1551.0,01,027,2022-12-31
"Cleburne County, Alabama",15144.0,42.2,41.3,43.3,14028.0,411.0,35.0,15.0,401.0,51553.0,28598.0,1931.0,5844.0,5844.0,5692.0,152.0,131900.0,782.0,5761.0,1057.0,1172.0,476.0,72.0,33.0,5593.0,15.0,14989.0,7497.0,621.0,5761.0,3834.0,1927.0,01,029,2022-12-31
"Coffee County, Alabama",53559.0,39.2,37.8,40.5,38834.0,8997.0,368.0,563.0,4500.0,62199.0,31227.0,8592.0,24401.0,22899.0,21804.0,1095.0,162200.0,921.0,20363.0,3792.0,4786.0,2424.0,362.0,327.0,22669.0,10.0,51466.0,24813.0,1900.0,20363.0,13698.0,6665.0,01,031,2022-12-31
"Colbert County, Alabama",57270.0,42.0,39.0,44.7,44698.0,9185.0,178.0,214.0,1837.0,56149.0,30724.0,8998.0,26546.0,26492.0,25589.0,903.0,148500.0,810.0,23266.0,4443.0,4578.0,1821.0,559.0,410.0,25195.0,22.0,56784.0,27722.0,2234.0,23266.0,14999.0,8267.0,01,033,2022-12-31
"Conecuh County, Alabama",11576.0,46.2,43.5,47.4,5751.0,5611.0,33.0,36.0,80.0,39888.0,24426.0,2122.0,3928.0,3928.0,3757.0,171.0,98800.0,718.0,4453.0,1998.0,642.0,316.0,40.0,118.0,3664.0,0.0,11518.0,5609.0,382.0,4453.0,2601.0,1852.0,01,035,2022-12-31
"Coosa County, Alabama",10329.0,50.2,48.0,51.3,6859.0,3120.0,9.0,0.0,284.0,52279.0,28998.0,1102.0,4096.0,4046.0,3868.0,178.0,109500.0,632.0,3999.0,2046.0,578.0,195.0,61.0,22.0,3851.0,0.0,9919.0,4961.0,313.0,3999.0,2761.0,1238.0,01,037,2022-12-31
"Covington County, Alabama",37542.0,42.9,41.4,45.1,31404.0,4606.0,117.0,218.0,749.0,48772.0,28528.0,6921.0,16001.0,15967.0,15090.0,877.0,124300.0,701.0,14194.0,4450.0,2585.0,1280.0,313.0,135.0,14928.0,6.0,37040.0,17932.0,1464.0,14194.0,9237.0,4957.0,01,039,2022-12-31
"Crenshaw County, Alabama",13205.0,42.3,40.4,44.7,9386.0,3059.0,10.0,154.0,335.0,48557.0,32396.0,1916.0,5492.0,5464.0,5132.0,332.0,100400.0,595.0,4839.0,1714.0,1092.0,405.0,61.0,15.0,5128.0,25.0,12929.0,6335.0,408.0,4839.0,3012.0,1827.0,01,041,2022-12-31
"Cullman County, Alabama",88284.0,41.4,40.3,42.6,81077.0,960.0,355.0,278.0,4056.0,58119.0,29788.0,11364.0,41231.0,41229.0,39440.0,1789.0,166000.0,848.0,33649.0,5533.0,7463.0,3105.0,491.0,197.0,38671.0,20.0,87442.0,43316.0,3123.0,33649.0,23598.0,10051.0,01,043,2022-12-31
"Dale County, Alabama",49455.0,37.7,36.5,39.9,34817.0,10416.0,476.0,611.0,3467.0,52813.0,28312.0,8469.0,21870.0,19642.0,18115.0,1527.0,123800.0,829.0,19400.0,3429.0,4360.0,1654.0,279.0,162.0,19769.0,36.0,46837.0,22369.0,1844.0,19400.0,12251.0,7149.0,01,045,2022-12-31
"Dallas County, Alabama",38326.0,40.4,38.0,42.3,10634.0,26467.0,208.0,240.0,430.0,37180.0,22798.0,10230.0,15804.0,15804.0,14359.0,1445.0,91600.0,726.0,14753.0,4239.0,2633.0,1239.0,92.0,114.0,14138.0,75.0,38031.0,17759.0,1550.0,14753.0,8477.0,6276.0,01,047,2022-12-31
"DeKalb County, Alabama",71680.0,39.6,38.9,40.1,59102.0,1043.0,1098.0,72.0,11021.0,47920.0,24915.0,14251.0,32124.0,32085.0,30827.0,1258.0,129000.0,684.0,25690.0,5026.0,3996.0,2248.0,435.0,167.0,30290.0,31.0,70836.0,35323.0,2555.0,25690.0,18137.0,7553.0,01,049,2022-12-31
"Elmore County, Alabama",87694.0,38.9,37.5,40.4,64769.0,18276.0,248.0,602.0,2739.0,73258.0,34152.0,7986.0,41512.0,40950.0,39250.0,1700.0,200400.0,982.0,32184.0,4603.0,9637.0,3846.0,670.0,596.0,38872.0,43.0,82845.0,38792.0,3034.0,32184.0,23733.0,8451.0,01,051,2022-12-31
"Escambia County, Alabama",36755.0,40.5,39.8,41.3,22762.0,11138.0,1124.0,90.0,940.0,41153.0,21758.0,7449.0,14277.0,14277.0,12964.0,1313.0,122000.0,659.0,13022.0,3693.0,2168.0,832.0,139.0,58.0,12733.0,38.0,34273.0,16102.0,1253.0,13022.0,7845.0,5177.0,01,053,2022-12-31
"Etowah County, Alabama",103348.0,41.9,40.3,44.0,80555.0,15724.0,329.0,748.0,4561.0,52177.0,28479.0,16146.0,47374.0,47355.0,44508.0,2847.0,148400.0,779.0,38791.0,8621.0,7840.0,3418.0,1140.0,487.0,43715.0,50.0,102350.0,49571.0,3606.0,38791.0,25321.0,13470.0,01,055,2022-12-31
"Fayette County, Alabama",16297.0,43.7,43.6,43.9,13727.0,2074.0,24.0,36.0,61.0,45650.0,27053.0,3543.0,6972.0,6968.0,6296.0,672.0,112700.0,600.0,6143.0,1673.0,943.0,284.0,210.0,49.0,6236.0,0.0,16096.0,7845.0,507.0,6143.0,4161.0,1982.0,01,057,2022-12-31
"Franklin County, Alabama",32011.0,39.3,36.4,41.3,24853.0,1360.0,134.0,35.0,5892.0,47359.0,24874.0,5246.0,14005.0,14005.0,13469.0,536.0,121600.0,596.0,11239.0,2701.0,2204.0,777.0,137.0,48.0,13403.0,4.0,31750.0,15936.0,1366.0,11239.0,7417.0,3822.0,01,059,2022-12-31
"Geneva County, Alabama",26647.0,43.6,42.1,44.6,22360.0,2472.0,71.0,143.0,1185.0,47608.0,25644.0,5480.0,11382.0,11327.0,10890.0,437.0,120700.0,696.0,10391.0,2103.0,1842.0,743.0,21.0,35.0,10627.0,0.0,26330.0,12864.0,839.0,10391.0,6912.0,3479.0,01,061,2022-12-31
"Greene County, Alabama",7706.0,41.1,40.0,46.2,1333.0,6305.0,7.0,0.0,24.0,32796.0,20862.0,2504.0,2466.0,2466.0,2355.0,111.0,88800.0,682.0,2872.0,1399.0,579.0,242.0,75.0,15.0,2170.0,0.0,7629.0,3676.0,350.0,2872.0,1489.0,1383.0,01,063,2022-12-31
"Hale County, Alabama",14742.0,40.5,38.3,42.2,5663.0,8373.0,42.0,9.0,25.0,35851.0,23690.0,3613.0,5902.0,5883.0,5433.0,450.0,109400.0,668.0,5403.0,2061.0,1079.0,411.0,19.0,125.0,5358.0,20.0,14513.0,6913.0,587.0,5403.0,3158.0,2245.0,01,065,2022-12-31
"Henry County, Alabama",17282.0,44.6,43.4,46.0,12194.0,4375.0,60.0,96.0,469.0,58395.0,30273.0,2608.0,7739.0,7733.0,7321.0,412.0,132400.0,678.0,6686.0,2424.0,1758.0,759.0,71.0,45.0,7154.0,11.0,16997.0,8217.0,415.0,6686.0,4351.0,2335.0,01,067,2022-12-31
"Houston County, Alabama",107040.0,40.4,38.8,42.1,71260.0,29166.0,309.0,987.0,3844.0,55064.0,32126.0,18878.0,48358.0,48111.0,45708.0,2403.0,164900.0,858.0,41543.0,7796.0,10616.0,4321.0,1154.0,528.0,45364.0,34.0,105970.0,50884.0,4155.0,41543.0,26980.0,14563.0,01,069,2022-12-31
"Jackson County, Alabama",52618.0,43.0,42.4,44.1,47208.0,1731.0,397.0,213.0,1685.0,46748.0,27695.0,9680.0,21720.0,21717.0,20405.0,1312.0,126900.0,702.0,20670.0,4036.0,3874.0,1843.0,228.0,178.0,20023.0,20.0,52083.0,25615.0,1549.0,20670.0,13916.0,6754.0,01,071,2022-12-31
"Jefferson County, Alabama",672265.0,37.9,36.3,39.4,338374.0,287203.0,1225.0,11712.0,27950.0,63595.0,38224.0,103894.0,329543.0,328926.0,311193.0,17733.0,208900.0,1086.0,265794.0,42634.0,96805.0,41229.0,16093.0,8545.0,306222.0,1988.0,665054.0,315338.0,25801.0,265794.0,162227.0,103567.0,01,073,2022-12-31
"Lamar County, Alabama",13885.0,44.2,42.5,46.2,11913.0,1527.0,49.0,23.0,76.0,49565.0,24794.0,2107.0,5674.0,5665.0,5381.0,284.0,108200.0,495.0,5168.0,1936.0,606.0,335.0,40.0,32.0,5222.0,0.0,13727.0,6863.0,648.0,5168.0,3510.0,1658.0,01,075,2022-12-31
"Lauderdale County, Alabama",94329.0,40.8,39.1,42.8,79592.0,9317.0,315.0,576.0,2803.0,56081.0,32678.0,12188.0,45176.0,45106.0,43474.0,1632.0,174800.0,773.0,38237.0,6468.0,10372.0,4629.0,808.0,865.0,42958.0,9.0,93301.0,45075.0,2812.0,38237.0,24633.0,13604.0,01,077,2022-12-31
"Lawrence County, Alabama",33116.0,42.7,41.0,44.2,25421.0,3371.0,1669.0,97.0,829.0,54786.0,29486.0,5182.0,14271.0,14259.0,13836.0,423.0,134200.0,692.0,12829.0,2441.0,2364.0,1205.0,82.0,54.0,13720.0,19.0,32852.0,16100.0,1058.0,12829.0,8804.0,4025.0,01,079,2022-12-31
"Lee County, Alabama",175126.0,33.0,31.7,34.3,120255.0,39363.0,270.0,7614.0,6780.0,59288.0,33083.0,31003.0,85288.0,84605.0,81409.0,3196.0,224400.0,953.0,65166.0,10307.0,23707.0,13363.0,2439.0,3499.0,80729.0,510.0,173839.0,85685.0,5670.0,65166.0,40425.0,24741.0,01,081,2022-12-31
"Limestone County, Alabama",104199.0,40.2,40.2,40.1,80040.0,13714.0,880.0,1917.0,6588.0,80146.0,37504.0,11287.0,50219.0,50168.0,48090.0,2078.0,229400.0,861.0,38572.0,4044.0,13776.0,6347.0,793.0,661.0,47315.0,126.0,101214.0,49591.0,3811.0,38572.0,27092.0,11480.0,01,083,2022-12-31
"Lowndes County, Alabama",10153.0,41.7,41.1,42.5,2493.0,7603.0,0.0,0.0,19.0,33125.0,23415.0,2552.0,4036.0,4029.0,3727.0,302.0,83400.0,760.0,4001.0,822.0,739.0,316.0,53.0,40.0,3642.0,2.0,9999.0,4688.0,296.0,4001.0,2369.0,1632.0,01,085,2022-12-31
"Macon County, Alabama",19198.0,37.8,34.5,39.4,3133.0,15142.0,7.0,78.0,453.0,41206.0,22449.0,4127.0,8171.0,8082.0,7072.0,1010.0,93900.0,688.0,7131.0,2531.0,1275.0,786.0,298.0,83.0,6787.0,7.0,18946.0,8637.0,494.0,7131.0,4210.0,2921.0,01,087,2022-12-31
"Madison County, Alabama",389781.0,38.5,37.2,39.8,254819.0,95400.0,2008.0,9675.0,20611.0,78058.0,44720.0,40440.0,202425.0,201437.0,192922.0,8515.0,242900.0,1043.0,159569.0,11744.0,71617.0,38510.0,4626.0,5763.0,191093.0,314.0,384462.0,188104.0,13448.0,159569.0,101594.0,57975.0,01,089,2022-12-31
"Marengo County, Alabama",19180.0,41.7,41.5,42.0,8705.0,9750.0,64.0,151.0,542.0,42975.0,27210.0,4063.0,7807.0,7807.0,7587.0,220.0,98600.0,702.0,7379.0,2455.0,1654.0,1082.0,83.0,35.0,7399.0,108.0,18950.0,8991.0,814.0,7379.0,4175.0,3204.0,01,091,2022-12-31
"Marion County, Alabama",29203.0,44.0,42.9,45.1,26673.0,1113.0,93.0,85.0,790.0,49743.0,25205.0,4707.0,12382.0,12363.0,11563.0,800.0,104300.0,581.0,11018.0,3125.0,1476.0,789.0,66.0,128.0,11051.0,4.0,28627.0,14113.0,835.0,11018.0,7254.0,3764.0,01,093,2022-12-31
"Marshall County, Alabama",97923.0,38.8,37.3,40.2,83991.0,2746.0,877.0,600.0,14751.0,58272.0,29509.0,15992.0,43136.0,43030.0,41389.0,1641.0,165600.0,746.0,35930.0,5398.0,9437.0,3371.0,669.0,446.0,40866.0,91.0,96810.0,48115.0,4171.0,35930.0,25208.0,10722.0,01,095,2022-12-31
"Mobile County, Alabama",413878.0,38.2,36.7,39.5,234657.0,150071.0,1625.0,8383.0,12565.0,55352.0,30482.0,71353.0,188337.0,187332.0,176289.0,11043.0,164600.0,973.0,159605.0,25240.0,43806.0,17851.0,3791.0,2303.0,173909.0,589.0,409201.0,195719.0,15624.0,159605.0,101130.0,58475.0,01,097,2022-12-31
"Monroe County, Alabama",19816.0,43.7,41.2,46.4,10645.0,8384.0,260.0,47.0,44.0,39965.0,23090.0,4472.0,7160.0,7082.0,6220.0,862.0,109300.0,692.0,7298.0,2916.0,1072.0,647.0,91.0,42.0,6220.0,61.0,19504.0,9562.0,471.0,7298.0,4386.0,2912.0,01,099,2022-12-31
"Montgomery County, Alabama",228132.0,36.9,35.0,38.8,74723.0,134763.0,333.0,7604.0,8597.0,56707.0,32769.0,42877.0,107762.0,105546.0,98419.0,7127.0,151300.0,1028.0,89721.0,15767.0,29456.0,15534.0,3659.0,2353.0,98021.0,345.0,222283.0,103102.0,9070.0,89721.0,54071.0,35650.0,01,101,2022-12-31
"Morgan County, Alabama",123102.0,40.6,40.0,41.7,94056.0,16631.0,471.0,605.0,10845.0,61588.0,33223.0,16579.0,57531.0,57499.0,55092.0,2407.0,174800.0,791.0,48004.0,5320.0,13494.0,4990.0,1074.0,682.0,54268.0,52.0,121136.0,59607.0,4500.0,48004.0,31864.0,16140.0,01,103,2022-12-31
"Perry County, Alabama",8479.0,41.8,41.4,44.0,2411.0,6004.0,1.0,7.0,82.0,32332.0,16581.0,2478.0,2737.0,2728.0,2301.0,427.0,81700.0,560.0,3075.0,910.0,537.0,192.0,20.0,60.0,2156.0,0.0,8308.0,3844.0,316.0,3075.0,1847.0,1228.0,01,105,2022-12-31
"Pickens County, Alabama",18925.0,42.9,41.2,44.6,10880.0,7506.0,33.0,10.0,987.0,45339.0,26912.0,3864.0,7363.0,7333.0,6945.0,388.0,119800.0,578.0,7083.0,1631.0,1229.0,543.0,179.0,21.0,6691.0,74.0,17334.0,9089.0,697.0,7083.0,4468.0,2615.0,01,107,2022-12-31
"Pike County, Alabama",32997.0,31.1,29.3,34.3,18678.0,12302.0,112.0,664.0,799.0,42616.0,26685.0,7242.0,14525.0,14500.0,13783.0,717.0,144500.0,750.0,11996.0,4053.0,3024.0,1692.0,278.0,328.0,13338.0,60.0,32754.0,15728.0,1157.0,11996.0,6552.0,5444.0,01,109,2022-12-31
"Randolph County, Alabama",22179.0,44.1,43.4,44.8,17068.0,4203.0,25.0,62.0,669.0,49879.0,27558.0,4277.0,8905.0,8902.0,8613.0,289.0,155000.0,704.0,8729.0,3683.0,1892.0,859.0,105.0,80.0,8456.0,95.0,21922.0,10638.0,716.0,8729.0,6045.0,2684.0,01,111,2022-12-31
"Russell County, Alabama",58849.0,37.2,36.3,38.0,27622.0,26410.0,107.0,459.0,3451.0,47420.0,25855.0,12816.0,25598.0,24169.0,22595.0,1574.0,141900.0,908.0,23462.0,3920.0,4088.0,1807.0,267.0,362.0,23566.0,152.0,56945.0,26518.0,2593.0,23462.0,14694.0,8768.0,01,113,2022-12-31
"St. Clair County, Alabama",91719.0,41.0,39.5,42.2,78169.0,8985.0,310.0,373.0,2325.0,73218.0,33571.0,9786.0,43840.0,43687.0,41814.0,1873.0,202000.0,1044.0,33838.0,4295.0,8608.0,3220.0,406.0,237.0,41302.0,33.0,89637.0,43952.0,3144.0,33838.0,24843.0,8995.0,01,115,2022-12-31
"Shelby County, Alabama",223916.0,40.0,39.3,40.7,174752.0,29118.0,533.0,4491.0,13195.0,90618.0,45701.0,15080.0,117512.0,117204.0,113542.0,3662.0,276500.0,1272.0,83776.0,5836.0,45813.0,17640.0,3959.0,2656.0,112772.0,73.0,221793.0,107694.0,7427.0,83776.0,59991.0,23785.0,01,117,2022-12-31
"Sumter County, Alabama",12196.0,35.8,35.5,35.9,3109.0,8813.0,10.0,57.0,85.0,31726.0,19720.0,3285.0,4685.0,4681.0,4299.0,382.0,88000.0,770.0,4798.0,1531.0,901.0,544.0,59.0,96.0,4136.0,18.0,12050.0,5515.0,314.0,4798.0,3010.0,1788.0,01,119,2022-12-31
"Talladega County, Alabama",81105.0,42.1,41.1,42.8,51186.0,25893.0,124.0,350.0,1997.0,52457.0,29236.0,14436.0,35164.0,35027.0,32093.0,2934.0,131900.0,750.0,32359.0,5729.0,5623.0,2966.0,474.0,468.0,31194.0,97.0,77958.0,37095.0,2735.0,32359.0,21944.0,10415.0,01,121,2022-12-31
"Tallapoosa County, Alabama",41251.0,45.2,43.7,45.8,28516.0,10957.0,26.0,190.0,1010.0,53282.0,29682.0,6826.0,17444.0,17414.0,15600.0,1814.0,127100.0,701.0,16438.0,6339.0,3380.0,1466.0,334.0,185.0,15388.0,30.0,40597.0,19530.0,1147.0,16438.0,10754.0,5684.0,01,123,2022-12-31
"Tuscaloosa County, Alabama",231558.0,32.8,31.7,33.7,143889.0,74222.0,393.0,3817.0,9261.0,61645.0,32141.0,36412.0,116638.0,116428.0,109994.0,6434.0,218800.0,974.0,84743.0,16587.0,25838.0,11822.0,1978.0,4194.0,107697.0,835.0,229518.0,110569.0,7676.0,84743.0,53530.0,31213.0,01,125,2022-12-31
"Walker County, Alabama",64978.0,41.8,39.1,44.2,57555.0,3890.0,100.0,123.0,1868.0,52987.0,28204.0,10437.0,27363.0,27314.0,25764.0,1550.0,124100.0,698.0,24718.0,5409.0,4268.0,1932.0,485.0,238.0,25402.0,33.0,64152.0,31598.0,2548.0,24718.0,16669.0,8049.0,01,127,2022-12-31
"Washington County, Alabama",15434.0,43.7,41.0,46.7,10298.0,3608.0,1042.0,62.0,261.0,51184.0,29210.0,2415.0,5993.0,5977.0,5598.0,379.0,138100.0,698.0,5506.0,2273.0,707.0,591.0,104.0,91.0,5516.0,2.0,15291.0,7599.0,654.0,5506.0,4050.0,1456.0,01,129,2022-12-31
"Wilcox County, Alabama",10441.0,41.1,38.7,42.8,2876.0,7328.0,13.0,4.0,22.0,38208.0,20442.0,2735.0,3746.0,3746.0,3345.0,401.0,83200.0,787.0,3579.0,1735.0,554.0,232.0,35.0,0.0,3174.0,32.0,10241.0,4774.0,280.0,3579.0,2288.0,1291.0,01,131,2022-12-31
"Winston County, Alabama",23655.0,45.4,44.1,46.1,22050.0,263.0,123.0,105.0,768.0,49494.0,26933.0,4217.0,10242.0,10225.0,9773.0,452.0,111600.0,680.0,9103.0,3988.0,1384.0,778.0,123.0,65.0,9707.0,32.0,23299.0,11643.0,895.0,9103.0,6502.0,2601.0,01,133,2022-12-31
"Aleutians East Borough, Alaska",3407.0,41.6,41.2,43.5,576.0,183.0,1263.0,676.0,405.0,79961.0,42165.0,429.0,2415.0,2411.0,2305.0,106.0,164100.0,1035.0,899.0,190.0,339.0,106.0,7.0,1.0,2244.0,4.0,3401.0,2097.0,92.0,899.0,549.0,350.0,02,013,2022-12-31
"Aleutians West Census Area, Alaska",5219.0,39.2,38.8,39.5,1356.0,201.0,487.0,2123.0,802.0,100662.0,47339.0,478.0,3701.0,3669.0,3559.0,110.0,377100.0,1672.0,969.0,434.0,508.0,73.0,11.0,4.0,3413.0,59.0,5016.0,3299.0,107.0,969.0,537.0,432.0,02,016,2022-12-31
"Anchorage Municipality, Alaska",290674.0,34.5,33.7,35.4,172004.0,15469.0,21507.0,28440.0,28162.0,95731.0,46554.0,27415.0,159676.0,150082.0,142335.0,7747.0,363800.0,1405.0,107134.0,11804.0,44340.0,18753.0,5322.0,2859.0,148597.0,2036.0,278400.0,139427.0,11552.0,107134.0,68213.0,38921.0,02,020,2022-12-31
"Bethel Census Area, Alaska",18538.0,28.7,29.2,28.1,1678.0,215.0,15452.0,262.0,399.0,64094.0,25859.0,4586.0,7862.0,7827.0,6562.0,1265.0,120600.0,1408.0,4565.0,1438.0,532.0,379.0,67.0,2.0,6444.0,12.0,18243.0,9636.0,1228.0,4565.0,3420.0,1145.0,02,050,2022-12-31
"Bristol Bay Borough, Alaska",854.0,36.4,36.2,36.9,387.0,3.0,269.0,48.0,74.0,94167.0,45499.0,66.0,450.0,437.0,425.0,12.0,253400.0,1183.0,284.0,591.0,139.0,24.0,2.0,2.0,438.0,4.0,839.0,475.0,47.0,284.0,179.0,105.0,02,060,2022-12-31
"Chugach Census Area, Alaska",7000.0,37.8,39.6,37.0,5015.0,113.0,371.0,489.0,414.0,83068.0,44700.0,339.0,3895.0,3770.0,3438.0,332.0,287900.0,1364.0,2755.0,1005.0,1001.0,482.0,21.0,47.0,3495.0,0.0,6786.0,3619.0,324.0,2755.0,1818.0,937.0,02,063,2022-12-31
"Copper River Census Area, Alaska",2614.0,43.1,47.3,40.6,1385.0,1.0,886.0,12.0,171.0,70606.0,37887.0,289.0,1220.0,1202.0,1124.0,78.0,235100.0,877.0,1090.0,1474.0,341.0,120.0,38.0,4.0,1110.0,5.0,2596.0,1370.0,67.0,1090.0,631.0,459.0,02,066,2022-12-31
"Denali Borough, Alaska",2101.0,44.4,44.6,42.1,1591.0,48.0,64.0,73.0,35.0,87292.0,73692.0,150.0,1419.0,1370.0,1344.0,26.0,227000.0,863.0,525.0,860.0,229.0,176.0,16.0,0.0,1389.0,0.0,2052.0,1368.0,23.0,525.0,302.0,223.0,02,068,2022-12-31
