NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Walker County, Alabama",64110.0,42.1,39.5,43.9,58077.0,3961.0,143.0,331.0,1595.0,43629.0,23882.0,11440.0,26672.0,26643.0,24414.0,2229.0,104300.0,626.0,25019.0,6122.0,3293.0,1266.0,375.0,146.0,23982.0,28.0,63390.0,31050.0,2385.0,25019.0,17166.0,7853.0,01,127,2019-12-31
"Greene County, Alabama",8324.0,40.9,36.6,45.3,1439.0,6618.0,37.0,0.0,145.0,24145.0,14884.0,3140.0,2707.0,2707.0,2396.0,311.0,80400.0,612.0,2951.0,2161.0,353.0,171.0,25.0,37.0,2381.0,0.0,8269.0,3824.0,370.0,2951.0,1542.0,1409.0,01,063,2019-12-31
"Bullock County, Alabama",10248.0,40.2,38.5,42.4,2244.0,7666.0,0.0,50.0,262.0,37785.0,20877.0,2825.0,4493.0,4493.0,4319.0,174.0,70300.0,654.0,3521.0,1036.0,527.0,212.0,69.0,48.0,4319.0,0.0,9865.0,5268.0,299.0,3521.0,2504.0,1017.0,01,011,2019-12-31
"Chambers County, Alabama",33660.0,42.0,40.4,43.7,19423.0,13316.0,112.0,376.0,800.0,42289.0,22729.0,5711.0,15499.0,15487.0,14877.0,610.0,97100.0,749.0,13448.0,3540.0,2260.0,634.0,209.0,60.0,14367.0,36.0,33252.0,15922.0,1171.0,13448.0,8553.0,4895.0,01,017,2019-12-31
"Monroe County, Alabama",21270.0,43.3,41.7,44.2,11587.0,9026.0,372.0,58.0,81.0,30441.0,20527.0,5869.0,7595.0,7595.0,6423.0,1172.0,102200.0,582.0,8166.0,3249.0,1335.0,535.0,98.0,15.0,6361.0,26.0,21033.0,10052.0,850.0,8166.0,5124.0,3042.0,01,099,2019-12-31
"Lawrence County, Alabama",33058.0,42.4,41.2,43.3,25799.0,3502.0,1852.0,65.0,724.0,44886.0,23450.0,5906.0,13159.0,13137.0,12445.0,692.0,110500.0,551.0,12677.0,2619.0,1970.0,819.0,73.0,68.0,12273.0,23.0,32793.0,15809.0,1078.0,12677.0,9101.0,3576.0,01,079,2019-12-31
"Lee County, Alabama",161152.0,31.9,30.4,33.2,113359.0,36920.0,296.0,6899.0,5925.0,51463.0,27860.0,30423.0,79457.0,78849.0,74770.0,4079.0,169300.0,856.0,60237.0,8735.0,19015.0,10682.0,1887.0,2689.0,73873.0,534.0,159913.0,78500.0,5823.0,60237.0,37089.0,23148.0,01,081,2019-12-31
"Marion County, Alabama",29866.0,44.3,42.9,45.6,27739.0,1070.0,141.0,54.0,777.0,35930.0,21311.0,5137.0,12561.0,12535.0,11851.0,684.0,92800.0,512.0,11997.0,2740.0,1683.0,913.0,88.0,31.0,11679.0,5.0,29400.0,14467.0,896.0,11997.0,8030.0,3967.0,01,093,2019-12-31
"Pickens County, Alabama",20243.0,42.2,39.0,44.2,11477.0,8134.0,28.0,12.0,985.0,39848.0,23024.0,4204.0,7819.0,7819.0,7017.0,802.0,96000.0,457.0,7637.0,1951.0,1444.0,485.0,88.0,30.0,6821.0,25.0,18561.0,9600.0,742.0,7637.0,5074.0,2563.0,01,107,2019-12-31
"Sumter County, Alabama",12797.0,35.6,32.4,38.3,3229.0,9204.0,9.0,274.0,68.0,24320.0,16799.0,3782.0,4757.0,4753.0,4291.0,462.0,74400.0,518.0,5202.0,1670.0,921.0,696.0,71.0,56.0,4067.0,33.0,12666.0,5877.0,422.0,5202.0,2764.0,2438.0,01,119,2019-12-31
"Jefferson County, Alabama",659680.0,37.7,36.0,39.3,341768.0,283311.0,1443.0,10433.0,25557.0,53901.0,32098.0,103417.0,326672.0,326101.0,304994.0,21107.0,159100.0,900.0,261231.0,46643.0,91545.0,36620.0,13998.0,7961.0,300213.0,2666.0,652887.0,308022.0,26037.0,261231.0,163802.0,97429.0,01,073,2019-12-31
"Choctaw County, Alabama",12925.0,46.3,43.8,48.1,7337.0,5500.0,8.0,17.0,53.0,35892.0,22308.0,2968.0,4531.0,4531.0,4173.0,358.0,74100.0,525.0,5300.0,2059.0,715.0,321.0,40.0,37.0,4075.0,0.0,12796.0,6081.0,371.0,5300.0,3440.0,1860.0,01,023,2019-12-31
"Franklin County, Alabama",31466.0,38.6,35.4,40.9,26118.0,1385.0,408.0,117.0,5400.0,43514.0,21641.0,6007.0,13483.0,13481.0,12840.0,641.0,95000.0,581.0,11048.0,3004.0,1819.0,815.0,144.0,129.0,12752.0,11.0,31264.0,15608.0,1202.0,11048.0,7669.0,3379.0,01,059,2019-12-31
"Marengo County, Alabama",19321.0,42.2,38.9,43.7,8840.0,10348.0,21.0,0.0,196.0,33241.0,25635.0,4174.0,7365.0,7365.0,6778.0,587.0,84400.0,563.0,7361.0,2987.0,1136.0,816.0,78.0,79.0,6578.0,0.0,19098.0,9190.0,776.0,7361.0,3833.0,3528.0,01,091,2019-12-31
"Russell County, Alabama",57952.0,36.3,35.3,38.4,28519.0,25300.0,179.0,553.0,3182.0,42443.0,23470.0,11775.0,26521.0,25241.0,23616.0,1625.0,122000.0,803.0,23262.0,4418.0,4453.0,2014.0,273.0,197.0,24517.0,0.0,56218.0,26410.0,2597.0,23262.0,14948.0,8314.0,01,113,2019-12-31
"Cherokee County, Alabama",25903.0,46.5,45.6,47.0,24052.0,1191.0,280.0,64.0,413.0,41919.0,24301.0,3560.0,10443.0,10443.0,9980.0,463.0,123400.0,620.0,10737.0,5842.0,1254.0,677.0,369.0,107.0,9865.0,21.0,25636.0,12642.0,721.0,10737.0,7307.0,3430.0,01,019,2019-12-31
"Covington County, Alabama",37200.0,43.3,41.5,44.9,31460.0,5018.0,22.0,184.0,629.0,42189.0,23687.0,6756.0,16199.0,16174.0,14822.0,1352.0,97600.0,612.0,14852.0,4124.0,2599.0,1078.0,204.0,139.0,14646.0,5.0,36647.0,17641.0,1466.0,14852.0,9924.0,4928.0,01,039,2019-12-31
"Crenshaw County, Alabama",13844.0,41.7,39.5,43.9,9879.0,3228.0,97.0,175.0,110.0,43163.0,24563.0,2065.0,5927.0,5869.0,5668.0,201.0,81000.0,537.0,4943.0,1872.0,1234.0,377.0,39.0,37.0,5641.0,44.0,13611.0,6633.0,479.0,4943.0,3384.0,1559.0,01,041,2019-12-31
"Dallas County, Alabama",39149.0,39.6,38.0,40.3,10906.0,27693.0,37.0,222.0,419.0,33845.0,19612.0,11204.0,16142.0,16129.0,14347.0,1782.0,83300.0,643.0,15910.0,4509.0,2305.0,1278.0,175.0,96.0,14029.0,0.0,38879.0,17907.0,1645.0,15910.0,10328.0,5582.0,01,047,2019-12-31
"Lauderdale County, Alabama",92556.0,41.0,38.5,43.2,80436.0,9596.0,363.0,593.0,2476.0,48094.0,28033.0,13175.0,42365.0,42280.0,40287.0,1993.0,145000.0,663.0,38471.0,6530.0,9455.0,4131.0,722.0,640.0,39687.0,0.0,91654.0,44157.0,2861.0,38471.0,24731.0,13740.0,01,077,2019-12-31
"Lowndes County, Alabama",10079.0,42.0,39.4,44.4,2497.0,7522.0,13.0,0.0,50.0,30036.0,20209.0,2664.0,3807.0,3807.0,3430.0,377.0,70000.0,586.0,4251.0,973.0,652.0,321.0,37.0,27.0,3357.0,13.0,9977.0,4752.0,403.0,4251.0,2741.0,1510.0,01,085,2019-12-31
"Macon County, Alabama",18708.0,38.6,37.3,40.3,3000.0,15560.0,16.0,32.0,152.0,33370.0,20419.0,3995.0,8024.0,7967.0,7064.0,903.0,80800.0,641.0,7474.0,2822.0,1414.0,812.0,91.0,133.0,6935.0,18.0,18449.0,8374.0,452.0,7474.0,4279.0,3195.0,01,087,2019-12-31
"Limestone County, Alabama",94727.0,39.7,38.7,40.7,76003.0,13028.0,723.0,1309.0,5700.0,59686.0,28411.0,12436.0,43284.0,43207.0,40510.0,2697.0,158800.0,691.0,32143.0,3913.0,11450.0,4418.0,638.0,465.0,40176.0,86.0,91733.0,44509.0,3333.0,32143.0,22692.0,9451.0,01,083,2019-12-31
"Shelby County, Alabama",213432.0,39.3,38.3,40.2,170998.0,25878.0,736.0,4399.0,12208.0,77799.0,38549.0,15742.0,111069.0,110852.0,106839.0,4013.0,211900.0,1047.0,79630.0,7358.0,41301.0,15372.0,3410.0,2348.0,105614.0,47.0,211801.0,102194.0,7255.0,79630.0,56666.0,22964.0,01,117,2019-12-31
"Winston County, Alabama",23784.0,45.2,44.1,46.0,22845.0,174.0,81.0,37.0,750.0,35788.0,22952.0,4127.0,9857.0,9837.0,9120.0,717.0,86100.0,529.0,9592.0,4077.0,1252.0,682.0,169.0,98.0,8860.0,27.0,23451.0,11587.0,777.0,9592.0,6268.0,3324.0,01,133,2019-12-31
"Baldwin County, Alabama",212830.0,43.0,41.8,44.4,183471.0,19718.0,1645.0,1969.0,9711.0,58320.0,32626.0,21704.0,99495.0,99317.0,95091.0,4226.0,197900.0,1020.0,80930.0,33234.0,31801.0,11812.0,2912.0,1623.0,93141.0,45.0,210305.0,101439.0,7187.0,80930.0,53467.0,27463.0,01,003,2019-12-31
"Elmore County, Alabama",81144.0,38.7,38.0,40.1,61104.0,17449.0,214.0,439.0,2404.0,60891.0,29052.0,8820.0,36366.0,35832.0,34180.0,1652.0,166600.0,892.0,29708.0,4457.0,9143.0,3696.0,610.0,611.0,34080.0,18.0,76190.0,35559.0,2869.0,29708.0,21530.0,8178.0,01,051,2019-12-31
"Jackson County, Alabama",51852.0,43.1,41.5,44.7,47456.0,1809.0,629.0,232.0,1519.0,41769.0,22596.0,9536.0,21460.0,21453.0,20352.0,1101.0,104900.0,590.0,20695.0,4346.0,3525.0,1284.0,184.0,182.0,19927.0,9.0,51352.0,25117.0,1756.0,20695.0,14456.0,6239.0,01,071,2019-12-31
"Talladega County, Alabama",80387.0,41.3,40.4,42.1,51398.0,26215.0,342.0,494.0,1842.0,41325.0,23305.0,14653.0,34100.0,34059.0,31166.0,2893.0,105300.0,628.0,31395.0,6466.0,5270.0,2406.0,469.0,232.0,30439.0,70.0,77376.0,36601.0,2530.0,31395.0,20868.0,10527.0,01,121,2019-12-31
"Washington County, Alabama",16541.0,43.7,43.0,44.6,10972.0,3894.0,1221.0,42.0,241.0,41370.0,26752.0,3451.0,6019.0,6019.0,5582.0,437.0,89100.0,730.0,5990.0,2564.0,800.0,545.0,88.0,4.0,5484.0,0.0,16418.0,8087.0,429.0,5990.0,4208.0,1782.0,01,129,2019-12-31
"Clay County, Alabama",13337.0,43.3,42.7,44.3,11092.0,2075.0,37.0,21.0,419.0,40845.0,23519.0,2342.0,5843.0,5843.0,5527.0,316.0,107800.0,535.0,5198.0,1601.0,562.0,345.0,71.0,21.0,5457.0,0.0,13091.0,6336.0,441.0,5198.0,3704.0,1494.0,01,027,2019-12-31
"Morgan County, Alabama",119213.0,40.6,39.2,42.3,95265.0,15230.0,574.0,760.0,9962.0,52156.0,27367.0,17126.0,54721.0,54681.0,51903.0,2778.0,137000.0,658.0,45918.0,6132.0,12670.0,4374.0,980.0,452.0,51201.0,92.0,117389.0,57501.0,4507.0,45918.0,31182.0,14736.0,01,103,2019-12-31
"Pike County, Alabama",33333.0,31.2,29.2,33.2,19301.0,12277.0,188.0,734.0,750.0,37446.0,22453.0,7701.0,14932.0,14907.0,13992.0,915.0,120000.0,669.0,11601.0,4522.0,2718.0,1277.0,239.0,346.0,13900.0,38.0,33132.0,15898.0,1205.0,11601.0,6422.0,5179.0,01,109,2019-12-31
"Colbert County, Alabama",54771.0,42.4,40.4,44.6,43289.0,8872.0,319.0,259.0,1557.0,48065.0,25536.0,8390.0,23923.0,23871.0,22832.0,1039.0,120800.0,697.0,21880.0,4708.0,4492.0,2108.0,334.0,136.0,22521.0,25.0,54306.0,26002.0,1907.0,21880.0,14797.0,7083.0,01,033,2019-12-31
"Dale County, Alabama",49277.0,37.3,35.6,39.5,35655.0,10000.0,386.0,699.0,3210.0,47214.0,24645.0,8424.0,22104.0,19554.0,17994.0,1560.0,112000.0,730.0,18806.0,4297.0,4047.0,1688.0,231.0,112.0,20189.0,7.0,46283.0,21820.0,1857.0,18806.0,12515.0,6291.0,01,045,2019-12-31
"Hale County, Alabama",14809.0,40.5,38.1,42.4,5854.0,8796.0,30.0,33.0,4.0,34046.0,21191.0,3522.0,6037.0,6007.0,5355.0,652.0,89300.0,577.0,5650.0,2142.0,925.0,344.0,90.0,52.0,5229.0,9.0,14582.0,6939.0,668.0,5650.0,3611.0,2039.0,01,065,2019-12-31
"DeKalb County, Alabama",71310.0,39.5,38.7,39.9,60924.0,1039.0,841.0,86.0,10376.0,40440.0,21907.0,14833.0,30888.0,30858.0,29639.0,1219.0,106100.0,628.0,26040.0,5269.0,3727.0,1956.0,391.0,172.0,29311.0,51.0,70519.0,34828.0,2651.0,26040.0,18349.0,7691.0,01,049,2019-12-31
"Escambia County, Alabama",37057.0,40.0,38.3,41.2,23053.0,11878.0,1479.0,102.0,865.0,36275.0,19028.0,7551.0,14365.0,14365.0,12786.0,1579.0,99400.0,616.0,13089.0,3497.0,2112.0,916.0,115.0,81.0,12649.0,39.0,34190.0,16081.0,1228.0,13089.0,8019.0,5070.0,01,053,2019-12-31
"Randolph County, Alabama",22647.0,43.4,42.4,44.9,17452.0,4622.0,38.0,47.0,668.0,43395.0,24721.0,3748.0,9151.0,9144.0,8764.0,380.0,96100.0,620.0,8702.0,3395.0,1513.0,839.0,159.0,96.0,8666.0,9.0,22393.0,10945.0,802.0,8702.0,5720.0,2982.0,01,111,2019-12-31
"Mobile County, Alabama",414114.0,37.9,36.3,39.1,242715.0,148050.0,3192.0,7928.0,12018.0,47583.0,25861.0,76275.0,186097.0,185327.0,174519.0,10808.0,130200.0,853.0,156251.0,27420.0,42982.0,16229.0,3452.0,2026.0,172581.0,767.0,408589.0,193515.0,15928.0,156251.0,100431.0,55820.0,01,097,2019-12-31
"Perry County, Alabama",9293.0,36.9,35.5,38.6,2737.0,6491.0,3.0,8.0,110.0,23447.0,15055.0,2612.0,2868.0,2861.0,2571.0,290.0,65000.0,507.0,3070.0,1666.0,757.0,479.0,25.0,79.0,2565.0,0.0,9135.0,4189.0,195.0,3070.0,1476.0,1594.0,01,105,2019-12-31
"Cleburne County, Alabama",14916.0,43.1,42.2,44.5,14000.0,410.0,14.0,3.0,367.0,44741.0,23142.0,2531.0,6088.0,6068.0,5707.0,361.0,116500.0,585.0,5680.0,1164.0,1056.0,378.0,116.0,66.0,5428.0,2.0,14736.0,7209.0,562.0,5680.0,3806.0,1874.0,01,029,2019-12-31
"Conecuh County, Alabama",12394.0,44.8,42.2,47.2,6287.0,5919.0,25.0,56.0,84.0,37837.0,19769.0,2161.0,4663.0,4663.0,4232.0,431.0,81000.0,536.0,4553.0,2629.0,724.0,323.0,19.0,62.0,4194.0,9.0,12349.0,6040.0,439.0,4553.0,2997.0,1556.0,01,035,2019-12-31
"Barbour County, Alabama",25361.0,40.4,38.7,43.3,11869.0,12066.0,82.0,134.0,1105.0,32525.0,18473.0,6875.0,9262.0,9262.0,8413.0,849.0,90700.0,576.0,9345.0,2668.0,1367.0,495.0,128.0,90.0,8231.0,27.0,22475.0,10672.0,849.0,9345.0,6187.0,3158.0,01,005,2019-12-31
"Bibb County, Alabama",22493.0,40.9,38.5,43.8,17272.0,5014.0,30.0,27.0,579.0,47542.0,20778.0,3740.0,9046.0,9046.0,8387.0,659.0,92800.0,734.0,6891.0,2294.0,1043.0,488.0,80.0,67.0,8167.0,0.0,20632.0,10392.0,810.0,6891.0,4789.0,2102.0,01,007,2019-12-31
"Calhoun County, Alabama",114618.0,39.6,37.9,41.1,84439.0,23830.0,379.0,1014.0,4352.0,47255.0,25345.0,19969.0,52674.0,52106.0,47896.0,4210.0,118000.0,716.0,44605.0,9026.0,8311.0,4484.0,987.0,838.0,47207.0,185.0,112854.0,53937.0,3914.0,44605.0,29960.0,14645.0,01,015,2019-12-31
"Clarke County, Alabama",24128.0,42.5,41.0,43.4,12781.0,11044.0,26.0,104.0,79.0,37404.0,22225.0,5484.0,8878.0,8850.0,7770.0,1080.0,112500.0,555.0,9090.0,3694.0,1214.0,635.0,118.0,83.0,7663.0,0.0,23826.0,11235.0,770.0,9090.0,5662.0,3428.0,01,025,2019-12-31
"Fayette County, Alabama",16494.0,43.7,41.7,45.5,14068.0,1948.0,0.0,78.0,297.0,39856.0,22483.0,3146.0,6779.0,6766.0,6337.0,429.0,88500.0,527.0,6802.0,1703.0,1062.0,319.0,38.0,32.0,6275.0,0.0,16299.0,8025.0,634.0,6802.0,4774.0,2028.0,01,057,2019-12-31
"Montgomery County, Alabama",226941.0,36.4,34.5,38.1,81265.0,131408.0,468.0,6383.0,7978.0,50124.0,29071.0,42442.0,110039.0,108132.0,101013.0,7119.0,129800.0,884.0,89527.0,15170.0,29531.0,15141.0,3634.0,1948.0,100094.0,469.0,221812.0,102878.0,9222.0,89527.0,55155.0,34372.0,01,101,2019-12-31
"Marshall County, Alabama",95643.0,38.8,36.8,40.2,88969.0,2549.0,378.0,573.0,13357.0,45983.0,24453.0,19147.0,40975.0,40942.0,39193.0,1749.0,128800.0,649.0,34883.0,5714.0,8306.0,3221.0,526.0,334.0,38759.0,169.0,94805.0,46896.0,3891.0,34883.0,24015.0,10868.0,01,095,2019-12-31
"Blount County, Alabama",57681.0,40.7,40.1,41.5,55062.0,928.0,46.0,212.0,5342.0,49358.0,24747.0,7739.0,22715.0,22680.0,21917.0,763.0,127800.0,667.0,20847.0,3476.0,3432.0,1393.0,266.0,119.0,21690.0,28.0,57217.0,28244.0,1998.0,20847.0,14874.0,5973.0,01,009,2019-12-31
"Henry County, Alabama",17133.0,44.4,42.1,46.2,12118.0,4565.0,30.0,68.0,449.0,50017.0,25276.0,2316.0,7361.0,7353.0,6920.0,433.0,118800.0,627.0,6630.0,2525.0,1250.0,688.0,109.0,29.0,6811.0,0.0,16813.0,8180.0,505.0,6630.0,4505.0,2125.0,01,067,2019-12-31
"Madison County, Alabama",362276.0,38.5,37.0,40.0,246132.0,88011.0,2124.0,9555.0,17928.0,65449.0,36620.0,44038.0,187581.0,186248.0,176910.0,9338.0,186100.0,857.0,148189.0,13388.0,64350.0,33016.0,3767.0,4802.0,175522.0,312.0,356952.0,173194.0,12823.0,148189.0,95547.0,52642.0,01,089,2019-12-31
"Autauga County, Alabama",55380.0,38.2,36.9,39.8,42527.0,10538.0,140.0,573.0,1565.0,58731.0,29819.0,8340.0,25908.0,25458.0,24522.0,936.0,154500.0,986.0,21397.0,2096.0,6019.0,2875.0,499.0,536.0,24635.0,162.0,54552.0,26298.0,2106.0,21397.0,15076.0,6321.0,01,001,2019-12-31
"Tallapoosa County, Alabama",40541.0,44.7,42.6,45.9,28360.0,11123.0,90.0,145.0,981.0,45828.0,25217.0,7546.0,16775.0,16775.0,15119.0,1656.0,109300.0,665.0,16205.0,6216.0,3394.0,1351.0,433.0,109.0,14931.0,15.0,40016.0,19169.0,1516.0,16205.0,11183.0,5022.0,01,123,2019-12-31
"Geneva County, Alabama",26417.0,43.2,42.0,44.8,22870.0,2538.0,250.0,115.0,1051.0,41732.0,21711.0,5743.0,10922.0,10883.0,10294.0,589.0,100900.0,625.0,10383.0,2486.0,1419.0,834.0,75.0,3.0,10030.0,0.0,26143.0,12696.0,795.0,10383.0,6902.0,3481.0,01,061,2019-12-31
"Wilcox County, Alabama",10681.0,40.5,38.6,42.1,2915.0,7410.0,19.0,3.0,57.0,31014.0,16841.0,3111.0,3558.0,3536.0,2995.0,541.0,79400.0,509.0,3854.0,1923.0,627.0,215.0,43.0,4.0,2948.0,9.0,10413.0,4796.0,303.0,3854.0,2284.0,1570.0,01,131,2019-12-31
"Haines Borough, Alaska",2518.0,44.7,45.6,39.0,2055.0,0.0,222.0,33.0,113.0,58059.0,31731.0,278.0,1240.0,1240.0,1181.0,59.0,254000.0,951.0,1007.0,684.0,303.0,232.0,84.0,6.0,1143.0,2.0,2513.0,1292.0,119.0,1007.0,620.0,387.0,02,100,2019-12-31
"Juneau City and Borough, Alaska",32227.0,38.1,37.6,38.4,21917.0,320.0,3409.0,2231.0,2186.0,88390.0,43680.0,2440.0,18351.0,17950.0,17132.0,818.0,345900.0,1310.0,12676.0,1022.0,5540.0,2067.0,669.0,390.0,17110.0,747.0,31496.0,15897.0,1123.0,12676.0,7773.0,4903.0,02,110,2019-12-31
"Yukon-Koyukuk Census Area, Alaska",5377.0,35.2,35.7,34.3,1223.0,4.0,3731.0,38.0,143.0,41413.0,22718.0,1352.0,2661.0,2640.0,2190.0,450.0,76500.0,741.0,1856.0,2234.0,281.0,179.0,4.0,4.0,2120.0,11.0,5346.0,2854.0,248.0,1856.0,1084.0,772.0,02,290,2019-12-31
"Denali Borough, Alaska",2246.0,42.1,44.0,37.7,1892.0,26.0,49.0,58.0,7.0,81719.0,34365.0,354.0,1589.0,1531.0,1508.0,23.0,223000.0,845.0,613.0,920.0,427.0,223.0,11.0,7.0,1550.0,10.0,2188.0,1151.0,40.0,613.0,321.0,292.0,02,068,2019-12-31
"Hoonah-Angoon Census Area, Alaska",2139.0,49.6,49.8,49.4,986.0,68.0,804.0,34.0,146.0,59803.0,36091.0,221.0,1156.0,1153.0,1030.0,123.0,223600.0,894.0,791.0,852.0,266.0,92.0,5.0,2.0,971.0,25.0,2136.0,1139.0,52.0,791.0,478.0,313.0,02,105,2019-12-31
"Wrangell City and Borough, Alaska",2502.0,49.4,49.7,49.1,1577.0,1.0,612.0,18.0,126.0,53894.0,32286.0,194.0,1162.0,1162.0,1085.0,77.0,216200.0,844.0,1027.0,485.0,250.0,107.0,9.0,8.0,1009.0,3.0,2482.0,1350.0,64.0,1027.0,654.0,373.0,02,275,2019-12-31
"Bethel Census Area, Alaska",18134.0,27.3,27.7,26.8,2022.0,135.0,15075.0,195.0,471.0,53553.0,19885.0,4980.0,7664.0,7655.0,6243.0,1412.0,83600.0,1352.0,4489.0,1538.0,731.0,291.0,116.0,26.0,6000.0,34.0,17878.0,9241.0,1166.0,4489.0,3415.0,1074.0,02,050,2019-12-31
"North Slope Borough, Alaska",9792.0,35.2,38.0,31.1,3077.0,151.0,5017.0,534.0,199.0,79306.0,48730.0,983.0,5985.0,5937.0,5404.0,533.0,152500.0,1000.0,1979.0,639.0,736.0,305.0,12.0,22.0,5338.0,114.0,9732.0,5930.0,483.0,1979.0,1523.0,456.0,02,185,2019-12-31
