NAME_Geographic Area Name,P001001_Total Population,P003001_Total Race Population,P003002_White Alone,P003003_Black or African American Alone,P003004_American Indian and Alaska Native Alone,P003005_Asian Alone,P012001_Total Population by Sex by Age,H001001_Total Housing Units,H003001_Total Occupied Housing Units,H003002_Occupied Housing Units,H003003_Vacant Housing Units,us,year
United States,308745538,308745538.0,223553265.0,38929319.0,2932248.0,14674252.0,308745538.0,131704730.0,131704730.0,116716292.0,14988438.0,1,2010-12-31
