NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Russell County, Alabama",58636.0,34.8,33.3,36.2,30392.0,24789.0,216.0,435.0,2974.0,38400.0,20760.0,12423.0,27054.0,25833.0,23398.0,2435.0,114000.0,742.0,22333.0,4386.0,4152.0,1862.0,336.0,212.0,24308.0,82.0,56906.0,27044.0,2898.0,22333.0,14374.0,7959.0,01,113,2016-12-31
"Cherokee County, Alabama",25897.0,45.7,44.9,46.4,24156.0,1209.0,152.0,109.0,405.0,38925.0,22544.0,4188.0,10827.0,10827.0,10193.0,634.0,112500.0,601.0,10999.0,5261.0,1463.0,766.0,279.0,102.0,9952.0,54.0,25566.0,12718.0,828.0,10999.0,7919.0,3080.0,01,019,2016-12-31
"Covington County, Alabama",37729.0,42.9,41.3,44.8,31881.0,4945.0,130.0,176.0,578.0,37313.0,21738.0,7031.0,16188.0,16164.0,14441.0,1723.0,93700.0,585.0,15179.0,3604.0,2653.0,977.0,272.0,51.0,14210.0,28.0,37212.0,17921.0,1443.0,15179.0,10110.0,5069.0,01,039,2016-12-31
"Crenshaw County, Alabama",13896.0,41.6,39.7,43.9,9935.0,3312.0,123.0,232.0,234.0,37557.0,20455.0,2484.0,6173.0,6145.0,5693.0,452.0,77600.0,515.0,5426.0,1273.0,1045.0,318.0,21.0,15.0,5550.0,6.0,13718.0,6774.0,582.0,5426.0,3648.0,1778.0,01,041,2016-12-31
"Dallas County, Alabama",41426.0,38.9,36.8,40.1,11884.0,28798.0,91.0,163.0,397.0,28136.0,17611.0,14027.0,16927.0,16896.0,14379.0,2517.0,81000.0,581.0,16099.0,4143.0,2233.0,1134.0,277.0,83.0,13879.0,39.0,41115.0,18966.0,1613.0,16099.0,10047.0,6052.0,01,047,2016-12-31
"St. Clair County, Alabama",86576.0,40.0,39.2,41.3,75738.0,8156.0,265.0,741.0,1961.0,54042.0,24474.0,11582.0,41069.0,41025.0,38399.0,2626.0,142800.0,702.0,31832.0,4012.0,6314.0,2493.0,471.0,393.0,37613.0,74.0,84654.0,41726.0,3422.0,31832.0,23359.0,8473.0,01,115,2016-12-31
"Baldwin County, Alabama",199510.0,42.3,41.0,43.6,172441.0,18594.0,1355.0,1338.0,8712.0,51365.0,28069.0,25551.0,93872.0,93640.0,87753.0,5887.0,173400.0,889.0,75149.0,32430.0,27056.0,10063.0,2967.0,1264.0,86310.0,185.0,197046.0,95379.0,7230.0,75149.0,50190.0,24959.0,01,003,2016-12-31
"Houston County, Alabama",103891.0,39.3,37.7,40.9,72332.0,27680.0,427.0,866.0,3311.0,41945.0,24086.0,19415.0,47835.0,47650.0,43805.0,3845.0,124800.0,707.0,39363.0,7022.0,9614.0,3799.0,951.0,511.0,43371.0,75.0,102993.0,49124.0,3953.0,39363.0,25986.0,13377.0,01,069,2016-12-31
"Tuscaloosa County, Alabama",202471.0,32.1,30.7,33.5,132344.0,62793.0,287.0,3044.0,6666.0,48022.0,23896.0,34470.0,97123.0,97025.0,90243.0,6782.0,160000.0,784.0,70440.0,17483.0,22314.0,9408.0,1937.0,2511.0,88779.0,342.0,200972.0,96779.0,7396.0,70440.0,46468.0,23972.0,01,125,2016-12-31
"Coffee County, Alabama",50991.0,39.3,38.0,40.1,38945.0,8766.0,421.0,623.0,3344.0,47872.0,25325.0,8219.0,24037.0,22763.0,21353.0,1410.0,142800.0,701.0,19375.0,3487.0,5251.0,2252.0,436.0,253.0,21990.0,3.0,49139.0,23680.0,2086.0,19375.0,13178.0,6197.0,01,031,2016-12-31
"Pike County, Alabama",33277.0,31.2,29.2,32.9,19408.0,12514.0,215.0,704.0,730.0,33193.0,20180.0,8074.0,15902.0,15882.0,14336.0,1546.0,102300.0,613.0,12802.0,2932.0,2888.0,1425.0,123.0,270.0,14002.0,83.0,33074.0,15804.0,1010.0,12802.0,7480.0,5322.0,01,109,2016-12-31
"Lauderdale County, Alabama",92641.0,41.3,39.5,42.7,80627.0,9126.0,371.0,629.0,2217.0,43657.0,24893.0,16538.0,42607.0,42524.0,39275.0,3249.0,124100.0,601.0,38361.0,5952.0,8196.0,4132.0,725.0,637.0,38705.0,84.0,91796.0,43869.0,2869.0,38361.0,24836.0,13525.0,01,077,2016-12-31
"Lowndes County, Alabama",10565.0,40.4,38.4,43.1,2612.0,7886.0,8.0,0.0,50.0,27914.0,18434.0,3005.0,4064.0,4060.0,3562.0,498.0,68900.0,589.0,4238.0,843.0,679.0,162.0,20.0,19.0,3390.0,13.0,10470.0,4968.0,427.0,4238.0,2778.0,1460.0,01,085,2016-12-31
"Macon County, Alabama",19684.0,38.2,36.0,39.4,3106.0,16162.0,65.0,44.0,324.0,32390.0,18385.0,4442.0,8938.0,8938.0,7594.0,1344.0,77000.0,592.0,7915.0,2307.0,1369.0,793.0,175.0,151.0,7375.0,70.0,19476.0,8898.0,620.0,7915.0,4611.0,3304.0,01,087,2016-12-31
"Limestone County, Alabama",90257.0,39.0,38.0,40.4,73517.0,11502.0,581.0,1125.0,5135.0,51115.0,26086.0,12290.0,41695.0,41593.0,38289.0,3304.0,142500.0,628.0,32073.0,3442.0,9700.0,3843.0,477.0,410.0,37985.0,31.0,87228.0,42333.0,3363.0,32073.0,22861.0,9212.0,01,083,2016-12-31
"Shelby County, Alabama",205951.0,38.1,37.4,38.7,167257.0,23898.0,446.0,4088.0,11861.0,72310.0,34117.0,17227.0,107871.0,107681.0,102705.0,4976.0,195400.0,954.0,75942.0,7680.0,38107.0,14250.0,3520.0,1708.0,101261.0,187.0,204231.0,98923.0,7456.0,75942.0,54252.0,21690.0,01,117,2016-12-31
"Winston County, Alabama",24013.0,44.1,43.3,45.3,23191.0,98.0,166.0,84.0,700.0,33896.0,19299.0,4833.0,9799.0,9789.0,8934.0,855.0,77700.0,540.0,9436.0,3968.0,1387.0,615.0,132.0,127.0,8471.0,0.0,23694.0,11624.0,813.0,9436.0,6389.0,3047.0,01,133,2016-12-31
"Cullman County, Alabama",81316.0,40.5,39.4,42.0,77946.0,899.0,425.0,497.0,3426.0,39297.0,21041.0,13718.0,34362.0,34313.0,32232.0,2081.0,118700.0,626.0,31081.0,6069.0,5435.0,2159.0,641.0,196.0,31809.0,39.0,80496.0,39711.0,3117.0,31081.0,21594.0,9487.0,01,043,2016-12-31
"Elmore County, Alabama",80957.0,38.3,36.9,39.4,61018.0,17296.0,210.0,457.0,2268.0,53398.0,24771.0,10893.0,36430.0,36049.0,33355.0,2694.0,152500.0,817.0,28890.0,4432.0,7600.0,3736.0,571.0,313.0,32720.0,54.0,75952.0,35620.0,3002.0,28890.0,20757.0,8133.0,01,051,2016-12-31
"Jackson County, Alabama",52608.0,42.8,41.3,44.3,47949.0,1733.0,448.0,196.0,1435.0,38422.0,20487.0,9780.0,22945.0,22940.0,20965.0,1975.0,103800.0,591.0,19945.0,4828.0,2929.0,1378.0,183.0,179.0,20676.0,11.0,52100.0,25480.0,1687.0,19945.0,13871.0,6074.0,01,071,2016-12-31
"Talladega County, Alabama",81057.0,40.8,39.9,41.6,52390.0,25996.0,253.0,442.0,1752.0,37923.0,20430.0,16119.0,35085.0,35077.0,30853.0,4224.0,94200.0,598.0,31461.0,5736.0,4519.0,2197.0,408.0,206.0,30027.0,182.0,78252.0,37165.0,2623.0,31461.0,21290.0,10171.0,01,121,2016-12-31
"Washington County, Alabama",16909.0,41.4,38.7,44.0,11082.0,4189.0,1341.0,110.0,219.0,40293.0,19598.0,3585.0,6730.0,6730.0,5644.0,1086.0,81100.0,615.0,6113.0,2261.0,710.0,321.0,77.0,1.0,5536.0,0.0,16778.0,8303.0,539.0,6113.0,4529.0,1584.0,01,129,2016-12-31
"Clay County, Alabama",13483.0,43.7,43.6,44.1,11177.0,1993.0,124.0,0.0,419.0,38815.0,21115.0,2195.0,5863.0,5856.0,5470.0,386.0,90000.0,441.0,5363.0,1382.0,626.0,291.0,64.0,64.0,5382.0,6.0,13214.0,6407.0,418.0,5363.0,3782.0,1581.0,01,027,2016-12-31
"Morgan County, Alabama",119555.0,39.8,38.4,41.7,97880.0,14557.0,849.0,802.0,9339.0,46883.0,24415.0,19172.0,55610.0,55579.0,50615.0,4964.0,124900.0,613.0,46164.0,5359.0,11960.0,4384.0,853.0,382.0,49680.0,114.0,117739.0,57720.0,4499.0,46164.0,31712.0,14452.0,01,103,2016-12-31
"Chilton County, Alabama",43817.0,38.7,37.9,39.4,36740.0,4418.0,134.0,191.0,3341.0,42594.0,22045.0,8779.0,19162.0,19147.0,17627.0,1520.0,99100.0,646.0,16619.0,2641.0,2830.0,1243.0,236.0,108.0,17304.0,17.0,43491.0,21333.0,1794.0,16619.0,11631.0,4988.0,01,021,2016-12-31
"Colbert County, Alabama",54377.0,42.4,41.0,43.9,43379.0,8532.0,328.0,255.0,1306.0,43786.0,23318.0,8910.0,23874.0,23851.0,22056.0,1795.0,102500.0,638.0,22105.0,4051.0,4501.0,1990.0,353.0,225.0,21628.0,25.0,53950.0,25998.0,1817.0,22105.0,15052.0,7053.0,01,033,2016-12-31
"Clarke County, Alabama",24847.0,42.0,40.4,42.7,13253.0,11304.0,8.0,114.0,43.0,32735.0,20543.0,6023.0,9851.0,9840.0,8159.0,1681.0,85900.0,540.0,9554.0,3035.0,1317.0,551.0,110.0,88.0,8011.0,13.0,24561.0,11601.0,825.0,9554.0,6094.0,3460.0,01,025,2016-12-31
"Montgomery County, Alabama",227392.0,36.0,34.3,37.5,85928.0,129205.0,388.0,5109.0,7530.0,45358.0,26255.0,46982.0,112125.0,110325.0,101005.0,9320.0,122000.0,825.0,90281.0,13296.0,28639.0,13291.0,3287.0,1995.0,100032.0,711.0,222470.0,103869.0,9123.0,90281.0,57078.0,33203.0,01,101,2016-12-31
"Henry County, Alabama",17187.0,43.2,41.3,45.7,12113.0,4793.0,0.0,0.0,435.0,41045.0,22825.0,2586.0,7623.0,7623.0,7049.0,574.0,101800.0,582.0,6831.0,2119.0,1102.0,722.0,120.0,29.0,6958.0,5.0,16936.0,8192.0,558.0,6831.0,4530.0,2301.0,01,067,2016-12-31
"Tallapoosa County, Alabama",40958.0,43.0,42.7,43.6,28778.0,11248.0,144.0,208.0,988.0,39395.0,21410.0,9431.0,16739.0,16739.0,15098.0,1641.0,105200.0,565.0,16338.0,5720.0,3372.0,1189.0,326.0,119.0,14904.0,21.0,40412.0,19014.0,1136.0,16338.0,11355.0,4983.0,01,123,2016-12-31
"Coosa County, Alabama",10864.0,44.9,45.9,44.3,7204.0,3516.0,8.0,0.0,140.0,31910.0,18080.0,1610.0,4286.0,4286.0,3747.0,539.0,76500.0,567.0,4206.0,2247.0,489.0,259.0,7.0,31.0,3630.0,19.0,10524.0,5060.0,259.0,4206.0,2600.0,1606.0,01,037,2016-12-31
"Dale County, Alabama",49607.0,36.9,35.3,39.1,36921.0,9756.0,295.0,508.0,2921.0,44093.0,22834.0,9897.0,22934.0,20640.0,18495.0,2145.0,103800.0,636.0,18794.0,4045.0,3540.0,1445.0,292.0,84.0,20525.0,27.0,46897.0,22134.0,1852.0,18794.0,12499.0,6295.0,01,045,2016-12-31
"Hale County, Alabama",15159.0,39.7,37.5,42.3,6062.0,8843.0,49.0,16.0,183.0,33351.0,19296.0,3858.0,5730.0,5730.0,5039.0,691.0,89400.0,449.0,5948.0,1707.0,992.0,302.0,121.0,20.0,4933.0,2.0,14922.0,7019.0,579.0,5948.0,3813.0,2135.0,01,065,2016-12-31
"Etowah County, Alabama",103363.0,40.9,39.6,42.3,84024.0,15931.0,475.0,699.0,3752.0,40478.0,21287.0,18713.0,45399.0,45377.0,41540.0,3837.0,101900.0,623.0,39522.0,7982.0,7513.0,3101.0,805.0,405.0,40546.0,106.0,102507.0,49669.0,3527.0,39522.0,27098.0,12424.0,01,055,2016-12-31
"DeKalb County, Alabama",70937.0,39.3,38.5,39.8,61858.0,1082.0,979.0,214.0,9942.0,38248.0,18685.0,13872.0,29881.0,29874.0,27980.0,1894.0,99600.0,552.0,24811.0,6257.0,3154.0,1630.0,371.0,237.0,27645.0,11.0,70207.0,34743.0,2706.0,24811.0,17495.0,7316.0,01,049,2016-12-31
"Escambia County, Alabama",37875.0,39.9,38.9,40.9,23453.0,12267.0,1317.0,40.0,780.0,32334.0,17420.0,8894.0,14130.0,14130.0,11977.0,2153.0,93900.0,564.0,13536.0,2885.0,1901.0,759.0,259.0,76.0,11737.0,39.0,35409.0,17025.0,1308.0,13536.0,8802.0,4734.0,01,053,2016-12-31
"Lamar County, Alabama",14066.0,44.3,44.2,44.7,12315.0,1584.0,42.0,0.0,201.0,34298.0,20206.0,3322.0,5690.0,5690.0,5148.0,542.0,71100.0,432.0,6010.0,1317.0,814.0,380.0,64.0,48.0,5093.0,33.0,13922.0,6737.0,491.0,6010.0,4114.0,1896.0,01,075,2016-12-31
"Randolph County, Alabama",22615.0,42.8,42.0,44.3,17452.0,4429.0,74.0,51.0,661.0,37496.0,19584.0,4542.0,9212.0,9212.0,8477.0,735.0,85600.0,606.0,8691.0,3246.0,1555.0,723.0,60.0,61.0,8266.0,9.0,22369.0,10933.0,711.0,8691.0,5954.0,2737.0,01,111,2016-12-31
"Butler County, Alabama",20280.0,40.6,39.5,41.4,10876.0,8875.0,15.0,203.0,253.0,34315.0,19011.0,5126.0,8677.0,8659.0,7810.0,849.0,83000.0,563.0,7675.0,2239.0,1328.0,674.0,136.0,105.0,7691.0,0.0,19998.0,9389.0,750.0,7675.0,5139.0,2536.0,01,013,2016-12-31
"Mobile County, Alabama",414291.0,37.2,35.9,38.5,246794.0,146306.0,2568.0,8140.0,10957.0,44263.0,23318.0,78633.0,188877.0,188091.0,171733.0,16358.0,123500.0,801.0,154261.0,27351.0,41373.0,15122.0,3390.0,2000.0,169768.0,819.0,405929.0,191855.0,16094.0,154261.0,102867.0,51394.0,01,097,2016-12-31
"Perry County, Alabama",9856.0,37.1,35.5,41.1,2962.0,6760.0,4.0,18.0,94.0,24912.0,14033.0,3605.0,2890.0,2890.0,2551.0,339.0,73700.0,516.0,3198.0,1495.0,475.0,307.0,13.0,66.0,2477.0,0.0,9707.0,4604.0,487.0,3198.0,2080.0,1118.0,01,105,2016-12-31
"Walker County, Alabama",65593.0,42.3,41.0,43.5,59932.0,3791.0,36.0,302.0,1483.0,37025.0,20410.0,14174.0,26759.0,26733.0,23795.0,2938.0,84800.0,607.0,25194.0,5514.0,2805.0,1409.0,480.0,117.0,23352.0,73.0,64876.0,31522.0,2401.0,25194.0,18118.0,7076.0,01,127,2016-12-31
"Cleburne County, Alabama",14991.0,41.5,40.5,42.0,14176.0,354.0,21.0,86.0,349.0,36316.0,19791.0,2889.0,6305.0,6273.0,5823.0,450.0,108100.0,582.0,5834.0,855.0,651.0,340.0,138.0,66.0,5575.0,1.0,14807.0,7313.0,577.0,5834.0,3888.0,1946.0,01,029,2016-12-31
"Conecuh County, Alabama",12697.0,44.0,43.5,44.4,6593.0,5880.0,19.0,14.0,224.0,27609.0,16004.0,4107.0,4768.0,4768.0,3794.0,974.0,72300.0,528.0,5090.0,1965.0,434.0,281.0,39.0,9.0,3753.0,0.0,12648.0,5990.0,376.0,5090.0,3444.0,1646.0,01,035,2016-12-31
"Greene County, Alabama",8587.0,41.3,36.7,45.3,1472.0,6977.0,35.0,14.0,53.0,21339.0,13679.0,3233.0,2870.0,2870.0,2349.0,521.0,68100.0,414.0,3107.0,1889.0,457.0,103.0,30.0,5.0,2330.0,24.0,8534.0,4075.0,339.0,3107.0,1951.0,1156.0,01,063,2016-12-31
"Barbour County, Alabama",26614.0,38.7,37.2,41.8,12430.0,12756.0,46.0,129.0,1147.0,33956.0,17249.0,6235.0,10316.0,10316.0,8993.0,1323.0,90300.0,588.0,9122.0,2680.0,1431.0,736.0,124.0,75.0,8783.0,34.0,23682.0,11425.0,976.0,9122.0,5968.0,3154.0,01,005,2016-12-31
"Bibb County, Alabama",22572.0,40.2,37.7,42.2,17370.0,4788.0,81.0,14.0,502.0,39776.0,18988.0,3390.0,9002.0,8997.0,8354.0,643.0,97200.0,654.0,7048.0,1924.0,971.0,763.0,56.0,100.0,8280.0,40.0,20598.0,10216.0,562.0,7048.0,5272.0,1776.0,01,007,2016-12-31
"Bullock County, Alabama",10552.0,39.2,37.7,42.1,2301.0,7967.0,84.0,84.0,13.0,29335.0,17909.0,2728.0,4812.0,4812.0,4174.0,638.0,68000.0,564.0,3556.0,906.0,356.0,270.0,90.0,36.0,4165.0,15.0,10170.0,5398.0,340.0,3556.0,2318.0,1238.0,01,011,2016-12-31
"Calhoun County, Alabama",115883.0,39.1,37.8,40.4,86777.0,23791.0,382.0,1079.0,3982.0,41954.0,22231.0,22135.0,53539.0,53228.0,47010.0,6218.0,107900.0,635.0,45071.0,8255.0,8247.0,4138.0,860.0,641.0,45797.0,102.0,114387.0,54800.0,3893.0,45071.0,30700.0,14371.0,01,015,2016-12-31
"Chambers County, Alabama",34018.0,43.1,41.3,43.8,19417.0,13779.0,78.0,312.0,148.0,36027.0,21532.0,6805.0,15191.0,15167.0,14031.0,1136.0,83000.0,658.0,13851.0,3054.0,2086.0,624.0,203.0,65.0,13846.0,34.0,33647.0,16156.0,1118.0,13851.0,8654.0,5197.0,01,017,2016-12-31
"Fayette County, Alabama",16783.0,43.6,41.6,45.0,14371.0,2104.0,0.0,45.0,144.0,36205.0,20201.0,2863.0,6827.0,6815.0,6217.0,598.0,76400.0,483.0,6850.0,1562.0,1048.0,521.0,19.0,82.0,6057.0,1.0,16591.0,8207.0,610.0,6850.0,4754.0,2096.0,01,057,2016-12-31
"Marshall County, Alabama",94534.0,38.8,37.3,40.1,87423.0,1981.0,567.0,556.0,12210.0,39831.0,21767.0,19138.0,41350.0,41331.0,38366.0,2965.0,115700.0,604.0,34461.0,5891.0,6877.0,2765.0,546.0,310.0,37549.0,113.0,93661.0,46228.0,3832.0,34461.0,24025.0,10436.0,01,095,2016-12-31
"Blount County, Alabama",57704.0,40.8,39.9,42.0,55073.0,905.0,201.0,92.0,5036.0,46212.0,21033.0,9441.0,22969.0,22960.0,21593.0,1367.0,124200.0,631.0,20619.0,3231.0,3522.0,1261.0,239.0,129.0,21350.0,37.0,57255.0,28327.0,2029.0,20619.0,15439.0,5180.0,01,009,2016-12-31
"Madison County, Alabama",349973.0,38.1,36.7,39.5,240861.0,84657.0,2094.0,8574.0,16362.0,60150.0,33264.0,45287.0,181790.0,180772.0,167515.0,13257.0,171200.0,783.0,139949.0,14761.0,60122.0,28283.0,3884.0,4051.0,165459.0,320.0,345445.0,167890.0,12445.0,139949.0,90135.0,49814.0,01,089,2016-12-31
"Autauga County, Alabama",55049.0,37.8,36.6,39.0,42311.0,10196.0,226.0,444.0,1416.0,53099.0,26168.0,6697.0,26008.0,25699.0,24262.0,1437.0,141000.0,896.0,20800.0,1914.0,5204.0,3041.0,480.0,243.0,24302.0,19.0,54387.0,26392.0,2003.0,20800.0,14653.0,6147.0,01,001,2016-12-31
"Geneva County, Alabama",26765.0,42.0,41.5,43.4,23235.0,2570.0,126.0,103.0,992.0,36519.0,20189.0,6011.0,11510.0,11391.0,10216.0,1175.0,81500.0,567.0,10657.0,1986.0,1559.0,588.0,46.0,0.0,10100.0,3.0,26412.0,12893.0,882.0,10657.0,7488.0,3169.0,01,061,2016-12-31
"Wilcox County, Alabama",11119.0,40.2,38.3,42.1,3050.0,8000.0,7.0,0.0,62.0,24442.0,14800.0,3768.0,3762.0,3740.0,2977.0,763.0,81600.0,457.0,3792.0,1827.0,545.0,184.0,81.0,31.0,2961.0,4.0,10843.0,5146.0,278.0,3792.0,2352.0,1440.0,01,131,2016-12-31
"Aleutians West Census Area, Alaska",5714.0,37.6,38.5,35.6,1763.0,315.0,745.0,2086.0,790.0,86964.0,35083.0,426.0,4199.0,4128.0,4083.0,45.0,211400.0,1257.0,1186.0,772.0,479.0,147.0,10.0,16.0,4110.0,5.0,5544.0,3426.0,142.0,1186.0,697.0,489.0,02,016,2016-12-31
"Northwest Arctic Borough, Alaska",7723.0,26.3,26.8,25.7,890.0,43.0,6350.0,61.0,163.0,61341.0,21028.0,1874.0,3311.0,3311.0,2562.0,749.0,146400.0,1226.0,1904.0,818.0,301.0,93.0,14.0,27.0,2472.0,4.0,7696.0,4158.0,536.0,1904.0,1492.0,412.0,02,188,2016-12-31
"Sitka City and Borough, Alaska",8921.0,39.1,38.2,40.2,5744.0,195.0,1206.0,616.0,556.0,70160.0,35655.0,796.0,5047.0,4990.0,4766.0,224.0,341600.0,1019.0,3504.0,608.0,1148.0,603.0,154.0,132.0,4682.0,74.0,8762.0,4484.0,278.0,3504.0,2043.0,1461.0,02,220,2016-12-31
"Ketchikan Gateway Borough, Alaska",13715.0,39.2,38.7,39.6,9264.0,68.0,1834.0,1037.0,634.0,64162.0,32694.0,1453.0,7570.0,7381.0,6822.0,559.0,257100.0,1078.0,5209.0,1045.0,1469.0,504.0,179.0,89.0,6774.0,216.0,13404.0,6766.0,501.0,5209.0,3290.0,1919.0,02,130,2016-12-31
"Dillingham Census Area, Alaska",4980.0,29.7,30.9,28.5,893.0,12.0,3596.0,108.0,147.0,56055.0,23520.0,815.0,2178.0,2178.0,1933.0,245.0,196400.0,1018.0,1375.0,1069.0,307.0,133.0,33.0,23.0,1891.0,18.0,4962.0,2551.0,287.0,1375.0,967.0,408.0,02,070,2016-12-31
"Juneau City and Borough, Alaska",32524.0,37.5,37.9,37.2,22575.0,381.0,4009.0,2332.0,2048.0,87436.0,40592.0,2365.0,18991.0,18828.0,17899.0,929.0,329500.0,1184.0,12138.0,1125.0,5631.0,2266.0,577.0,315.0,17589.0,702.0,31933.0,16163.0,1201.0,12138.0,7973.0,4165.0,02,110,2016-12-31
"Yukon-Koyukuk Census Area, Alaska",5600.0,35.2,35.6,34.1,1250.0,21.0,3938.0,41.0,107.0,38451.0,20812.0,1304.0,2580.0,2560.0,2090.0,470.0,90800.0,631.0,1981.0,2079.0,274.0,147.0,3.0,10.0,2024.0,7.0,5570.0,3003.0,270.0,1981.0,1268.0,713.0,02,290,2016-12-31
"Denali Borough, Alaska",2125.0,37.3,38.7,36.8,1817.0,21.0,66.0,72.0,17.0,81302.0,38337.0,233.0,1368.0,1328.0,1312.0,16.0,228600.0,933.0,707.0,1004.0,449.0,99.0,18.0,13.0,1321.0,11.0,2085.0,1111.0,77.0,707.0,390.0,317.0,02,068,2016-12-31
