NAME,B01001_001E,B01002_001E,B19013_001E,B19301_001E,B23025_002E,B23025_003E,B23025_004E,B25077_001E,B25064_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,state,county
"Lea County, New Mexico",73103.0,32.2,65855.0,29635.0,33354.0,33272.0,30803.0,162000.0,1031.0,3298.0,2636.0,258.0,146.0,35,025
"Lincoln County, New Mexico",20222.0,51.7,47919.0,31332.0,8890.0,8879.0,8406.0,195800.0,831.0,2191.0,1156.0,216.0,168.0,35,027
"Los Alamos County, New Mexico",19253.0,41.2,135801.0,71527.0,10577.0,10478.0,10278.0,412700.0,1235.0,3869.0,3078.0,317.0,2410.0,35,028
"Luna County, New Mexico",25393.0,36.5,38241.0,20799.0,8941.0,8917.0,8296.0,100900.0,572.0,1129.0,622.0,180.0,22.0,35,029
"McKinley County, New Mexico",72073.0,33.6,44029.0,19188.0,26411.0,26265.0,23731.0,70200.0,806.0,3341.0,1670.0,335.0,268.0,35,031
"Mora County, New Mexico",4208.0,59.4,40231.0,28356.0,1417.0,1417.0,1312.0,105600.0,560.0,258.0,389.0,19.0,33.0,35,033
"Otero County, New Mexico",67850.0,35.9,50833.0,26319.0,29547.0,25526.0,23086.0,139100.0,882.0,6168.0,2608.0,340.0,280.0,35,035
"Quay County, New Mexico",8641.0,46.6,38998.0,25348.0,3656.0,3656.0,3482.0,76800.0,710.0,637.0,339.0,47.0,0.0,35,037
"Rio Arriba County, New Mexico",40285.0,41.7,52031.0,27878.0,16558.0,16535.0,15542.0,212700.0,704.0,2941.0,1889.0,76.0,142.0,35,039
"Roosevelt County, New Mexico",19142.0,31.3,52644.0,24954.0,9327.0,9131.0,8526.0,128100.0,795.0,1453.0,714.0,51.0,61.0,35,041
"Sandoval County, New Mexico",149460.0,40.8,76424.0,36603.0,71410.0,71139.0,66950.0,258100.0,1280.0,20227.0,9759.0,1781.0,1640.0,35,043
"San Juan County, New Mexico",121798.0,36.8,50734.0,25008.0,50127.0,50118.0,45652.0,170700.0,894.0,7345.0,3825.0,831.0,552.0,35,045
"San Miguel County, New Mexico",27215.0,45.0,43490.0,26314.0,11776.0,11776.0,10959.0,150400.0,727.0,2768.0,1557.0,136.0,240.0,35,047
"Santa Fe County, New Mexico",154481.0,47.7,70522.0,45402.0,75828.0,75540.0,71477.0,374200.0,1252.0,24664.0,15429.0,4868.0,4198.0,35,049
"Sierra County, New Mexico",11506.0,55.4,35256.0,26396.0,3731.0,3731.0,3554.0,138400.0,729.0,1075.0,599.0,78.0,58.0,35,051
"Socorro County, New Mexico",16453.0,39.6,40699.0,21792.0,5372.0,5356.0,5119.0,132700.0,702.0,680.0,546.0,67.0,500.0,35,053
"Taos County, New Mexico",34475.0,49.8,55145.0,36361.0,14976.0,14968.0,14083.0,313400.0,982.0,5014.0,3220.0,561.0,325.0,35,055
"Torrance County, New Mexico",15203.0,43.0,50727.0,24657.0,6212.0,6212.0,5544.0,132600.0,731.0,958.0,482.0,45.0,58.0,35,057
"Union County, New Mexico",4074.0,39.4,41714.0,20779.0,1441.0,1441.0,1358.0,126900.0,587.0,278.0,123.0,8.0,35.0,35,059
"Valencia County, New Mexico",76613.0,38.8,56246.0,28817.0,31617.0,31502.0,29129.0,184400.0,873.0,5911.0,4126.0,537.0,451.0,35,061
"Albany County, New York",315041.0,38.1,78829.0,44101.0,170100.0,169862.0,160947.0,263800.0,1196.0,47712.0,32349.0,8000.0,6032.0,36,001
"Allegany County, New York",47222.0,38.9,58725.0,28506.0,21151.0,21140.0,19595.0,93200.0,735.0,3833.0,2867.0,256.0,387.0,36,003
"Bronx County, New York",1443229.0,35.0,47036.0,25845.0,657904.0,657051.0,583452.0,501400.0,1401.0,127270.0,56700.0,10644.0,5654.0,36,005
"Broome County, New York",198365.0,39.7,58317.0,33674.0,93861.0,93816.0,87302.0,139200.0,882.0,20751.0,13617.0,2332.0,2439.0,36,007
"Cattaraugus County, New York",77000.0,42.5,56889.0,30286.0,35173.0,35118.0,33221.0,105100.0,745.0,5788.0,4057.0,415.0,472.0,36,009
"Cayuga County, New York",76171.0,43.4,63227.0,35579.0,36329.0,36289.0,34744.0,158900.0,868.0,7335.0,4526.0,409.0,453.0,36,011
"Chautauqua County, New York",127440.0,42.8,54625.0,30718.0,58347.0,58337.0,55176.0,110900.0,759.0,12068.0,7677.0,844.0,1127.0,36,013
"Chemung County, New York",83584.0,41.7,61358.0,34304.0,39211.0,39143.0,36664.0,128200.0,991.0,7943.0,5154.0,771.0,608.0,36,015
"Chenango County, New York",47096.0,44.9,61741.0,32708.0,22878.0,22858.0,21234.0,121100.0,798.0,3325.0,2344.0,372.0,163.0,36,017
"Clinton County, New York",79839.0,40.9,67097.0,34834.0,37832.0,37687.0,35932.0,165200.0,944.0,8494.0,4964.0,951.0,604.0,36,019
"Columbia County, New York",61469.0,49.3,81741.0,49093.0,31452.0,31440.0,29575.0,283700.0,1114.0,8970.0,5838.0,1671.0,737.0,36,021
"Cortland County, New York",46755.0,36.3,65029.0,31594.0,24641.0,24605.0,23285.0,148200.0,884.0,4387.0,2920.0,376.0,467.0,36,023
"Delaware County, New York",44637.0,48.9,58338.0,33332.0,20503.0,20500.0,19247.0,160400.0,785.0,4409.0,2922.0,510.0,447.0,36,025
"Dutchess County, New York",296467.0,42.9,94578.0,49379.0,156147.0,155858.0,148109.0,348700.0,1425.0,43496.0,29315.0,5306.0,4090.0,36,027
"Erie County, New York",951232.0,40.1,68014.0,39703.0,490869.0,490302.0,466028.0,197400.0,984.0,135561.0,80323.0,16175.0,12211.0,36,029
"Essex County, New York",37314.0,49.2,68090.0,39049.0,18219.0,18218.0,17294.0,189500.0,875.0,5079.0,2742.0,786.0,413.0,36,031
"Franklin County, New York",47459.0,41.9,60270.0,30411.0,20380.0,20370.0,19321.0,131600.0,788.0,4152.0,2656.0,369.0,316.0,36,033
"Fulton County, New York",53280.0,44.2,60557.0,33282.0,25467.0,25421.0,24326.0,142000.0,855.0,4454.0,2442.0,383.0,194.0,36,035
"Genesee County, New York",58204.0,42.7,68178.0,35053.0,30338.0,30326.0,28893.0,148600.0,866.0,5638.0,3390.0,469.0,186.0,36,037
"Greene County, New York",48067.0,47.0,70294.0,38587.0,22573.0,22539.0,21909.0,229500.0,1013.0,5892.0,3182.0,624.0,352.0,36,039
"Hamilton County, New York",5090.0,56.4,66891.0,37326.0,2345.0,2342.0,2227.0,204900.0,902.0,548.0,330.0,36.0,45.0,36,041
"Herkimer County, New York",60293.0,44.3,68104.0,34394.0,29431.0,29422.0,28198.0,130900.0,776.0,5719.0,3281.0,351.0,268.0,36,043
"Jefferson County, New York",117445.0,32.8,62782.0,32775.0,58251.0,47050.0,44033.0,169600.0,1143.0,11185.0,6105.0,1036.0,483.0,36,045
"Kings County, New York",2679620.0,35.9,74692.0,43165.0,1360477.0,1359468.0,1260636.0,865300.0,1715.0,448448.0,227665.0,52111.0,23500.0,36,047
"Lewis County, New York",26690.0,42.0,64401.0,31127.0,12611.0,12517.0,11871.0,146100.0,768.0,1987.0,1333.0,142.0,88.0,36,049
"Livingston County, New York",61980.0,41.7,70443.0,35673.0,30360.0,30341.0,28923.0,159900.0,919.0,6471.0,4414.0,654.0,803.0,36,051
"Madison County, New York",68020.0,42.5,68869.0,37666.0,32996.0,32851.0,31518.0,162800.0,867.0,6623.0,4273.0,790.0,721.0,36,053
"Monroe County, New York",756406.0,39.3,71450.0,40937.0,394251.0,394049.0,373267.0,182700.0,1085.0,116878.0,70267.0,14994.0,10675.0,36,055
"Montgomery County, New York",49624.0,40.6,58033.0,29961.0,23485.0,23465.0,22079.0,132300.0,867.0,3799.0,2323.0,445.0,218.0,36,057
"Nassau County, New York",1389160.0,41.7,137709.0,60456.0,739612.0,739080.0,704740.0,633800.0,2131.0,254707.0,148541.0,47052.0,17453.0,36,059
"New York County, New York",1645867.0,38.5,99880.0,89702.0,953697.0,953371.0,888836.0,1104000.0,2024.0,410095.0,242911.0,93367.0,49071.0,36,061
"Niagara County, New York",212230.0,43.1,65882.0,36556.0,106835.0,106552.0,100397.0,163100.0,823.0,24288.0,13706.0,1957.0,1286.0,36,063
"Oneida County, New York",231055.0,40.9,66402.0,35284.0,108159.0,107636.0,102865.0,157600.0,889.0,24775.0,14167.0,2491.0,2244.0,36,065
"Onondaga County, New York",472637.0,39.4,71479.0,39371.0,239949.0,239433.0,225907.0,172800.0,1002.0,65547.0,40065.0,8624.0,5617.0,36,067
"Ontario County, New York",112288.0,43.8,76603.0,43046.0,57662.0,57588.0,55310.0,192800.0,1061.0,15907.0,10538.0,1630.0,1719.0,36,069
"Orange County, New York",401237.0,36.8,91806.0,40410.0,197730.0,194320.0,183933.0,337800.0,1494.0,46559.0,27120.0,4272.0,2964.0,36,071
"Orleans County, New York",40148.0,43.2,61069.0,33054.0,18990.0,18969.0,17816.0,122200.0,840.0,3434.0,1398.0,195.0,194.0,36,073
"Oswego County, New York",118037.0,40.3,65054.0,33904.0,58931.0,58807.0,54486.0,131800.0,899.0,10192.0,5483.0,1059.0,475.0,36,075
"Otsego County, New York",59678.0,40.8,65778.0,34573.0,28886.0,28757.0,27331.0,166500.0,927.0,7088.0,4509.0,987.0,676.0,36,077
"Putnam County, New York",97942.0,44.1,120970.0,53105.0,52546.0,52532.0,50210.0,421800.0,1691.0,17119.0,10611.0,1478.0,1077.0,36,079
"Queens County, New York",2360826.0,39.9,82431.0,39201.0,1237191.0,1236423.0,1149568.0,677700.0,1847.0,365140.0,171327.0,38281.0,19715.0,36,081
"Rensselaer County, New York",160943.0,40.0,83734.0,42728.0,86096.0,85799.0,81004.0,230800.0,1141.0,23380.0,13006.0,2075.0,1633.0,36,083
"Richmond County, New York",492925.0,40.3,96185.0,43199.0,239565.0,239189.0,226190.0,637100.0,1602.0,72848.0,37678.0,7993.0,3256.0,36,085
"Rockland County, New York",337326.0,35.3,106173.0,44212.0,158328.0,158193.0,148349.0,528900.0,1755.0,49010.0,28453.0,7613.0,3477.0,36,087
"St. Lawrence County, New York",108670.0,38.8,58339.0,29827.0,47768.0,47737.0,44742.0,114700.0,788.0,8590.0,6201.0,809.0,1184.0,36,089
"Saratoga County, New York",236328.0,43.3,97038.0,51931.0,130540.0,129547.0,124959.0,306000.0,1305.0,41136.0,25518.0,3772.0,3718.0,36,091
"Schenectady County, New York",159447.0,39.7,75056.0,39791.0,81403.0,81224.0,76367.0,204400.0,1092.0,20727.0,12151.0,2369.0,2309.0,36,093
"Schoharie County, New York",29970.0,45.7,71479.0,37280.0,14719.0,14703.0,13925.0,169400.0,883.0,2907.0,1907.0,303.0,252.0,36,095
"Schuyler County, New York",17855.0,47.3,61316.0,35062.0,8732.0,8682.0,8190.0,151100.0,808.0,1674.0,1138.0,211.0,229.0,36,097
"Seneca County, New York",33651.0,43.0,64050.0,34212.0,15625.0,15625.0,14920.0,132000.0,871.0,3301.0,1662.0,306.0,135.0,36,099
"Steuben County, New York",93584.0,42.8,62506.0,35282.0,44996.0,44987.0,42149.0,121000.0,832.0,8548.0,6387.0,1129.0,1126.0,36,101
"Suffolk County, New York",1524486.0,41.7,122498.0,54127.0,821787.0,820921.0,781818.0,490800.0,2113.0,225180.0,140324.0,34103.0,16845.0,36,103
"Sullivan County, New York",78725.0,41.9,67841.0,37854.0,37164.0,37147.0,34474.0,220200.0,996.0,9021.0,4704.0,1131.0,571.0,36,105
"Tioga County, New York",48344.0,44.7,70427.0,37691.0,24068.0,24068.0,22722.0,144200.0,894.0,5426.0,3180.0,264.0,274.0,36,107
"Tompkins County, New York",102555.0,32.6,69995.0,40781.0,51900.0,51844.0,49415.0,264300.0,1320.0,15045.0,11336.0,2095.0,6681.0,36,109
"Ulster County, New York",182153.0,44.2,77197.0,43168.0,91151.0,91097.0,86493.0,288400.0,1269.0,26089.0,16063.0,3409.0,2158.0,36,111
"Warren County, New York",65684.0,46.7,74531.0,44183.0,33441.0,33283.0,31884.0,240600.0,1062.0,8787.0,6259.0,1245.0,387.0,36,113
"Washington County, New York",61310.0,44.6,68703.0,34233.0,30233.0,30163.0,28617.0,176900.0,964.0,5655.0,3018.0,646.0,246.0,36,115
"Wayne County, New York",91324.0,43.6,71007.0,36834.0,45884.0,45807.0,43843.0,151900.0,877.0,10056.0,5421.0,492.0,339.0,36,117
"Westchester County, New York",997904.0,41.3,114651.0,67776.0,528318.0,528032.0,496164.0,619000.0,1796.0,177680.0,123967.0,41549.0,16568.0,36,119
"Wyoming County, New York",40338.0,42.9,65066.0,35228.0,18903.0,18869.0,18100.0,143000.0,787.0,3251.0,1765.0,212.0,150.0,36,121
"Yates County, New York",24713.0,41.7,63974.0,32291.0,11192.0,11168.0,10807.0,159800.0,773.0,2386.0,1281.0,218.0,140.0,36,123
"Alamance County, North Carolina",171779.0,39.1,60866.0,32105.0,86730.0,86621.0,82298.0,197700.0,959.0,21972.0,7160.0,1081.0,1425.0,37,001
"Alexander County, North Carolina",36505.0,43.9,62764.0,30510.0,17589.0,17589.0,16607.0,169300.0,735.0,2910.0,932.0,99.0,99.0,37,003
"Alleghany County, North Carolina",10989.0,50.6,42115.0,32330.0,4643.0,4643.0,4396.0,171800.0,708.0,1143.0,517.0,42.0,63.0,37,005
"Anson County, North Carolina",22200.0,41.1,42000.0,22854.0,9350.0,9330.0,8731.0,116300.0,818.0,1380.0,352.0,31.0,35.0,37,007
"Ashe County, North Carolina",26759.0,49.6,49176.0,29683.0,12365.0,12339.0,11710.0,199200.0,730.0,2588.0,1326.0,121.0,235.0,37,009
"Avery County, North Carolina",17679.0,46.5,53513.0,30578.0,7051.0,7051.0,6698.0,215900.0,811.0,1852.0,765.0,256.0,161.0,37,011
"Beaufort County, North Carolina",44711.0,46.9,56081.0,32936.0,20479.0,20465.0,19319.0,159900.0,835.0,3996.0,1714.0,435.0,220.0,37,013
"Bertie County, North Carolina",17818.0,45.9,41652.0,27311.0,6739.0,6739.0,6308.0,87500.0,823.0,1459.0,701.0,54.0,15.0,37,015
"Bladen County, North Carolina",29807.0,45.0,40476.0,26544.0,11614.0,11584.0,10949.0,115900.0,731.0,2992.0,915.0,271.0,145.0,37,017
"Brunswick County, North Carolina",139721.0,55.7,71193.0,42263.0,59583.0,59432.0,56463.0,284100.0,1187.0,22776.0,10262.0,2125.0,1066.0,37,019
"Buncombe County, North Carolina",269449.0,42.3,66531.0,39495.0,137078.0,136867.0,131883.0,328900.0,1209.0,51168.0,24245.0,6749.0,3942.0,37,021
"Burke County, North Carolina",87799.0,45.1,53732.0,30633.0,42104.0,42059.0,39539.0,155500.0,768.0,7983.0,3720.0,738.0,316.0,37,023
"Cabarrus County, North Carolina",226396.0,37.6,83828.0,38690.0,119680.0,119411.0,113579.0,281600.0,1185.0,36005.0,14665.0,2453.0,1705.0,37,025
"Caldwell County, North Carolina",80716.0,45.1,52362.0,29125.0,38701.0,38670.0,36435.0,158300.0,717.0,7183.0,2172.0,407.0,285.0,37,027
"Camden County, North Carolina",10547.0,41.1,79120.0,34117.0,5166.0,5084.0,4793.0,261000.0,1151.0,1194.0,500.0,0.0,81.0,37,029
"Carteret County, North Carolina",68353.0,49.9,66965.0,39817.0,32242.0,31566.0,30029.0,277400.0,1009.0,10353.0,4505.0,1083.0,684.0,37,031
"Caswell County, North Carolina",22747.0,46.4,56999.0,27503.0,10202.0,10161.0,9556.0,138600.0,678.0,1645.0,626.0,198.0,104.0,37,033
"Catawba County, North Carolina",161011.0,41.5,62070.0,34369.0,80055.0,80008.0,75895.0,194000.0,866.0,19436.0,5683.0,1583.0,1100.0,37,035
"Chatham County, North Carolina",76754.0,47.6,84222.0,53291.0,36508.0,36463.0,35458.0,373300.0,995.0,14026.0,8107.0,2010.0,2251.0,37,037
"Cherokee County, North Carolina",28868.0,52.9,49254.0,28752.0,12014.0,11981.0,11391.0,193500.0,819.0,3511.0,1568.0,119.0,100.0,37,039
"Chowan County, North Carolina",13835.0,48.7,51188.0,32479.0,6203.0,6189.0,5922.0,181400.0,814.0,1606.0,709.0,118.0,133.0,37,041
"Clay County, North Carolina",11186.0,54.1,57065.0,34382.0,4567.0,4567.0,4386.0,251900.0,793.0,1503.0,743.0,137.0,81.0,37,043
"Cleveland County, North Carolina",99527.0,41.4,50723.0,27522.0,46393.0,46264.0,43294.0,155000.0,794.0,8415.0,3774.0,562.0,555.0,37,045
"Columbus County, North Carolina",50827.0,41.8,43206.0,24236.0,20068.0,20030.0,18872.0,119800.0,738.0,3483.0,1309.0,174.0,250.0,37,047
"Craven County, North Carolina",101098.0,38.5,61676.0,33963.0,47537.0,42311.0,40158.0,194100.0,1056.0,10281.0,5618.0,1039.0,510.0,37,049
"Cumberland County, North Carolina",335207.0,31.7,55551.0,29681.0,167597.0,135959.0,125174.0,166600.0,1098.0,36206.0,14838.0,3024.0,1936.0,37,051
"Currituck County, North Carolina",28616.0,42.5,82793.0,40352.0,14951.0,14588.0,14123.0,314100.0,1217.0,3797.0,1391.0,235.0,110.0,37,053
"Dare County, North Carolina",37160.0,48.1,79742.0,45669.0,20232.0,20065.0,19041.0,386600.0,1259.0,7818.0,3120.0,600.0,349.0,37,055
"Davidson County, North Carolina",169498.0,42.6,58473.0,31024.0,80744.0,80592.0,77106.0,184300.0,822.0,17220.0,4872.0,1736.0,612.0,37,057
"Davie County, North Carolina",43030.0,45.2,69105.0,36570.0,20828.0,20746.0,19800.0,219400.0,838.0,5358.0,2032.0,348.0,313.0,37,059
"Duplin County, North Carolina",49312.0,40.6,49376.0,25428.0,22986.0,22925.0,21679.0,112400.0,765.0,3796.0,1217.0,128.0,159.0,37,061
"Durham County, North Carolina",325101.0,35.8,74927.0,43945.0,179743.0,179329.0,171659.0,311300.0,1301.0,61099.0,34750.0,9618.0,11661.0,37,063
"Edgecombe County, North Carolina",49067.0,41.6,46370.0,25813.0,22305.0,22288.0,20366.0,106200.0,779.0,4421.0,1229.0,340.0,64.0,37,065
"Forsyth County, North Carolina",383739.0,38.4,61229.0,35600.0,189556.0,188796.0,178260.0,205700.0,969.0,55140.0,23393.0,6401.0,6083.0,37,067
"Franklin County, North Carolina",69680.0,41.0,70493.0,33313.0,34804.0,34771.0,32725.0,209500.0,971.0,7856.0,2830.0,458.0,373.0,37,069
"Gaston County, North Carolina",228972.0,39.9,62628.0,33806.0,115129.0,114811.0,109133.0,206700.0,1005.0,27972.0,9244.0,1485.0,1040.0,37,071
"Gates County, North Carolina",10509.0,47.3,55750.0,28091.0,5030.0,5026.0,4560.0,153000.0,921.0,408.0,235.0,17.0,30.0,37,073
"Graham County, North Carolina",8047.0,45.3,46010.0,25835.0,3434.0,3434.0,3171.0,134000.0,580.0,588.0,165.0,20.0,30.0,37,075
"Granville County, North Carolina",61161.0,42.5,68079.0,31604.0,28330.0,28228.0,26914.0,208600.0,937.0,7032.0,2628.0,399.0,205.0,37,077
"Greene County, North Carolina",20407.0,40.0,50320.0,21972.0,8574.0,8559.0,8089.0,108300.0,826.0,1176.0,373.0,70.0,54.0,37,079
"Guilford County, North Carolina",539557.0,37.2,62880.0,36563.0,278662.0,278041.0,263584.0,215700.0,1049.0,85562.0,36371.0,7073.0,6584.0,37,081
"Halifax County, North Carolina",48772.0,43.6,41629.0,25504.0,20189.0,20168.0,18296.0,98700.0,760.0,3483.0,1488.0,342.0,154.0,37,083
"Harnett County, North Carolina",134718.0,35.2,64992.0,29678.0,61936.0,57159.0,54157.0,195900.0,1022.0,13404.0,5272.0,887.0,586.0,37,085
"Haywood County, North Carolina",62152.0,47.7,56596.0,34609.0,29094.0,29033.0,28010.0,227500.0,954.0,8218.0,4032.0,748.0,459.0,37,087
"Henderson County, North Carolina",116469.0,47.7,65508.0,37457.0,56577.0,56548.0,54554.0,291500.0,1032.0,18490.0,7892.0,1904.0,1317.0,37,089
"Hertford County, North Carolina",21633.0,41.7,46196.0,25313.0,9385.0,9313.0,8643.0,103600.0,846.0,1430.0,726.0,127.0,142.0,37,091
"Hoke County, North Carolina",52612.0,33.5,57141.0,27991.0,23128.0,20492.0,19188.0,177500.0,1036.0,4660.0,1802.0,235.0,163.0,37,093
"Hyde County, North Carolina",4636.0,46.8,43724.0,19258.0,1545.0,1545.0,1410.0,105300.0,917.0,425.0,73.0,10.0,20.0,37,095
"Iredell County, North Carolina",187839.0,40.8,73103.0,40959.0,97858.0,97804.0,93283.0,261200.0,1105.0,29342.0,9712.0,2202.0,1368.0,37,097
"Jackson County, North Carolina",42388.0,39.2,51482.0,31384.0,20401.0,20345.0,19135.0,240500.0,804.0,4787.0,2314.0,599.0,533.0,37,099
"Johnston County, North Carolina",219042.0,38.4,75288.0,35078.0,112595.0,112367.0,108178.0,240100.0,970.0,27955.0,8231.0,1191.0,1025.0,37,101
"Jones County, North Carolina",9263.0,47.9,53053.0,28373.0,4063.0,4051.0,3858.0,115400.0,680.0,811.0,218.0,24.0,25.0,37,103
"Lee County, North Carolina",63560.0,39.6,60941.0,30083.0,30414.0,30129.0,28570.0,186000.0,923.0,6339.0,2123.0,304.0,316.0,37,105
"Lenoir County, North Carolina",55071.0,42.7,43063.0,26697.0,24548.0,24448.0,22701.0,101600.0,792.0,3974.0,1451.0,158.0,160.0,37,107
"Lincoln County, North Carolina",87933.0,44.3,75672.0,40574.0,44738.0,44671.0,42710.0,241200.0,928.0,11737.0,3714.0,630.0,358.0,37,109
"McDowell County, North Carolina",44629.0,44.3,53532.0,29047.0,19890.0,19890.0,18793.0,153300.0,725.0,4060.0,1437.0,246.0,115.0,37,111
"Macon County, North Carolina",37088.0,50.6,51042.0,32623.0,16290.0,16279.0,15716.0,210900.0,818.0,4474.0,1780.0,315.0,262.0,37,113
"Madison County, North Carolina",21414.0,44.6,56664.0,33821.0,9913.0,9885.0,9715.0,236300.0,760.0,3298.0,1230.0,291.0,210.0,37,115
"Martin County, North Carolina",21992.0,46.7,44799.0,25769.0,10054.0,10054.0,9084.0,99200.0,758.0,1790.0,569.0,37.0,82.0,37,117
"Mecklenburg County, North Carolina",1115403.0,35.4,79265.0,48625.0,633754.0,632378.0,603786.0,334700.0,1413.0,234207.0,95508.0,21332.0,9722.0,37,119
"Mitchell County, North Carolina",14989.0,47.4,55534.0,31696.0,6981.0,6981.0,6538.0,191400.0,701.0,1536.0,709.0,84.0,128.0,37,121
"Montgomery County, North Carolina",25839.0,43.7,55523.0,29346.0,11336.0,11297.0,10947.0,139900.0,710.0,2417.0,954.0,112.0,129.0,37,123
"Moore County, North Carolina",100759.0,43.0,77981.0,42094.0,47203.0,43519.0,41529.0,284000.0,1084.0,17050.0,8529.0,1932.0,1305.0,37,125
"Nash County, North Carolina",95015.0,41.7,56770.0,31987.0,46199.0,46145.0,43173.0,162100.0,879.0,10109.0,3497.0,552.0,366.0,37,127
"New Hanover County, North Carolina",228134.0,40.2,67515.0,43378.0,123534.0,122856.0,117011.0,320000.0,1249.0,44834.0,16335.0,5079.0,2590.0,37,129
"Northampton County, North Carolina",17528.0,51.3,45698.0,29047.0,7417.0,7417.0,6852.0,96000.0,764.0,1430.0,743.0,101.0,82.0,37,131
"Onslow County, North Carolina",203686.0,26.9,59976.0,29214.0,111099.0,72616.0,67951.0,196800.0,1132.0,19410.0,7042.0,843.0,985.0,37,133
"Orange County, North Carolina",145919.0,36.2,85785.0,50449.0,75266.0,75237.0,72303.0,395600.0,1316.0,25510.0,17407.0,6257.0,7902.0,37,135
"Pamlico County, North Carolina",12317.0,54.2,55867.0,32677.0,4716.0,4713.0,4494.0,198600.0,830.0,1214.0,849.0,168.0,159.0,37,137
"Pasquotank County, North Carolina",40454.0,39.0,61411.0,31762.0,19610.0,18910.0,17817.0,201500.0,1039.0,4783.0,1703.0,467.0,304.0,37,139
"Pender County, North Carolina",61592.0,42.6,74538.0,36352.0,30093.0,29641.0,27737.0,240800.0,1039.0,8374.0,3136.0,576.0,373.0,37,141
"Perquimans County, North Carolina",13053.0,49.8,59401.0,31919.0,5398.0,5392.0,5120.0,211100.0,1033.0,1072.0,758.0,59.0,36.0,37,143
"Person County, North Carolina",39131.0,43.7,60688.0,33456.0,19475.0,19462.0,18735.0,173200.0,777.0,3539.0,910.0,267.0,185.0,37,145
"Pitt County, North Carolina",171196.0,33.2,54915.0,32224.0,87968.0,87390.0,80853.0,178700.0,911.0,21025.0,9398.0,2639.0,1854.0,37,147
"Polk County, North Carolina",19538.0,54.2,60465.0,35916.0,8943.0,8934.0,8553.0,255000.0,984.0,3285.0,1318.0,285.0,219.0,37,149
"Randolph County, North Carolina",144403.0,41.4,56423.0,29131.0,70023.0,69960.0,67217.0,158300.0,813.0,11923.0,3970.0,610.0,309.0,37,151
"Richmond County, North Carolina",43149.0,40.1,42354.0,24416.0,19928.0,19763.0,17862.0,111900.0,720.0,3131.0,1432.0,293.0,200.0,37,153
"Robeson County, North Carolina",117573.0,36.8,39393.0,21998.0,46705.0,46577.0,43618.0,87700.0,741.0,7243.0,3097.0,445.0,307.0,37,155
"Rockingham County, North Carolina",91209.0,45.1,50737.0,29239.0,42188.0,42151.0,39418.0,142900.0,743.0,6974.0,2581.0,423.0,220.0,37,157
"Rowan County, North Carolina",147067.0,40.7,59717.0,31108.0,71289.0,71225.0,66742.0,187300.0,925.0,14877.0,4439.0,981.0,618.0,37,159
"Rutherford County, North Carolina",64680.0,44.9,50512.0,28873.0,28408.0,28408.0,26708.0,158200.0,729.0,6080.0,2570.0,334.0,261.0,37,161
"Sampson County, North Carolina",59317.0,39.6,49963.0,25969.0,26455.0,26308.0,24799.0,116600.0,752.0,4136.0,1382.0,206.0,203.0,37,163
"Scotland County, North Carolina",34222.0,39.0,41948.0,24464.0,14203.0,14201.0,12673.0,99900.0,736.0,2115.0,928.0,131.0,182.0,37,165
"Stanly County, North Carolina",62723.0,41.4,60634.0,30857.0,30075.0,30043.0,28739.0,190700.0,816.0,5840.0,1898.0,355.0,172.0,37,167
"Stokes County, North Carolina",44696.0,47.4,57539.0,32601.0,20836.0,20772.0,19662.0,168600.0,784.0,3471.0,1489.0,193.0,166.0,37,169
"Surry County, North Carolina",71429.0,43.8,52743.0,30274.0,33420.0,33388.0,31768.0,153700.0,706.0,6190.0,2455.0,318.0,259.0,37,171
"Swain County, North Carolina",14130.0,41.6,52818.0,28624.0,6221.0,6221.0,5754.0,178900.0,690.0,1207.0,656.0,120.0,58.0,37,173
"Transylvania County, North Carolina",33131.0,52.4,62056.0,36660.0,14785.0,14785.0,14196.0,298600.0,861.0,6065.0,2555.0,532.0,312.0,37,175
"Tyrrell County, North Carolina",3389.0,45.3,55341.0,22403.0,1228.0,1228.0,1180.0,140500.0,722.0,198.0,61.0,4.0,48.0,37,177
"Union County, North Carolina",240109.0,38.9,95533.0,43957.0,126392.0,126323.0,120938.0,336600.0,1274.0,39363.0,15261.0,3457.0,1375.0,37,179
"Vance County, North Carolina",42492.0,40.7,48340.0,26771.0,19537.0,19537.0,18177.0,133000.0,830.0,3502.0,1328.0,215.0,83.0,37,181
"Wake County, North Carolina",1132103.0,37.0,96734.0,50188.0,628298.0,627505.0,601289.0,385700.0,1412.0,258183.0,123119.0,23781.0,20622.0,37,183
"Warren County, North Carolina",18803.0,48.6,42282.0,29771.0,7859.0,7859.0,7084.0,121300.0,726.0,1606.0,724.0,29.0,76.0,37,185
"Washington County, North Carolina",11051.0,48.0,38927.0,26209.0,4495.0,4459.0,3893.0,97800.0,755.0,848.0,158.0,29.0,83.0,37,187
"Watauga County, North Carolina",54540.0,32.1,50034.0,30807.0,29147.0,29122.0,26404.0,283000.0,1067.0,7527.0,4212.0,718.0,1432.0,37,189
"Wayne County, North Carolina",117480.0,37.5,54323.0,30540.0,56605.0,53084.0,50428.0,152300.0,899.0,10860.0,3819.0,528.0,439.0,37,191
