NAME,B01001_001E,B01002_001E,B19013_001E,B19301_001E,B23025_002E,B23025_003E,B23025_004E,B25077_001E,B25064_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,state,county
"Autauga County, Alabama",58761.0,39.0,68315.0,35332.0,28106.0,27163.0,26411.0,191800.0,1199.0,6726.0,4014.0,702.0,437.0,01,001
"Baldwin County, Alabama",233420.0,43.7,71039.0,38907.0,111766.0,111079.0,107254.0,266000.0,1160.0,33474.0,15077.0,3483.0,2351.0,01,003
"Barbour County, Alabama",24877.0,40.6,39712.0,23378.0,8968.0,8968.0,8452.0,102700.0,627.0,1167.0,640.0,188.0,105.0,01,005
"Bibb County, Alabama",22251.0,40.3,50669.0,24966.0,9028.0,9028.0,8242.0,120100.0,765.0,1047.0,507.0,109.0,76.0,01,007
"Blount County, Alabama",59077.0,40.8,57440.0,29053.0,26459.0,26434.0,24856.0,159800.0,734.0,3840.0,1751.0,270.0,156.0,01,009
"Bullock County, Alabama",10328.0,39.2,36136.0,22115.0,3888.0,3888.0,3744.0,87700.0,619.0,492.0,93.0,53.0,33.0,01,011
"Butler County, Alabama",18981.0,41.6,44429.0,26334.0,8047.0,8043.0,7495.0,94800.0,720.0,1029.0,542.0,139.0,21.0,01,013
"Calhoun County, Alabama",116162.0,39.2,54339.0,28227.0,53521.0,53147.0,49455.0,140500.0,806.0,9098.0,4121.0,888.0,1011.0,01,015
"Chambers County, Alabama",34612.0,42.2,48805.0,27006.0,15691.0,15631.0,15072.0,116900.0,842.0,2273.0,737.0,81.0,55.0,01,017
"Cherokee County, Alabama",25069.0,46.8,46621.0,28422.0,10713.0,10713.0,10288.0,158700.0,700.0,1530.0,832.0,240.0,101.0,01,019
"Chilton County, Alabama",45140.0,39.9,62471.0,28497.0,19921.0,19921.0,18865.0,136000.0,814.0,2504.0,1551.0,115.0,107.0,01,021
"Choctaw County, Alabama",12669.0,46.7,43299.0,26343.0,4781.0,4781.0,4532.0,101600.0,616.0,873.0,283.0,15.0,10.0,01,023
"Clarke County, Alabama",23058.0,42.7,47549.0,29310.0,8967.0,8957.0,7841.0,126200.0,723.0,1346.0,705.0,113.0,41.0,01,025
"Clay County, Alabama",14209.0,43.9,48074.0,27991.0,5513.0,5480.0,5165.0,144100.0,576.0,926.0,279.0,78.0,0.0,01,027
"Cleburne County, Alabama",15144.0,42.2,51553.0,28598.0,5844.0,5844.0,5692.0,131900.0,782.0,1172.0,476.0,72.0,33.0,01,029
"Coffee County, Alabama",53559.0,39.2,62199.0,31227.0,24401.0,22899.0,21804.0,162200.0,921.0,4786.0,2424.0,362.0,327.0,01,031
"Colbert County, Alabama",57270.0,42.0,56149.0,30724.0,26546.0,26492.0,25589.0,148500.0,810.0,4578.0,1821.0,559.0,410.0,01,033
"Conecuh County, Alabama",11576.0,46.2,39888.0,24426.0,3928.0,3928.0,3757.0,98800.0,718.0,642.0,316.0,40.0,118.0,01,035
"Coosa County, Alabama",10329.0,50.2,52279.0,28998.0,4096.0,4046.0,3868.0,109500.0,632.0,578.0,195.0,61.0,22.0,01,037
"Covington County, Alabama",37542.0,42.9,48772.0,28528.0,16001.0,15967.0,15090.0,124300.0,701.0,2585.0,1280.0,313.0,135.0,01,039
"Crenshaw County, Alabama",13205.0,42.3,48557.0,32396.0,5492.0,5464.0,5132.0,100400.0,595.0,1092.0,405.0,61.0,15.0,01,041
"Cullman County, Alabama",88284.0,41.4,58119.0,29788.0,41231.0,41229.0,39440.0,166000.0,848.0,7463.0,3105.0,491.0,197.0,01,043
"Dale County, Alabama",49455.0,37.7,52813.0,28312.0,21870.0,19642.0,18115.0,123800.0,829.0,4360.0,1654.0,279.0,162.0,01,045
"Dallas County, Alabama",38326.0,40.4,37180.0,22798.0,15804.0,15804.0,14359.0,91600.0,726.0,2633.0,1239.0,92.0,114.0,01,047
"DeKalb County, Alabama",71680.0,39.6,47920.0,24915.0,32124.0,32085.0,30827.0,129000.0,684.0,3996.0,2248.0,435.0,167.0,01,049
"Elmore County, Alabama",87694.0,38.9,73258.0,34152.0,41512.0,40950.0,39250.0,200400.0,982.0,9637.0,3846.0,670.0,596.0,01,051
"Escambia County, Alabama",36755.0,40.5,41153.0,21758.0,14277.0,14277.0,12964.0,122000.0,659.0,2168.0,832.0,139.0,58.0,01,053
"Etowah County, Alabama",103348.0,41.9,52177.0,28479.0,47374.0,47355.0,44508.0,148400.0,779.0,7840.0,3418.0,1140.0,487.0,01,055
"Fayette County, Alabama",16297.0,43.7,45650.0,27053.0,6972.0,6968.0,6296.0,112700.0,600.0,943.0,284.0,210.0,49.0,01,057
"Franklin County, Alabama",32011.0,39.3,47359.0,24874.0,14005.0,14005.0,13469.0,121600.0,596.0,2204.0,777.0,137.0,48.0,01,059
"Geneva County, Alabama",26647.0,43.6,47608.0,25644.0,11382.0,11327.0,10890.0,120700.0,696.0,1842.0,743.0,21.0,35.0,01,061
"Greene County, Alabama",7706.0,41.1,32796.0,20862.0,2466.0,2466.0,2355.0,88800.0,682.0,579.0,242.0,75.0,15.0,01,063
"Hale County, Alabama",14742.0,40.5,35851.0,23690.0,5902.0,5883.0,5433.0,109400.0,668.0,1079.0,411.0,19.0,125.0,01,065
"Henry County, Alabama",17282.0,44.6,58395.0,30273.0,7739.0,7733.0,7321.0,132400.0,678.0,1758.0,759.0,71.0,45.0,01,067
"Houston County, Alabama",107040.0,40.4,55064.0,32126.0,48358.0,48111.0,45708.0,164900.0,858.0,10616.0,4321.0,1154.0,528.0,01,069
"Jackson County, Alabama",52618.0,43.0,46748.0,27695.0,21720.0,21717.0,20405.0,126900.0,702.0,3874.0,1843.0,228.0,178.0,01,071
"Jefferson County, Alabama",672265.0,37.9,63595.0,38224.0,329543.0,328926.0,311193.0,208900.0,1086.0,96805.0,41229.0,16093.0,8545.0,01,073
"Lamar County, Alabama",13885.0,44.2,49565.0,24794.0,5674.0,5665.0,5381.0,108200.0,495.0,606.0,335.0,40.0,32.0,01,075
"Lauderdale County, Alabama",94329.0,40.8,56081.0,32678.0,45176.0,45106.0,43474.0,174800.0,773.0,10372.0,4629.0,808.0,865.0,01,077
"Lawrence County, Alabama",33116.0,42.7,54786.0,29486.0,14271.0,14259.0,13836.0,134200.0,692.0,2364.0,1205.0,82.0,54.0,01,079
"Lee County, Alabama",175126.0,33.0,59288.0,33083.0,85288.0,84605.0,81409.0,224400.0,953.0,23707.0,13363.0,2439.0,3499.0,01,081
"Limestone County, Alabama",104199.0,40.2,80146.0,37504.0,50219.0,50168.0,48090.0,229400.0,861.0,13776.0,6347.0,793.0,661.0,01,083
"Lowndes County, Alabama",10153.0,41.7,33125.0,23415.0,4036.0,4029.0,3727.0,83400.0,760.0,739.0,316.0,53.0,40.0,01,085
"Macon County, Alabama",19198.0,37.8,41206.0,22449.0,8171.0,8082.0,7072.0,93900.0,688.0,1275.0,786.0,298.0,83.0,01,087
"Madison County, Alabama",389781.0,38.5,78058.0,44720.0,202425.0,201437.0,192922.0,242900.0,1043.0,71617.0,38510.0,4626.0,5763.0,01,089
"Marengo County, Alabama",19180.0,41.7,42975.0,27210.0,7807.0,7807.0,7587.0,98600.0,702.0,1654.0,1082.0,83.0,35.0,01,091
"Marion County, Alabama",29203.0,44.0,49743.0,25205.0,12382.0,12363.0,11563.0,104300.0,581.0,1476.0,789.0,66.0,128.0,01,093
"Marshall County, Alabama",97923.0,38.8,58272.0,29509.0,43136.0,43030.0,41389.0,165600.0,746.0,9437.0,3371.0,669.0,446.0,01,095
"Mobile County, Alabama",413878.0,38.2,55352.0,30482.0,188337.0,187332.0,176289.0,164600.0,973.0,43806.0,17851.0,3791.0,2303.0,01,097
"Monroe County, Alabama",19816.0,43.7,39965.0,23090.0,7160.0,7082.0,6220.0,109300.0,692.0,1072.0,647.0,91.0,42.0,01,099
"Montgomery County, Alabama",228132.0,36.9,56707.0,32769.0,107762.0,105546.0,98419.0,151300.0,1028.0,29456.0,15534.0,3659.0,2353.0,01,101
"Morgan County, Alabama",123102.0,40.6,61588.0,33223.0,57531.0,57499.0,55092.0,174800.0,791.0,13494.0,4990.0,1074.0,682.0,01,103
"Perry County, Alabama",8479.0,41.8,32332.0,16581.0,2737.0,2728.0,2301.0,81700.0,560.0,537.0,192.0,20.0,60.0,01,105
"Pickens County, Alabama",18925.0,42.9,45339.0,26912.0,7363.0,7333.0,6945.0,119800.0,578.0,1229.0,543.0,179.0,21.0,01,107
"Pike County, Alabama",32997.0,31.1,42616.0,26685.0,14525.0,14500.0,13783.0,144500.0,750.0,3024.0,1692.0,278.0,328.0,01,109
"Randolph County, Alabama",22179.0,44.1,49879.0,27558.0,8905.0,8902.0,8613.0,155000.0,704.0,1892.0,859.0,105.0,80.0,01,111
"Russell County, Alabama",58849.0,37.2,47420.0,25855.0,25598.0,24169.0,22595.0,141900.0,908.0,4088.0,1807.0,267.0,362.0,01,113
"St. Clair County, Alabama",91719.0,41.0,73218.0,33571.0,43840.0,43687.0,41814.0,202000.0,1044.0,8608.0,3220.0,406.0,237.0,01,115
"Shelby County, Alabama",223916.0,40.0,90618.0,45701.0,117512.0,117204.0,113542.0,276500.0,1272.0,45813.0,17640.0,3959.0,2656.0,01,117
"Sumter County, Alabama",12196.0,35.8,31726.0,19720.0,4685.0,4681.0,4299.0,88000.0,770.0,901.0,544.0,59.0,96.0,01,119
"Talladega County, Alabama",81105.0,42.1,52457.0,29236.0,35164.0,35027.0,32093.0,131900.0,750.0,5623.0,2966.0,474.0,468.0,01,121
"Tallapoosa County, Alabama",41251.0,45.2,53282.0,29682.0,17444.0,17414.0,15600.0,127100.0,701.0,3380.0,1466.0,334.0,185.0,01,123
"Tuscaloosa County, Alabama",231558.0,32.8,61645.0,32141.0,116638.0,116428.0,109994.0,218800.0,974.0,25838.0,11822.0,1978.0,4194.0,01,125
"Walker County, Alabama",64978.0,41.8,52987.0,28204.0,27363.0,27314.0,25764.0,124100.0,698.0,4268.0,1932.0,485.0,238.0,01,127
"Washington County, Alabama",15434.0,43.7,51184.0,29210.0,5993.0,5977.0,5598.0,138100.0,698.0,707.0,591.0,104.0,91.0,01,129
"Wilcox County, Alabama",10441.0,41.1,38208.0,20442.0,3746.0,3746.0,3345.0,83200.0,787.0,554.0,232.0,35.0,0.0,01,131
"Winston County, Alabama",23655.0,45.4,49494.0,26933.0,10242.0,10225.0,9773.0,111600.0,680.0,1384.0,778.0,123.0,65.0,01,133
"Aleutians East Borough, Alaska",3407.0,41.6,79961.0,42165.0,2415.0,2411.0,2305.0,164100.0,1035.0,339.0,106.0,7.0,1.0,02,013
"Aleutians West Census Area, Alaska",5219.0,39.2,100662.0,47339.0,3701.0,3669.0,3559.0,377100.0,1672.0,508.0,73.0,11.0,4.0,02,016
"Anchorage Municipality, Alaska",290674.0,34.5,95731.0,46554.0,159676.0,150082.0,142335.0,363800.0,1405.0,44340.0,18753.0,5322.0,2859.0,02,020
"Bethel Census Area, Alaska",18538.0,28.7,64094.0,25859.0,7862.0,7827.0,6562.0,120600.0,1408.0,532.0,379.0,67.0,2.0,02,050
"Bristol Bay Borough, Alaska",854.0,36.4,94167.0,45499.0,450.0,437.0,425.0,253400.0,1183.0,139.0,24.0,2.0,2.0,02,060
"Chugach Census Area, Alaska",7000.0,37.8,83068.0,44700.0,3895.0,3770.0,3438.0,287900.0,1364.0,1001.0,482.0,21.0,47.0,02,063
"Copper River Census Area, Alaska",2614.0,43.1,70606.0,37887.0,1220.0,1202.0,1124.0,235100.0,877.0,341.0,120.0,38.0,4.0,02,066
"Denali Borough, Alaska",2101.0,44.4,87292.0,73692.0,1419.0,1370.0,1344.0,227000.0,863.0,229.0,176.0,16.0,0.0,02,068
"Dillingham Census Area, Alaska",4854.0,30.7,69412.0,31948.0,2182.0,2182.0,1935.0,167700.0,1106.0,329.0,154.0,40.0,71.0,02,070
"Fairbanks North Star Borough, Alaska",96299.0,32.1,81655.0,42744.0,52077.0,44536.0,42078.0,276800.0,1360.0,12039.0,5358.0,1111.0,1704.0,02,090
"Haines Borough, Alaska",2079.0,46.2,68276.0,33585.0,842.0,842.0,806.0,289200.0,889.0,238.0,220.0,20.0,0.0,02,100
"Hoonah-Angoon Census Area, Alaska",2329.0,50.0,62344.0,39257.0,1366.0,1366.0,1175.0,243800.0,996.0,375.0,113.0,11.0,7.0,02,105
"Juneau City and Borough, Alaska",32108.0,39.0,95711.0,49207.0,17491.0,17107.0,16345.0,404600.0,1464.0,5922.0,2241.0,735.0,450.0,02,110
"Kenai Peninsula Borough, Alaska",59235.0,41.2,76272.0,40720.0,27373.0,27198.0,25227.0,280900.0,1126.0,7313.0,3302.0,717.0,315.0,02,122
"Ketchikan Gateway Borough, Alaska",13910.0,40.6,82763.0,44368.0,7476.0,7266.0,6966.0,361000.0,1275.0,1908.0,671.0,145.0,88.0,02,130
"Kodiak Island Borough, Alaska",13065.0,35.1,91138.0,39563.0,7466.0,6512.0,6139.0,355000.0,1646.0,1655.0,550.0,131.0,122.0,02,150
"Kusilvak Census Area, Alaska",8372.0,23.7,42663.0,17166.0,3111.0,3095.0,2448.0,82200.0,819.0,161.0,21.0,3.0,1.0,02,158
"Lake and Peninsula Borough, Alaska",999.0,33.6,61607.0,39409.0,567.0,566.0,487.0,167000.0,933.0,56.0,45.0,0.0,0.0,02,164
"Matanuska-Susitna Borough, Alaska",108661.0,36.3,86435.0,39201.0,50405.0,49246.0,45800.0,296900.0,1242.0,10907.0,4499.0,898.0,578.0,02,170
"Nome Census Area, Alaska",10018.0,29.1,70121.0,28678.0,4561.0,4519.0,3773.0,181300.0,1349.0,433.0,515.0,48.0,23.0,02,180
"North Slope Borough, Alaska",10924.0,36.3,83472.0,61841.0,6911.0,6899.0,6429.0,193800.0,1231.0,725.0,298.0,20.0,36.0,02,185
"Northwest Arctic Borough, Alaska",7682.0,29.2,77647.0,32133.0,3116.0,3114.0,2632.0,147200.0,1386.0,425.0,164.0,44.0,8.0,02,188
"Petersburg Borough, Alaska",3374.0,50.1,77826.0,37856.0,1774.0,1747.0,1670.0,279800.0,1074.0,448.0,168.0,10.0,3.0,02,195
"Prince of Wales-Hyder Census Area, Alaska",5799.0,43.1,61779.0,34433.0,2969.0,2969.0,2745.0,220800.0,883.0,566.0,226.0,7.0,6.0,02,198
"Sitka City and Borough, Alaska",8462.0,39.5,95261.0,43964.0,4966.0,4617.0,4387.0,424700.0,1309.0,1391.0,501.0,126.0,58.0,02,220
"Skagway Municipality, Alaska",1303.0,38.6,79583.0,46771.0,873.0,873.0,777.0,434300.0,1044.0,214.0,53.0,0.0,3.0,02,230
"Southeast Fairbanks Census Area, Alaska",6888.0,36.9,75378.0,33809.0,3074.0,2951.0,2756.0,222200.0,1190.0,622.0,247.0,12.0,16.0,02,240
"Wrangell City and Borough, Alaska",2134.0,48.9,61000.0,35421.0,844.0,844.0,815.0,273800.0,966.0,217.0,50.0,8.0,6.0,02,275
"Yakutat City and Borough, Alaska",564.0,41.3,76875.0,45578.0,328.0,328.0,322.0,152100.0,1304.0,38.0,5.0,0.0,0.0,02,282
"Yukon-Koyukuk Census Area, Alaska",5355.0,35.8,47826.0,29382.0,2668.0,2652.0,2358.0,86600.0,906.0,333.0,131.0,19.0,5.0,02,290
"Apache County, Arizona",66054.0,35.6,37483.0,18930.0,20155.0,20148.0,18242.0,62400.0,635.0,3475.0,1921.0,179.0,244.0,04,001
"Cochise County, Arizona",125504.0,41.4,58421.0,31423.0,51074.0,47420.0,44200.0,183000.0,893.0,14684.0,7074.0,1009.0,782.0,04,003
"Coconino County, Arizona",144705.0,31.7,67266.0,32592.0,73103.0,73048.0,67955.0,379400.0,1353.0,20215.0,9779.0,1949.0,2357.0,04,005
"Gila County, Arizona",53419.0,50.6,55242.0,29945.0,20187.0,20087.0,18692.0,222500.0,966.0,4700.0,2047.0,250.0,178.0,04,007
"Graham County, Arizona",38453.0,34.1,64089.0,24052.0,14957.0,14957.0,14064.0,178300.0,856.0,2192.0,1046.0,86.0,75.0,04,009
"Greenlee County, Arizona",9483.0,35.5,73756.0,29394.0,4277.0,4277.0,4148.0,93900.0,532.0,774.0,141.0,61.0,0.0,04,011
"La Paz County, Arizona",16681.0,57.3,46634.0,30399.0,6139.0,6124.0,5467.0,117500.0,691.0,1103.0,442.0,47.0,41.0,04,012
"Maricopa County, Arizona",4430871.0,37.1,80675.0,41533.0,2291310.0,2284698.0,2176046.0,371400.0,1437.0,655112.0,282668.0,64811.0,42482.0,04,013
"Mohave County, Arizona",214229.0,52.9,53592.0,32835.0,82109.0,81983.0,75865.0,233700.0,976.0,14796.0,6310.0,1678.0,1095.0,04,015
"Navajo County, Arizona",107110.0,38.7,50335.0,22826.0,37651.0,37616.0,33969.0,165600.0,800.0,7133.0,3781.0,813.0,481.0,04,017
"Pima County, Arizona",1042393.0,39.0,64323.0,36494.0,499249.0,491806.0,462957.0,258300.0,1071.0,140892.0,74070.0,15813.0,16114.0,04,019
"Pinal County, Arizona",433338.0,39.8,73313.0,33158.0,183229.0,182524.0,170772.0,268900.0,1317.0,43734.0,16824.0,1962.0,2330.0,04,021
"Santa Cruz County, Arizona",47838.0,37.3,51885.0,25619.0,21106.0,21064.0,18990.0,196700.0,741.0,4308.0,2180.0,514.0,225.0,04,023
"Yavapai County, Arizona",237830.0,54.5,62430.0,37666.0,99921.0,99854.0,94954.0,354300.0,1128.0,31291.0,15289.0,3450.0,2877.0,04,025
"Yuma County, Arizona",204374.0,35.3,56439.0,27516.0,85563.0,81641.0,74868.0,173500.0,950.0,14038.0,5745.0,1275.0,512.0,04,027
"Arkansas County, Arkansas",17024.0,41.4,58695.0,28759.0,7809.0,7809.0,7298.0,125900.0,749.0,1237.0,478.0,121.0,40.0,05,001
"Ashley County, Arkansas",19018.0,43.1,44804.0,25568.0,6989.0,6989.0,6568.0,86600.0,610.0,1090.0,338.0,32.0,71.0,05,003
"Baxter County, Arkansas",41801.0,52.1,47403.0,30264.0,16202.0,16202.0,15371.0,155600.0,810.0,4004.0,1275.0,308.0,221.0,05,005
"Benton County, Arkansas",286528.0,35.7,85269.0,43359.0,147222.0,147108.0,142914.0,254000.0,1113.0,43246.0,18618.0,3563.0,1533.0,05,007
"Boone County, Arkansas",37662.0,41.9,52275.0,28886.0,16978.0,16978.0,16224.0,158100.0,687.0,2892.0,1102.0,238.0,135.0,05,009
"Bradley County, Arkansas",10461.0,40.2,43688.0,23830.0,3967.0,3967.0,3745.0,87900.0,636.0,620.0,175.0,59.0,37.0,05,011
"Calhoun County, Arkansas",4773.0,44.2,60237.0,24047.0,1808.0,1808.0,1643.0,82700.0,808.0,266.0,105.0,58.0,5.0,05,013
"Carroll County, Arkansas",28362.0,44.6,56826.0,29123.0,12233.0,12177.0,11794.0,169700.0,751.0,2932.0,1021.0,269.0,105.0,05,015
"Chicot County, Arkansas",10234.0,43.2,36593.0,24156.0,3717.0,3717.0,3312.0,88100.0,536.0,889.0,290.0,39.0,27.0,05,017
"Clark County, Arkansas",21469.0,31.7,48071.0,24532.0,10299.0,10290.0,9869.0,143300.0,690.0,2161.0,742.0,71.0,312.0,05,019
"Clay County, Arkansas",14537.0,42.7,44685.0,26554.0,6743.0,6743.0,6367.0,85800.0,639.0,898.0,642.0,33.0,18.0,05,021
"Cleburne County, Arkansas",24948.0,49.5,52780.0,31041.0,10009.0,9988.0,9386.0,162200.0,844.0,2123.0,803.0,161.0,112.0,05,023
"Cleveland County, Arkansas",7548.0,42.5,48913.0,26479.0,2946.0,2946.0,2923.0,109200.0,673.0,546.0,251.0,30.0,32.0,05,025
"Columbia County, Arkansas",22707.0,35.1,47441.0,27243.0,9533.0,9533.0,9232.0,123200.0,690.0,1884.0,684.0,50.0,76.0,05,027
"Conway County, Arkansas",20782.0,42.2,50282.0,28694.0,9639.0,9639.0,8958.0,129600.0,698.0,2044.0,541.0,67.0,121.0,05,029
"Craighead County, Arkansas",111038.0,34.4,55169.0,31298.0,54849.0,54719.0,51494.0,182600.0,870.0,12275.0,5369.0,1606.0,802.0,05,031
"Crawford County, Arkansas",60593.0,39.2,56702.0,28920.0,26119.0,26010.0,24637.0,154900.0,789.0,5977.0,1643.0,470.0,259.0,05,033
"Crittenden County, Arkansas",47945.0,35.8,51860.0,27834.0,22727.0,22727.0,20355.0,147300.0,831.0,3808.0,1312.0,120.0,149.0,05,035
"Cross County, Arkansas",16827.0,40.7,48129.0,27776.0,7925.0,7918.0,7273.0,97500.0,815.0,1235.0,492.0,63.0,68.0,05,037
"Dallas County, Arkansas",6472.0,45.8,40085.0,26378.0,2808.0,2794.0,2627.0,94300.0,563.0,408.0,176.0,17.0,8.0,05,039
"Desha County, Arkansas",11285.0,40.7,38067.0,21588.0,4279.0,4279.0,4057.0,88300.0,628.0,636.0,294.0,4.0,71.0,05,041
"Drew County, Arkansas",17309.0,37.5,44968.0,27349.0,7387.0,7384.0,7146.0,123900.0,708.0,1856.0,628.0,80.0,165.0,05,043
"Faulkner County, Arkansas",124611.0,33.8,61273.0,31301.0,60755.0,60237.0,58278.0,195800.0,931.0,15574.0,7193.0,1376.0,920.0,05,045
"Franklin County, Arkansas",17160.0,42.5,47695.0,25517.0,7108.0,7108.0,6743.0,117500.0,684.0,1051.0,299.0,78.0,51.0,05,047
"Fulton County, Arkansas",12183.0,47.4,38917.0,22895.0,4331.0,4322.0,4249.0,100000.0,649.0,830.0,387.0,32.0,4.0,05,049
"Garland County, Arkansas",100021.0,45.4,54229.0,31854.0,44841.0,44837.0,42296.0,166600.0,913.0,11550.0,5152.0,929.0,776.0,05,051
"Grant County, Arkansas",18022.0,40.2,68598.0,35170.0,8085.0,8049.0,7782.0,141400.0,802.0,1730.0,493.0,145.0,0.0,05,053
"Greene County, Arkansas",45954.0,37.8,54879.0,26941.0,21562.0,21562.0,19940.0,157400.0,808.0,3283.0,1551.0,190.0,101.0,05,055
"Hempstead County, Arkansas",20037.0,40.4,45049.0,25577.0,8094.0,8094.0,7737.0,104700.0,764.0,1279.0,631.0,161.0,29.0,05,057
"Hot Spring County, Arkansas",33129.0,42.6,50260.0,25486.0,13488.0,13439.0,12819.0,119600.0,713.0,2420.0,1063.0,126.0,115.0,05,059
"Howard County, Arkansas",12779.0,39.7,44824.0,25458.0,5704.0,5704.0,5337.0,125300.0,732.0,844.0,382.0,28.0,20.0,05,061
"Independence County, Arkansas",37910.0,39.1,52361.0,27867.0,16968.0,16925.0,16037.0,111300.0,774.0,2948.0,1026.0,181.0,187.0,05,063
"Izard County, Arkansas",13748.0,47.7,46159.0,25331.0,4534.0,4532.0,4193.0,110600.0,616.0,1391.0,455.0,82.0,51.0,05,065
"Jackson County, Arkansas",16784.0,40.2,41929.0,23048.0,6631.0,6631.0,5906.0,85700.0,650.0,927.0,363.0,75.0,49.0,05,067
"Jefferson County, Arkansas",66934.0,39.5,46855.0,24571.0,27667.0,27657.0,25490.0,105300.0,820.0,6384.0,2120.0,376.0,330.0,05,069
"Johnson County, Arkansas",25925.0,39.0,42470.0,22457.0,10474.0,10450.0,9953.0,119800.0,710.0,1771.0,572.0,126.0,123.0,05,071
"Lafayette County, Arkansas",6277.0,48.3,40262.0,23699.0,2557.0,2557.0,2334.0,70900.0,659.0,324.0,134.0,21.0,0.0,05,073
"Lawrence County, Arkansas",16258.0,39.8,43606.0,25301.0,6956.0,6956.0,6492.0,84300.0,690.0,957.0,389.0,19.0,53.0,05,075
"Lee County, Arkansas",8666.0,41.6,33801.0,20338.0,2955.0,2955.0,2532.0,80600.0,641.0,394.0,68.0,5.0,10.0,05,077
"Lincoln County, Arkansas",13016.0,40.6,50526.0,18191.0,3740.0,3740.0,3591.0,112500.0,595.0,547.0,250.0,8.0,9.0,05,079
"Little River County, Arkansas",12024.0,42.3,58627.0,28764.0,5482.0,5482.0,5046.0,108200.0,683.0,974.0,296.0,57.0,13.0,05,081
"Logan County, Arkansas",21247.0,43.5,51131.0,28495.0,9808.0,9808.0,9267.0,121600.0,693.0,1379.0,582.0,178.0,40.0,05,083
"Lonoke County, Arkansas",74292.0,37.0,68078.0,32720.0,36260.0,34984.0,33414.0,169600.0,944.0,6608.0,2839.0,307.0,162.0,05,085
"Madison County, Arkansas",16737.0,41.1,51514.0,27709.0,7407.0,7407.0,7052.0,148300.0,718.0,973.0,356.0,79.0,27.0,05,087
"Marion County, Arkansas",16905.0,51.7,42891.0,25315.0,6488.0,6475.0,6022.0,147100.0,749.0,1161.0,692.0,48.0,60.0,05,089
"Miller County, Arkansas",42682.0,39.9,47613.0,26572.0,17536.0,17514.0,16166.0,137700.0,831.0,2614.0,1591.0,161.0,151.0,05,091
"Mississippi County, Arkansas",40361.0,37.0,50012.0,27863.0,18835.0,18813.0,16965.0,110000.0,750.0,2413.0,1191.0,198.0,80.0,05,093
"Monroe County, Arkansas",6787.0,45.8,41786.0,24117.0,2604.0,2604.0,2318.0,84600.0,543.0,468.0,146.0,60.0,3.0,05,095
"Montgomery County, Arkansas",8555.0,50.5,47103.0,26815.0,3503.0,3503.0,3249.0,126200.0,637.0,760.0,239.0,49.0,12.0,05,097
"Nevada County, Arkansas",8292.0,44.7,43421.0,22041.0,3382.0,3382.0,3119.0,85100.0,773.0,476.0,132.0,0.0,11.0,05,099
"Newton County, Arkansas",7243.0,48.7,50699.0,26544.0,3023.0,3011.0,2898.0,160500.0,577.0,494.0,264.0,11.0,5.0,05,101
"Ouachita County, Arkansas",22606.0,43.9,47348.0,25289.0,9091.0,9086.0,8497.0,96000.0,723.0,1573.0,595.0,100.0,88.0,05,103
"Perry County, Arkansas",10055.0,44.0,53980.0,26967.0,4024.0,4024.0,3840.0,123400.0,716.0,782.0,281.0,22.0,2.0,05,105
"Phillips County, Arkansas",16373.0,39.7,37458.0,22644.0,6569.0,6522.0,5654.0,74100.0,719.0,1021.0,487.0,35.0,83.0,05,107
"Pike County, Arkansas",10205.0,43.3,49248.0,28392.0,4384.0,4373.0,4238.0,99200.0,657.0,866.0,410.0,24.0,20.0,05,109
"Poinsett County, Arkansas",22997.0,39.9,43440.0,24807.0,9923.0,9920.0,9419.0,93900.0,642.0,1297.0,426.0,58.0,23.0,05,111
"Polk County, Arkansas",19384.0,44.4,48449.0,30395.0,8441.0,8424.0,7664.0,120800.0,730.0,1513.0,530.0,120.0,36.0,05,113
"Pope County, Arkansas",63475.0,36.7,51678.0,28018.0,28573.0,28516.0,27158.0,152000.0,810.0,6437.0,2533.0,372.0,459.0,05,115
"Prairie County, Arkansas",8217.0,46.5,47045.0,29018.0,3722.0,3713.0,3561.0,87200.0,645.0,596.0,305.0,34.0,23.0,05,117
"Pulaski County, Arkansas",398322.0,37.7,58326.0,39146.0,199455.0,196961.0,186621.0,187600.0,985.0,59004.0,27515.0,8721.0,5095.0,05,119
"Randolph County, Arkansas",18619.0,39.1,45993.0,25528.0,7726.0,7726.0,7144.0,110700.0,674.0,1248.0,502.0,89.0,150.0,05,121
"St. Francis County, Arkansas",23138.0,38.8,39822.0,20991.0,8550.0,8510.0,7948.0,82400.0,748.0,1213.0,787.0,110.0,51.0,05,123
"Saline County, Arkansas",123988.0,40.3,73236.0,36151.0,61664.0,61476.0,59136.0,194400.0,948.0,16876.0,5736.0,1238.0,675.0,05,125
"Scott County, Arkansas",9871.0,42.8,45340.0,23086.0,4327.0,4327.0,4079.0,97600.0,702.0,638.0,155.0,22.0,17.0,05,127
"Searcy County, Arkansas",7880.0,46.9,42063.0,22384.0,3081.0,3065.0,2906.0,107100.0,611.0,637.0,158.0,42.0,20.0,05,129
"Sebastian County, Arkansas",128184.0,38.0,54047.0,32577.0,61320.0,60876.0,57689.0,154900.0,805.0,12935.0,5012.0,1261.0,1334.0,05,131
