NAME_Geographic Area Name,P001001_Total Population,P003001_Total Race Population,P003002_White Alone,P003003_Black or African American Alone,P003004_American Indian and Alaska Native Alone,P003005_Asian Alone,P012001_Total Population by Sex by Age,H001001_Total Housing Units,H003001_Total Occupied Housing Units,H003002_Occupied Housing Units,H003003_Vacant Housing Units,state,county,year
"Autauga County, Alabama",54571,54571.0,42855.0,9643.0,232.0,474.0,54571.0,22135.0,22135.0,20221.0,1914.0,01,001,2010-12-31
"Bibb County, Alabama",22915,22915.0,17381.0,5047.0,64.0,22.0,22915.0,8981.0,8981.0,7953.0,1028.0,01,007,2010-12-31
"Chambers County, Alabama",34215,34215.0,20112.0,13257.0,69.0,168.0,34215.0,17004.0,17004.0,13933.0,3071.0,01,017,2010-12-31
"Cherokee County, Alabama",25989,25989.0,24081.0,1208.0,135.0,54.0,25989.0,16267.0,16267.0,10626.0,5641.0,01,019,2010-12-31
"Clarke County, Alabama",25833,25833.0,14070.0,11336.0,103.0,77.0,25833.0,12638.0,12638.0,10337.0,2301.0,01,025,2010-12-31
"Butler County, Alabama",20947,20947.0,11399.0,9095.0,60.0,177.0,20947.0,9964.0,9964.0,8491.0,1473.0,01,013,2010-12-31
"Blount County, Alabama",57322,57322.0,53068.0,761.0,307.0,117.0,57322.0,23887.0,23887.0,21578.0,2309.0,01,009,2010-12-31
"Bullock County, Alabama",10914,10914.0,2507.0,7666.0,23.0,20.0,10914.0,4493.0,4493.0,3745.0,748.0,01,011,2010-12-31
"Chilton County, Alabama",43643,43643.0,36713.0,4230.0,155.0,130.0,43643.0,19278.0,19278.0,16558.0,2720.0,01,021,2010-12-31
"Choctaw County, Alabama",13859,13859.0,7731.0,6012.0,18.0,12.0,13859.0,7269.0,7269.0,5866.0,1403.0,01,023,2010-12-31
"Coosa County, Alabama",11539,11539.0,7648.0,3582.0,40.0,16.0,11539.0,6478.0,6478.0,4794.0,1684.0,01,037,2010-12-31
"Clay County, Alabama",13932,13932.0,11380.0,2066.0,55.0,24.0,13932.0,6776.0,6776.0,5670.0,1106.0,01,027,2010-12-31
"Cleburne County, Alabama",14972,14972.0,14079.0,498.0,51.0,23.0,14972.0,6718.0,6718.0,5891.0,827.0,01,029,2010-12-31
"Coffee County, Alabama",49948,49948.0,37330.0,8359.0,645.0,644.0,49948.0,22330.0,22330.0,19849.0,2481.0,01,031,2010-12-31
"Conecuh County, Alabama",13228,13228.0,6788.0,6149.0,44.0,17.0,13228.0,7093.0,7093.0,5625.0,1468.0,01,035,2010-12-31
"Colbert County, Alabama",54428,54428.0,43789.0,8768.0,267.0,229.0,54428.0,25758.0,25758.0,22773.0,2985.0,01,033,2010-12-31
"Escambia County, Alabama",38319,38319.0,23784.0,12220.0,1288.0,92.0,38319.0,16486.0,16486.0,14157.0,2329.0,01,053,2010-12-31
"Covington County, Alabama",37765,37765.0,32022.0,4716.0,214.0,155.0,37765.0,18829.0,18829.0,15531.0,3298.0,01,039,2010-12-31
"Crenshaw County, Alabama",13906,13906.0,10097.0,3254.0,57.0,189.0,13906.0,6735.0,6735.0,5652.0,1083.0,01,041,2010-12-31
"Cullman County, Alabama",80406,80406.0,76133.0,856.0,408.0,343.0,80406.0,37054.0,37054.0,31864.0,5190.0,01,043,2010-12-31
"Dale County, Alabama",50251,50251.0,37236.0,9679.0,371.0,534.0,50251.0,22677.0,22677.0,20065.0,2612.0,01,045,2010-12-31
"Dallas County, Alabama",43820,43820.0,12769.0,30423.0,85.0,149.0,43820.0,20208.0,20208.0,17064.0,3144.0,01,047,2010-12-31
"DeKalb County, Alabama",71109,71109.0,60087.0,1078.0,969.0,203.0,71109.0,31109.0,31109.0,26842.0,4267.0,01,049,2010-12-31
"Elmore County, Alabama",79303,79303.0,60455.0,15900.0,285.0,518.0,79303.0,32657.0,32657.0,28301.0,4356.0,01,051,2010-12-31
"Hale County, Alabama",15760,15760.0,6266.0,9301.0,25.0,35.0,15760.0,7655.0,7655.0,6273.0,1382.0,01,065,2010-12-31
"Etowah County, Alabama",104430,104430.0,83823.0,15796.0,448.0,672.0,104430.0,47454.0,47454.0,42036.0,5418.0,01,055,2010-12-31
"Fayette County, Alabama",17241,17241.0,14910.0,1969.0,52.0,37.0,17241.0,8437.0,8437.0,7100.0,1337.0,01,057,2010-12-31
"Franklin County, Alabama",31704,31704.0,26320.0,1228.0,215.0,63.0,31704.0,14022.0,14022.0,12286.0,1736.0,01,059,2010-12-31
"Geneva County, Alabama",26790,26790.0,23127.0,2539.0,224.0,67.0,26790.0,12687.0,12687.0,10920.0,1767.0,01,061,2010-12-31
"Greene County, Alabama",9045,9045.0,1575.0,7370.0,17.0,15.0,9045.0,5007.0,5007.0,3764.0,1243.0,01,063,2010-12-31
"Lee County, Alabama",140247,140247.0,100006.0,31901.0,445.0,3658.0,140247.0,62391.0,62391.0,55682.0,6709.0,01,081,2010-12-31
"Henry County, Alabama",17302,17302.0,11865.0,4942.0,57.0,54.0,17302.0,8891.0,8891.0,6994.0,1897.0,01,067,2010-12-31
"Houston County, Alabama",101547,101547.0,71053.0,26176.0,446.0,820.0,101547.0,45319.0,45319.0,40969.0,4350.0,01,069,2010-12-31
"Jackson County, Alabama",53227,53227.0,48348.0,1781.0,719.0,185.0,53227.0,24786.0,24786.0,21513.0,3273.0,01,071,2010-12-31
"Jefferson County, Alabama",658466,658466.0,349166.0,276525.0,1740.0,9158.0,658466.0,300552.0,300552.0,263568.0,36984.0,01,073,2010-12-31
"Lamar County, Alabama",14564,14564.0,12626.0,1643.0,24.0,4.0,14564.0,7354.0,7354.0,6103.0,1251.0,01,075,2010-12-31
"Lauderdale County, Alabama",92709,92709.0,80112.0,9257.0,338.0,685.0,92709.0,43791.0,43791.0,38680.0,5111.0,01,077,2010-12-31
"Lawrence County, Alabama",34339,34339.0,26647.0,3938.0,1953.0,42.0,34339.0,15229.0,15229.0,13654.0,1575.0,01,079,2010-12-31
"Monroe County, Alabama",23068,23068.0,12718.0,9614.0,260.0,67.0,23068.0,11333.0,11333.0,9214.0,2119.0,01,099,2010-12-31
"Limestone County, Alabama",82782,82782.0,66506.0,10429.0,547.0,924.0,82782.0,34977.0,34977.0,31446.0,3531.0,01,083,2010-12-31
"Lowndes County, Alabama",11299,11299.0,2859.0,8310.0,25.0,14.0,11299.0,5140.0,5140.0,4352.0,788.0,01,085,2010-12-31
"Macon County, Alabama",21452,21452.0,3319.0,17729.0,29.0,76.0,21452.0,10259.0,10259.0,8499.0,1760.0,01,087,2010-12-31
"Madison County, Alabama",334811,334811.0,228280.0,80376.0,2551.0,8265.0,334811.0,146447.0,146447.0,134700.0,11747.0,01,089,2010-12-31
"Marengo County, Alabama",21027,21027.0,9751.0,10872.0,34.0,53.0,21027.0,10237.0,10237.0,8535.0,1702.0,01,091,2010-12-31
"Marion County, Alabama",30776,30776.0,28791.0,1184.0,101.0,54.0,30776.0,14737.0,14737.0,12651.0,2086.0,01,093,2010-12-31
"Mobile County, Alabama",412992,412992.0,248647.0,142992.0,3681.0,7561.0,412992.0,178196.0,178196.0,158435.0,19761.0,01,097,2010-12-31
"Marshall County, Alabama",93019,93019.0,81464.0,1494.0,706.0,478.0,93019.0,40342.0,40342.0,35810.0,4532.0,01,095,2010-12-31
"St. Clair County, Alabama",83593,83593.0,73741.0,7150.0,281.0,518.0,83593.0,35541.0,35541.0,31624.0,3917.0,01,115,2010-12-31
"Montgomery County, Alabama",229363,229363.0,90656.0,125477.0,589.0,4821.0,229363.0,101641.0,101641.0,89981.0,11660.0,01,101,2010-12-31
"Morgan County, Alabama",119490,119490.0,95404.0,14185.0,1042.0,691.0,119490.0,51193.0,51193.0,47030.0,4163.0,01,103,2010-12-31
"Perry County, Alabama",10591,10591.0,3204.0,7276.0,17.0,30.0,10591.0,4737.0,4737.0,3947.0,790.0,01,105,2010-12-31
"Pickens County, Alabama",19746,19746.0,11110.0,8211.0,28.0,36.0,19746.0,9483.0,9483.0,8012.0,1471.0,01,107,2010-12-31
"Pike County, Alabama",32899,32899.0,19144.0,12054.0,192.0,654.0,32899.0,15267.0,15267.0,13210.0,2057.0,01,109,2010-12-31
"Randolph County, Alabama",22913,22913.0,17532.0,4607.0,84.0,55.0,22913.0,11982.0,11982.0,9164.0,2818.0,01,111,2010-12-31
"Russell County, Alabama",52947,52947.0,28449.0,22135.0,219.0,236.0,52947.0,24595.0,24595.0,21229.0,3366.0,01,113,2010-12-31
"Walker County, Alabama",67023,67023.0,61146.0,3928.0,251.0,195.0,67023.0,30816.0,30816.0,26571.0,4245.0,01,127,2010-12-31
"Shelby County, Alabama",195085,195085.0,161943.0,20732.0,553.0,3726.0,195085.0,80970.0,80970.0,74072.0,6898.0,01,117,2010-12-31
"Sumter County, Alabama",13763,13763.0,3326.0,10316.0,11.0,33.0,13763.0,6786.0,6786.0,5629.0,1157.0,01,119,2010-12-31
"Talladega County, Alabama",82291,82291.0,53739.0,26055.0,264.0,339.0,82291.0,37088.0,37088.0,31890.0,5198.0,01,121,2010-12-31
"Tallapoosa County, Alabama",41616,41616.0,29087.0,11083.0,121.0,197.0,41616.0,22111.0,22111.0,16985.0,5126.0,01,123,2010-12-31
"Tuscaloosa County, Alabama",194656,194656.0,129004.0,57611.0,526.0,2306.0,194656.0,84872.0,84872.0,76141.0,8731.0,01,125,2010-12-31
"Washington County, Alabama",17581,17581.0,11508.0,4380.0,1411.0,20.0,17581.0,8407.0,8407.0,6758.0,1649.0,01,129,2010-12-31
"Wilcox County, Alabama",11670,11670.0,3126.0,8465.0,14.0,4.0,11670.0,5649.0,5649.0,4484.0,1165.0,01,131,2010-12-31
"Winston County, Alabama",24484,24484.0,23409.0,115.0,163.0,60.0,24484.0,13469.0,13469.0,10163.0,3306.0,01,133,2010-12-31
"Baldwin County, Alabama",182265,182265.0,156153.0,17105.0,1216.0,1348.0,182265.0,104061.0,104061.0,73180.0,30881.0,01,003,2010-12-31
"Barbour County, Alabama",27457,27457.0,13180.0,12875.0,114.0,107.0,27457.0,11829.0,11829.0,9820.0,2009.0,01,005,2010-12-31
"Calhoun County, Alabama",118572,118572.0,88840.0,24382.0,540.0,845.0,118572.0,53289.0,53289.0,47331.0,5958.0,01,015,2010-12-31
"Fairbanks North Star Borough, Alaska",97581,97581.0,75175.0,4423.0,6879.0,2591.0,97581.0,41783.0,41783.0,36441.0,5342.0,02,090,2010-12-31
"Aleutians East Borough, Alaska",3141,3141.0,660.0,219.0,876.0,1130.0,3141.0,747.0,747.0,553.0,194.0,02,013,2010-12-31
"Aleutians West Census Area, Alaska",5561,5561.0,2004.0,332.0,857.0,1606.0,5561.0,1929.0,1929.0,1212.0,717.0,02,016,2010-12-31
"Denali Borough, Alaska",1826,1826.0,1637.0,10.0,65.0,19.0,1826.0,1771.0,1771.0,806.0,965.0,02,068,2010-12-31
"Dillingham Census Area, Alaska",4847,4847.0,878.0,11.0,3470.0,32.0,4847.0,2427.0,2427.0,1563.0,864.0,02,070,2010-12-31
"Bristol Bay Borough, Alaska",997,997.0,481.0,0.0,334.0,8.0,997.0,969.0,969.0,423.0,546.0,02,060,2010-12-31
"Anchorage Municipality, Alaska",291826,291826.0,192498.0,16226.0,23130.0,23580.0,291826.0,113032.0,113032.0,107332.0,5700.0,02,020,2010-12-31
"Bethel Census Area, Alaska",17013,17013.0,1894.0,65.0,14109.0,160.0,17013.0,5919.0,5919.0,4651.0,1268.0,02,050,2010-12-31
"Kodiak Island Borough, Alaska",13592,13592.0,7522.0,92.0,1797.0,2660.0,13592.0,5303.0,5303.0,4630.0,673.0,02,150,2010-12-31
"Haines Borough, Alaska",2508,2508.0,2086.0,10.0,230.0,14.0,2508.0,1631.0,1631.0,1149.0,482.0,02,100,2010-12-31
"Hoonah-Angoon Census Area, Alaska",2150,2150.0,1014.0,8.0,890.0,12.0,2150.0,1771.0,1771.0,913.0,858.0,02,105,2010-12-31
"Juneau City and Borough, Alaska",31275,31275.0,21814.0,279.0,3692.0,1919.0,31275.0,13055.0,13055.0,12187.0,868.0,02,110,2010-12-31
"Kenai Peninsula Borough, Alaska",55400,55400.0,46857.0,269.0,4081.0,631.0,55400.0,30578.0,30578.0,22161.0,8417.0,02,122,2010-12-31
"Ketchikan Gateway Borough, Alaska",13477,13477.0,9176.0,78.0,1910.0,943.0,13477.0,6166.0,6166.0,5305.0,861.0,02,130,2010-12-31
"Sitka City and Borough, Alaska",8881,8881.0,5798.0,47.0,1493.0,529.0,8881.0,4102.0,4102.0,3545.0,557.0,02,220,2010-12-31
"Lake and Peninsula Borough, Alaska",1631,1631.0,380.0,9.0,1061.0,6.0,1631.0,1502.0,1502.0,553.0,949.0,02,164,2010-12-31
"Matanuska-Susitna Borough, Alaska",88995,88995.0,75540.0,856.0,4901.0,1096.0,88995.0,41329.0,41329.0,31824.0,9505.0,02,170,2010-12-31
"Nome Census Area, Alaska",9492,9492.0,1552.0,27.0,7199.0,96.0,9492.0,4008.0,4008.0,2815.0,1193.0,02,180,2010-12-31
"North Slope Borough, Alaska",9430,9430.0,3147.0,94.0,5100.0,425.0,9430.0,2500.0,2500.0,2029.0,471.0,02,185,2010-12-31
"Northwest Arctic Borough, Alaska",7523,7523.0,846.0,37.0,6121.0,42.0,7523.0,2707.0,2707.0,1919.0,788.0,02,188,2010-12-31
"Petersburg Census Area, Alaska",3815,3815.0,2711.0,15.0,614.0,100.0,3815.0,1994.0,1994.0,1599.0,395.0,02,195,2010-12-31
"Prince of Wales-Hyder Census Area, Alaska",5559,5559.0,2799.0,17.0,2207.0,21.0,5559.0,2992.0,2992.0,2194.0,798.0,02,198,2010-12-31
"Wrangell City and Borough, Alaska",2369,2369.0,1719.0,4.0,384.0,33.0,2369.0,1428.0,1428.0,1053.0,375.0,02,275,2010-12-31
"Skagway Municipality, Alaska",968,968.0,885.0,0.0,34.0,5.0,968.0,636.0,636.0,436.0,200.0,02,230,2010-12-31
"Southeast Fairbanks Census Area, Alaska",7029,7029.0,5651.0,76.0,808.0,64.0,7029.0,3915.0,3915.0,2567.0,1348.0,02,240,2010-12-31
"Valdez-Cordova Census Area, Alaska",9636,9636.0,7127.0,46.0,1315.0,354.0,9636.0,6102.0,6102.0,3966.0,2136.0,02,261,2010-12-31
"Yakutat City and Borough, Alaska",662,662.0,281.0,2.0,237.0,27.0,662.0,450.0,450.0,270.0,180.0,02,282,2010-12-31
"Wade Hampton Census Area, Alaska",7459,7459.0,201.0,1.0,7085.0,18.0,7459.0,2183.0,2183.0,1745.0,438.0,02,270,2010-12-31
"Yukon-Koyukuk Census Area, Alaska",5588,5588.0,1243.0,10.0,3992.0,14.0,5588.0,4038.0,4038.0,2217.0,1821.0,02,290,2010-12-31
"Graham County, Arizona",37220,37220.0,26827.0,683.0,5376.0,200.0,37220.0,12980.0,12980.0,11120.0,1860.0,04,009,2010-12-31
"Apache County, Arizona",71518,71518.0,16634.0,175.0,52154.0,203.0,71518.0,32514.0,32514.0,22771.0,9743.0,04,001,2010-12-31
"Cochise County, Arizona",131346,131346.0,103085.0,5465.0,1589.0,2525.0,131346.0,59041.0,59041.0,50865.0,8176.0,04,003,2010-12-31
"Gila County, Arizona",53597,53597.0,41162.0,233.0,7946.0,273.0,53597.0,32698.0,32698.0,22000.0,10698.0,04,007,2010-12-31
"Coconino County, Arizona",134421,134421.0,82967.0,1629.0,36714.0,1846.0,134421.0,63321.0,63321.0,46711.0,16610.0,04,005,2010-12-31
"Santa Cruz County, Arizona",47420,47420.0,34835.0,179.0,328.0,255.0,47420.0,18010.0,18010.0,15437.0,2573.0,04,023,2010-12-31
"Greenlee County, Arizona",8437,8437.0,6514.0,89.0,195.0,46.0,8437.0,4372.0,4372.0,3188.0,1184.0,04,011,2010-12-31
"La Paz County, Arizona",20489,20489.0,14306.0,129.0,2628.0,107.0,20489.0,16049.0,16049.0,9198.0,6851.0,04,012,2010-12-31
"Maricopa County, Arizona",3817117,3817117.0,2786781.0,190519.0,78329.0,132225.0,3817117.0,1639279.0,1639279.0,1411583.0,227696.0,04,013,2010-12-31
"Mohave County, Arizona",200186,200186.0,173878.0,1882.0,4500.0,2103.0,200186.0,110911.0,110911.0,82539.0,28372.0,04,015,2010-12-31
"Navajo County, Arizona",107449,107449.0,52972.0,938.0,46611.0,580.0,107449.0,56938.0,56938.0,35658.0,21280.0,04,017,2010-12-31
"Pima County, Arizona",980263,980263.0,728751.0,34674.0,32605.0,25731.0,980263.0,440909.0,440909.0,388660.0,52249.0,04,019,2010-12-31
"Pinal County, Arizona",375770,375770.0,272013.0,17215.0,20949.0,6492.0,375770.0,159222.0,159222.0,125590.0,33632.0,04,021,2010-12-31
"Yavapai County, Arizona",211033,211033.0,188515.0,1267.0,3549.0,1785.0,211033.0,110432.0,110432.0,90903.0,19529.0,04,025,2010-12-31
"Yuma County, Arizona",195751,195751.0,137881.0,3931.0,3056.0,2324.0,195751.0,87850.0,87850.0,64767.0,23083.0,04,027,2010-12-31
"Sebastian County, Arkansas",125744,125744.0,96344.0,8019.0,2366.0,5102.0,125744.0,54651.0,54651.0,49599.0,5052.0,05,131,2010-12-31
"Sevier County, Arkansas",17058,17058.0,11949.0,734.0,398.0,63.0,17058.0,6887.0,6887.0,5975.0,912.0,05,133,2010-12-31
"Sharp County, Arkansas",17264,17264.0,16582.0,93.0,170.0,50.0,17264.0,9822.0,9822.0,7360.0,2462.0,05,135,2010-12-31
"Stone County, Arkansas",12394,12394.0,11995.0,11.0,84.0,45.0,12394.0,6712.0,6712.0,5325.0,1387.0,05,137,2010-12-31
"Union County, Arkansas",41639,41639.0,26276.0,13721.0,143.0,207.0,41639.0,19653.0,19653.0,16951.0,2702.0,05,139,2010-12-31
"Van Buren County, Arkansas",17295,17295.0,16598.0,68.0,119.0,56.0,17295.0,10345.0,10345.0,7433.0,2912.0,05,141,2010-12-31
"Washington County, Arkansas",203065,203065.0,162253.0,6006.0,2393.0,4416.0,203065.0,87808.0,87808.0,76389.0,11419.0,05,143,2010-12-31
"White County, Arkansas",77076,77076.0,70425.0,3074.0,449.0,419.0,77076.0,32488.0,32488.0,29342.0,3146.0,05,145,2010-12-31
"Yell County, Arkansas",22185,22185.0,19226.0,307.0,149.0,287.0,22185.0,9752.0,9752.0,8219.0,1533.0,05,149,2010-12-31
"Carroll County, Arkansas",27446,27446.0,24593.0,103.0,251.0,164.0,27446.0,13559.0,13559.0,11393.0,2166.0,05,015,2010-12-31
"Arkansas County, Arkansas",19019,19019.0,13659.0,4661.0,36.0,92.0,19019.0,9436.0,9436.0,8005.0,1431.0,05,001,2010-12-31
"Bradley County, Arkansas",11508,11508.0,6934.0,3173.0,56.0,27.0,11508.0,5860.0,5860.0,4673.0,1187.0,05,011,2010-12-31
"Boone County, Arkansas",36903,36903.0,35624.0,72.0,263.0,156.0,36903.0,16827.0,16827.0,15120.0,1707.0,05,009,2010-12-31
"Ashley County, Arkansas",21853,21853.0,15143.0,5640.0,70.0,40.0,21853.0,10137.0,10137.0,8765.0,1372.0,05,003,2010-12-31
"Baxter County, Arkansas",41513,41513.0,40231.0,67.0,232.0,169.0,41513.0,22580.0,22580.0,18748.0,3832.0,05,005,2010-12-31
"Benton County, Arkansas",221339,221339.0,182817.0,2814.0,3751.0,6319.0,221339.0,93084.0,93084.0,82087.0,10997.0,05,007,2010-12-31
"Calhoun County, Arkansas",5368,5368.0,4001.0,1192.0,15.0,11.0,5368.0,2897.0,2897.0,2262.0,635.0,05,013,2010-12-31
"Chicot County, Arkansas",11800,11800.0,4864.0,6381.0,23.0,55.0,11800.0,5421.0,5421.0,4579.0,842.0,05,017,2010-12-31
"Conway County, Arkansas",21273,21273.0,17917.0,2385.0,152.0,83.0,21273.0,9720.0,9720.0,8463.0,1257.0,05,029,2010-12-31
"Clark County, Arkansas",22995,22995.0,16518.0,5413.0,98.0,120.0,22995.0,10385.0,10385.0,8783.0,1602.0,05,019,2010-12-31
"Clay County, Arkansas",16083,16083.0,15682.0,56.0,42.0,20.0,16083.0,8031.0,8031.0,6845.0,1186.0,05,021,2010-12-31
"Cleburne County, Arkansas",25970,25970.0,25130.0,72.0,141.0,52.0,25970.0,15826.0,15826.0,11078.0,4748.0,05,023,2010-12-31
"Cleveland County, Arkansas",8689,8689.0,7452.0,1059.0,23.0,10.0,8689.0,4064.0,4064.0,3416.0,648.0,05,025,2010-12-31
"Columbia County, Arkansas",24552,24552.0,14696.0,9059.0,71.0,177.0,24552.0,11596.0,11596.0,9759.0,1837.0,05,027,2010-12-31
"Desha County, Arkansas",13008,13008.0,6230.0,6216.0,35.0,43.0,13008.0,6261.0,6261.0,5321.0,940.0,05,041,2010-12-31
"Craighead County, Arkansas",96443,96443.0,78323.0,12640.0,342.0,1075.0,96443.0,40515.0,40515.0,37291.0,3224.0,05,031,2010-12-31
"Crawford County, Arkansas",61948,61948.0,55194.0,725.0,1392.0,893.0,61948.0,26115.0,26115.0,23447.0,2668.0,05,033,2010-12-31
"Crittenden County, Arkansas",50902,50902.0,23446.0,26051.0,135.0,301.0,50902.0,21489.0,21489.0,19026.0,2463.0,05,035,2010-12-31
"Cross County, Arkansas",17870,17870.0,13495.0,3972.0,47.0,83.0,17870.0,7853.0,7853.0,7002.0,851.0,05,037,2010-12-31
"Dallas County, Arkansas",8116,8116.0,4476.0,3400.0,32.0,11.0,8116.0,4305.0,4305.0,3280.0,1025.0,05,039,2010-12-31
"Hempstead County, Arkansas",22609,22609.0,13431.0,6646.0,88.0,82.0,22609.0,10419.0,10419.0,8839.0,1580.0,05,057,2010-12-31
"Drew County, Arkansas",18509,18509.0,12739.0,5144.0,43.0,95.0,18509.0,8408.0,8408.0,7360.0,1048.0,05,043,2010-12-31
"Faulkner County, Arkansas",113237,113237.0,95420.0,11568.0,658.0,1277.0,113237.0,46612.0,46612.0,42614.0,3998.0,05,045,2010-12-31
"Garland County, Arkansas",96024,96024.0,82964.0,7615.0,587.0,695.0,96024.0,50548.0,50548.0,40994.0,9554.0,05,051,2010-12-31
"Franklin County, Arkansas",18125,18125.0,17221.0,130.0,189.0,162.0,18125.0,8021.0,8021.0,7037.0,984.0,05,047,2010-12-31
"Fulton County, Arkansas",12245,12245.0,11857.0,40.0,79.0,28.0,12245.0,6778.0,6778.0,5196.0,1582.0,05,049,2010-12-31
"Grant County, Arkansas",17853,17853.0,16940.0,390.0,77.0,48.0,17853.0,7758.0,7758.0,6933.0,825.0,05,053,2010-12-31
"Greene County, Arkansas",42090,42090.0,40578.0,233.0,209.0,108.0,42090.0,17892.0,17892.0,16425.0,1467.0,05,055,2010-12-31
"Jefferson County, Arkansas",77435,77435.0,32507.0,42639.0,213.0,601.0,77435.0,33006.0,33006.0,28873.0,4133.0,05,069,2010-12-31
"Hot Spring County, Arkansas",32923,32923.0,28179.0,3568.0,154.0,95.0,32923.0,14332.0,14332.0,12664.0,1668.0,05,059,2010-12-31
"Howard County, Arkansas",13789,13789.0,9894.0,2846.0,96.0,87.0,13789.0,6238.0,6238.0,5365.0,873.0,05,061,2010-12-31
"Independence County, Arkansas",36647,36647.0,33688.0,722.0,179.0,278.0,36647.0,16187.0,16187.0,14391.0,1796.0,05,063,2010-12-31
"Izard County, Arkansas",13696,13696.0,13118.0,175.0,105.0,41.0,13696.0,7232.0,7232.0,5731.0,1501.0,05,065,2010-12-31
"Jackson County, Arkansas",17997,17997.0,14363.0,3000.0,91.0,53.0,17997.0,7601.0,7601.0,6724.0,877.0,05,067,2010-12-31
"Miller County, Arkansas",43462,43462.0,31134.0,10667.0,293.0,198.0,43462.0,19281.0,19281.0,17219.0,2062.0,05,091,2010-12-31
"Johnson County, Arkansas",25540,25540.0,22280.0,364.0,226.0,175.0,25540.0,11311.0,11311.0,9812.0,1499.0,05,071,2010-12-31
"Lafayette County, Arkansas",7645,7645.0,4642.0,2845.0,17.0,26.0,7645.0,4353.0,4353.0,3150.0,1203.0,05,073,2010-12-31
"Lawrence County, Arkansas",17415,17415.0,16952.0,137.0,63.0,22.0,17415.0,8000.0,8000.0,6938.0,1062.0,05,075,2010-12-31
"Lee County, Arkansas",10424,10424.0,4381.0,5761.0,49.0,41.0,10424.0,4356.0,4356.0,3624.0,732.0,05,077,2010-12-31
"Lincoln County, Arkansas",14134,14134.0,9407.0,4223.0,38.0,27.0,14134.0,4860.0,4860.0,4207.0,653.0,05,079,2010-12-31
"Madison County, Arkansas",15717,15717.0,14711.0,28.0,190.0,81.0,15717.0,7481.0,7481.0,6174.0,1307.0,05,087,2010-12-31
"Marion County, Arkansas",16653,16653.0,16146.0,30.0,115.0,37.0,16653.0,9354.0,9354.0,7411.0,1943.0,05,089,2010-12-31
"Little River County, Arkansas",13171,13171.0,9948.0,2519.0,192.0,39.0,13171.0,6460.0,6460.0,5411.0,1049.0,05,081,2010-12-31
"Logan County, Arkansas",22353,22353.0,20844.0,297.0,237.0,361.0,22353.0,10108.0,10108.0,8704.0,1404.0,05,083,2010-12-31
"Lonoke County, Arkansas",68356,68356.0,61353.0,4075.0,363.0,532.0,68356.0,27239.0,27239.0,25295.0,1944.0,05,085,2010-12-31
"Ouachita County, Arkansas",26120,26120.0,14883.0,10468.0,86.0,95.0,26120.0,13121.0,13121.0,11003.0,2118.0,05,103,2010-12-31
"Mississippi County, Arkansas",46480,46480.0,28653.0,15817.0,136.0,233.0,46480.0,20459.0,20459.0,17741.0,2718.0,05,093,2010-12-31
