NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Bibb County, Alabama",22754.0,39.4,37.8,40.8,17461.0,4937.0,105.0,25.0,443.0,36447.0,17427.0,3898.0,9144.0,9138.0,8022.0,1116.0,90500.0,568.0,7091.0,1848.0,1267.0,416.0,58.0,110.0,7845.0,13.0,21491.0,11203.0,902.0,7091.0,5337.0,1754.0,01,007,2013-12-31
"Bullock County, Alabama",10746.0,39.6,39.2,41.2,3001.0,7614.0,4.0,6.0,611.0,32033.0,18628.0,2211.0,4794.0,4794.0,4076.0,718.0,70600.0,492.0,3741.0,727.0,386.0,366.0,158.0,28.0,4013.0,31.0,10252.0,5448.0,421.0,3741.0,2389.0,1352.0,01,011,2013-12-31
"Calhoun County, Alabama",117714.0,38.7,36.7,40.4,88358.0,24385.0,314.0,854.0,3953.0,39962.0,20828.0,25105.0,53488.0,53199.0,45644.0,7555.0,100600.0,615.0,45196.0,7996.0,7960.0,3455.0,609.0,602.0,44746.0,138.0,116279.0,55818.0,4443.0,45196.0,29999.0,15197.0,01,015,2013-12-31
"Clarke County, Alabama",25573.0,40.3,39.3,41.0,13798.0,11336.0,137.0,26.0,118.0,29357.0,18979.0,7416.0,10484.0,10484.0,8505.0,1979.0,85600.0,479.0,9631.0,2953.0,1194.0,549.0,133.0,51.0,8414.0,20.0,25338.0,11957.0,830.0,9631.0,6219.0,3412.0,01,025,2013-12-31
"Fayette County, Alabama",17110.0,43.5,41.3,46.5,14813.0,1952.0,36.0,34.0,229.0,33838.0,18494.0,3349.0,6807.0,6805.0,6141.0,664.0,71400.0,451.0,6956.0,1437.0,834.0,699.0,15.0,28.0,6050.0,1.0,16905.0,8273.0,623.0,6956.0,4814.0,2142.0,01,057,2013-12-31
"Marshall County, Alabama",93699.0,38.4,36.9,39.7,87150.0,1469.0,780.0,494.0,11594.0,39526.0,20382.0,18046.0,42325.0,42278.0,37950.0,4328.0,114000.0,594.0,34250.0,5975.0,6159.0,2475.0,589.0,211.0,36845.0,63.0,92770.0,45755.0,3970.0,34250.0,24209.0,10041.0,01,095,2013-12-31
"Blount County, Alabama",57623.0,39.6,37.9,41.3,54890.0,818.0,197.0,58.0,4800.0,44145.0,20730.0,9023.0,25523.0,25498.0,23015.0,2483.0,117100.0,600.0,21108.0,2659.0,3107.0,1223.0,253.0,114.0,22580.0,61.0,57167.0,28397.0,2251.0,21108.0,15667.0,5441.0,01,009,2013-12-31
"Madison County, Alabama",339279.0,37.4,35.9,38.6,234776.0,81606.0,2204.0,8448.0,15561.0,58434.0,31933.0,42565.0,179604.0,177987.0,160131.0,17856.0,164500.0,744.0,132975.0,15709.0,54199.0,24744.0,4049.0,3829.0,158828.0,585.0,335274.0,163359.0,12783.0,132975.0,87328.0,45647.0,01,089,2013-12-31
"Autauga County, Alabama",54907.0,37.5,36.4,38.5,42997.0,10076.0,138.0,525.0,1365.0,53682.0,24571.0,6615.0,27101.0,26418.0,23937.0,2481.0,136200.0,851.0,20071.0,2149.0,4899.0,1980.0,350.0,243.0,24144.0,39.0,53907.0,26109.0,2180.0,20071.0,14132.0,5939.0,01,001,2013-12-31
"Geneva County, Alabama",26791.0,41.9,41.9,42.0,23304.0,2554.0,32.0,28.0,923.0,35625.0,20199.0,5591.0,11994.0,11919.0,10795.0,1124.0,78100.0,573.0,10945.0,1694.0,1417.0,479.0,48.0,3.0,10458.0,0.0,26490.0,12887.0,1038.0,10945.0,7684.0,3261.0,01,061,2013-12-31
"St. Clair County, Alabama",84521.0,38.9,38.3,39.8,74696.0,7688.0,347.0,576.0,1816.0,50786.0,23872.0,12527.0,39755.0,39632.0,35366.0,4266.0,134600.0,757.0,31353.0,4116.0,6038.0,2104.0,434.0,395.0,34739.0,44.0,82474.0,40482.0,3485.0,31353.0,23181.0,8172.0,01,115,2013-12-31
"Baldwin County, Alabama",187114.0,41.5,40.4,42.7,161737.0,17733.0,1157.0,1331.0,8322.0,50221.0,26766.0,25752.0,90579.0,90296.0,81969.0,8327.0,168600.0,876.0,73283.0,31365.0,24337.0,8169.0,2111.0,1470.0,80619.0,163.0,184948.0,89712.0,7142.0,73283.0,51903.0,21380.0,01,003,2013-12-31
"Houston County, Alabama",102326.0,38.6,37.4,39.8,71505.0,26349.0,327.0,900.0,3146.0,40948.0,23316.0,18238.0,48448.0,48151.0,44194.0,3957.0,122300.0,663.0,39250.0,6236.0,8707.0,3468.0,881.0,503.0,43837.0,143.0,101134.0,48311.0,4147.0,39250.0,26581.0,12669.0,01,069,2013-12-31
"Tuscaloosa County, Alabama",196824.0,31.4,30.2,32.8,131877.0,59287.0,324.0,2653.0,6133.0,45408.0,22637.0,35293.0,94141.0,94081.0,86458.0,7623.0,153300.0,762.0,67882.0,17606.0,18830.0,8677.0,2260.0,1885.0,84677.0,535.0,195183.0,93974.0,7150.0,67882.0,44487.0,23395.0,01,125,2013-12-31
"Coffee County, Alabama",50468.0,37.8,36.1,39.5,38896.0,8563.0,419.0,732.0,3217.0,43768.0,23380.0,9238.0,22824.0,21237.0,19596.0,1641.0,131000.0,647.0,18820.0,3666.0,4861.0,2174.0,404.0,224.0,20655.0,24.0,48271.0,23270.0,2303.0,18820.0,12998.0,5822.0,01,031,2013-12-31
"Pike County, Alabama",32977.0,31.6,30.2,33.2,19429.0,12010.0,256.0,643.0,754.0,33090.0,19715.0,8563.0,16234.0,16156.0,14431.0,1725.0,101000.0,587.0,12959.0,2391.0,2733.0,1172.0,162.0,356.0,14073.0,78.0,32745.0,15585.0,945.0,12959.0,7900.0,5059.0,01,109,2013-12-31
"Chambers County, Alabama",34145.0,42.4,40.2,43.5,19881.0,13737.0,30.0,186.0,174.0,32402.0,19291.0,8114.0,15463.0,15458.0,12802.0,2656.0,81200.0,635.0,13722.0,3206.0,1852.0,720.0,122.0,110.0,12596.0,11.0,33801.0,16129.0,1148.0,13722.0,8999.0,4723.0,01,017,2013-12-31
"Montgomery County, Alabama",228980.0,34.8,33.1,36.4,91811.0,126372.0,637.0,4861.0,7971.0,44790.0,24975.0,46855.0,110666.0,108727.0,99071.0,9656.0,122900.0,812.0,88844.0,13293.0,28476.0,12652.0,2993.0,1992.0,98147.0,799.0,222940.0,104546.0,9364.0,88844.0,57030.0,31814.0,01,101,2013-12-31
"Henry County, Alabama",17308.0,42.7,41.5,44.3,11992.0,4741.0,0.0,338.0,408.0,41650.0,21924.0,2452.0,7718.0,7678.0,6749.0,929.0,97000.0,545.0,7001.0,1884.0,1181.0,697.0,100.0,40.0,6541.0,27.0,17085.0,8170.0,547.0,7001.0,4835.0,2166.0,01,067,2013-12-31
"Tallapoosa County, Alabama",41428.0,42.0,41.4,43.1,29333.0,11415.0,113.0,6.0,1030.0,39130.0,21434.0,8071.0,18530.0,18530.0,16422.0,2108.0,94900.0,585.0,16373.0,5668.0,3091.0,1183.0,251.0,192.0,16113.0,55.0,40854.0,19682.0,1409.0,16373.0,11634.0,4739.0,01,123,2013-12-31
"Wilcox County, Alabama",11531.0,39.0,36.8,40.8,3112.0,8402.0,0.0,0.0,18.0,23642.0,13379.0,4400.0,3569.0,3538.0,2579.0,959.0,67000.0,395.0,3866.0,1755.0,631.0,152.0,41.0,10.0,2556.0,5.0,11204.0,5205.0,451.0,3866.0,2572.0,1294.0,01,131,2013-12-31
"Monroe County, Alabama",22778.0,40.4,38.5,41.6,12572.0,9522.0,211.0,78.0,233.0,29203.0,15749.0,6452.0,8941.0,8933.0,7247.0,1686.0,76900.0,536.0,8333.0,2955.0,1183.0,226.0,117.0,98.0,7216.0,0.0,22554.0,10902.0,823.0,8333.0,5653.0,2680.0,01,099,2013-12-31
"Lawrence County, Alabama",34009.0,41.2,40.6,41.8,26379.0,3726.0,1895.0,52.0,633.0,38551.0,20181.0,5923.0,14921.0,14879.0,12984.0,1895.0,94200.0,531.0,13382.0,1782.0,1896.0,677.0,151.0,59.0,12773.0,35.0,33742.0,16434.0,1240.0,13382.0,9576.0,3806.0,01,079,2013-12-31
"Lee County, Alabama",144405.0,29.9,28.6,31.3,102363.0,33267.0,378.0,4211.0,5076.0,43542.0,23506.0,30605.0,72910.0,71855.0,65065.0,6790.0,146900.0,767.0,55864.0,7431.0,15324.0,7290.0,1457.0,2909.0,64385.0,574.0,142245.0,69601.0,5598.0,55864.0,33438.0,22426.0,01,081,2013-12-31
"Marion County, Alabama",30615.0,43.5,41.6,44.7,28766.0,1253.0,25.0,81.0,683.0,32888.0,19576.0,6196.0,13135.0,13115.0,11559.0,1556.0,78700.0,477.0,12700.0,1998.0,1221.0,646.0,159.0,33.0,11234.0,74.0,29754.0,14578.0,1113.0,12700.0,8912.0,3788.0,01,093,2013-12-31
"Pickens County, Alabama",19516.0,42.1,41.2,42.9,11149.0,8063.0,7.0,0.0,349.0,28741.0,17153.0,5213.0,7963.0,7963.0,6661.0,1302.0,81900.0,412.0,7926.0,1512.0,977.0,351.0,44.0,97.0,6508.0,60.0,19212.0,9103.0,697.0,7926.0,5221.0,2705.0,01,107,2013-12-31
"Sumter County, Alabama",13552.0,37.2,35.1,39.0,3361.0,9912.0,51.0,137.0,112.0,22186.0,14156.0,4958.0,5943.0,5943.0,4897.0,1046.0,74100.0,550.0,5060.0,1701.0,693.0,454.0,17.0,67.0,4773.0,6.0,13434.0,6088.0,407.0,5060.0,3179.0,1881.0,01,119,2013-12-31
"Jefferson County, Alabama",658552.0,37.2,35.4,38.9,350375.0,278565.0,1276.0,9712.0,25048.0,45429.0,26906.0,115966.0,325279.0,324642.0,291158.0,33484.0,140800.0,809.0,259634.0,41953.0,81219.0,32777.0,12244.0,6272.0,286822.0,2965.0,650673.0,307050.0,26650.0,259634.0,166244.0,93390.0,01,073,2013-12-31
"Choctaw County, Alabama",13687.0,44.2,42.6,45.7,7621.0,5888.0,0.0,8.0,39.0,33941.0,20323.0,2904.0,5487.0,5487.0,4713.0,774.0,58200.0,593.0,5518.0,1726.0,708.0,337.0,79.0,8.0,4564.0,2.0,13556.0,6567.0,498.0,5518.0,3552.0,1966.0,01,023,2013-12-31
"Franklin County, Alabama",31666.0,38.3,36.0,39.9,27962.0,1485.0,194.0,26.0,4766.0,36415.0,18888.0,6848.0,14054.0,14054.0,12648.0,1406.0,82300.0,527.0,12437.0,1553.0,1615.0,554.0,137.0,19.0,12476.0,6.0,31361.0,15442.0,1428.0,12437.0,8797.0,3640.0,01,059,2013-12-31
"Marengo County, Alabama",20669.0,41.8,40.7,42.6,9629.0,10765.0,13.0,42.0,389.0,35079.0,22072.0,4913.0,8403.0,8388.0,7495.0,893.0,89600.0,527.0,8464.0,1751.0,1569.0,660.0,106.0,99.0,7244.0,28.0,20460.0,9599.0,651.0,8464.0,5734.0,2730.0,01,091,2013-12-31
"Russell County, Alabama",55544.0,35.2,33.7,36.7,29925.0,23219.0,97.0,400.0,2359.0,36143.0,19678.0,12076.0,26034.0,25027.0,22048.0,2979.0,104400.0,712.0,21142.0,4243.0,4164.0,1305.0,219.0,88.0,22647.0,107.0,53992.0,25530.0,2463.0,21142.0,13510.0,7632.0,01,113,2013-12-31
"Cherokee County, Alabama",26034.0,45.0,44.3,45.6,24216.0,1257.0,126.0,73.0,357.0,34907.0,22030.0,5415.0,11437.0,11417.0,10217.0,1200.0,99400.0,609.0,11656.0,4524.0,1416.0,674.0,192.0,130.0,9860.0,11.0,25592.0,12677.0,882.0,11656.0,8384.0,3272.0,01,019,2013-12-31
"Covington County, Alabama",37847.0,42.4,41.4,43.9,31992.0,4799.0,201.0,128.0,544.0,35869.0,20391.0,7446.0,16772.0,16765.0,14928.0,1837.0,88800.0,579.0,15041.0,3726.0,2433.0,978.0,190.0,126.0,14679.0,47.0,37370.0,18001.0,1416.0,15041.0,10292.0,4749.0,01,039,2013-12-31
"Crenshaw County, Alabama",13955.0,40.6,39.7,42.2,10131.0,3172.0,62.0,203.0,231.0,36275.0,21343.0,2621.0,6303.0,6276.0,5678.0,598.0,70800.0,505.0,5601.0,1097.0,772.0,366.0,33.0,36.0,5628.0,0.0,13761.0,6676.0,410.0,5601.0,3700.0,1901.0,01,041,2013-12-31
"Dallas County, Alabama",43091.0,38.0,35.7,39.6,12600.0,29630.0,42.0,152.0,340.0,26519.0,17245.0,15143.0,17433.0,17415.0,13931.0,3484.0,75700.0,537.0,16173.0,4001.0,2470.0,1144.0,210.0,131.0,13541.0,43.0,42834.0,19786.0,1886.0,16173.0,9770.0,6403.0,01,047,2013-12-31
"Lauderdale County, Alabama",92666.0,40.8,39.5,42.1,80627.0,9353.0,420.0,738.0,2135.0,42844.0,23510.0,15594.0,43254.0,43218.0,39261.0,3957.0,114300.0,588.0,38458.0,5387.0,8260.0,3527.0,707.0,754.0,38518.0,73.0,91869.0,44097.0,3069.0,38458.0,25263.0,13195.0,01,077,2013-12-31
"Lowndes County, Alabama",11086.0,41.0,40.1,41.9,2839.0,8201.0,0.0,0.0,82.0,26230.0,18368.0,2937.0,4316.0,4294.0,3543.0,751.0,71400.0,534.0,4212.0,902.0,763.0,242.0,52.0,5.0,3373.0,9.0,10974.0,5149.0,326.0,4212.0,2621.0,1591.0,01,085,2013-12-31
"Macon County, Alabama",20803.0,36.8,34.6,38.7,3407.0,16882.0,187.0,12.0,295.0,30724.0,16826.0,5066.0,9323.0,9274.0,7587.0,1687.0,75700.0,584.0,8107.0,2117.0,1292.0,868.0,129.0,200.0,7437.0,19.0,20442.0,9293.0,708.0,8107.0,5079.0,3028.0,01,087,2013-12-31
"Limestone County, Alabama",85264.0,38.5,37.1,39.8,69430.0,10872.0,440.0,1005.0,4785.0,48619.0,25020.0,11933.0,40049.0,39796.0,36166.0,3630.0,134500.0,615.0,31794.0,3165.0,9009.0,3561.0,349.0,299.0,35594.0,118.0,81083.0,39167.0,3444.0,31794.0,23059.0,8735.0,01,083,2013-12-31
"Shelby County, Alabama",198366.0,37.3,36.4,38.1,163385.0,22153.0,572.0,4014.0,11678.0,68770.0,33313.0,15538.0,105201.0,105044.0,98202.0,6842.0,193000.0,917.0,74144.0,7314.0,36365.0,12169.0,3106.0,1818.0,96322.0,145.0,196951.0,95879.0,8110.0,74144.0,53404.0,20740.0,01,117,2013-12-31
"Winston County, Alabama",24342.0,43.6,42.9,44.6,23442.0,173.0,149.0,41.0,652.0,32900.0,18995.0,5699.0,10206.0,10202.0,9136.0,1066.0,82500.0,520.0,9489.0,3904.0,1057.0,509.0,93.0,136.0,8687.0,29.0,23970.0,11608.0,801.0,9489.0,6560.0,2929.0,01,133,2013-12-31
"Cullman County, Alabama",80499.0,40.4,39.2,41.6,77157.0,917.0,304.0,394.0,3451.0,38847.0,20760.0,14903.0,36613.0,36592.0,33043.0,3549.0,106100.0,605.0,31342.0,5599.0,5047.0,2082.0,739.0,268.0,32171.0,14.0,79716.0,39413.0,3190.0,31342.0,22418.0,8924.0,01,043,2013-12-31
"Elmore County, Alabama",79895.0,37.8,37.0,38.5,60425.0,16365.0,296.0,561.0,2152.0,54766.0,23856.0,9930.0,37903.0,37405.0,34061.0,3344.0,144600.0,774.0,28324.0,4359.0,7237.0,3371.0,452.0,214.0,33370.0,41.0,73904.0,34295.0,3038.0,28324.0,20863.0,7461.0,01,051,2013-12-31
"Jackson County, Alabama",53171.0,42.0,40.5,43.4,48888.0,1732.0,993.0,222.0,1371.0,37634.0,20486.0,8397.0,23655.0,23655.0,21246.0,2409.0,93400.0,516.0,20765.0,3944.0,2879.0,1428.0,425.0,107.0,20696.0,19.0,52697.0,26048.0,1886.0,20765.0,14635.0,6130.0,01,071,2013-12-31
"Talladega County, Alabama",81845.0,40.0,39.0,40.8,53548.0,26208.0,294.0,343.0,1698.0,35439.0,19410.0,17989.0,36274.0,36220.0,30760.0,5460.0,92600.0,589.0,31486.0,5556.0,4565.0,2012.0,502.0,211.0,29890.0,215.0,79189.0,37640.0,2937.0,31486.0,22367.0,9119.0,01,121,2013-12-31
"Washington County, Alabama",17284.0,39.8,38.2,41.8,11333.0,4211.0,1354.0,179.0,185.0,42156.0,20395.0,3132.0,7538.0,7535.0,5997.0,1538.0,83900.0,614.0,6620.0,1743.0,750.0,276.0,60.0,9.0,5803.0,0.0,17145.0,8477.0,616.0,6620.0,4834.0,1786.0,01,129,2013-12-31
"Clay County, Alabama",13703.0,42.1,39.9,44.0,11240.0,2090.0,12.0,0.0,415.0,34002.0,18694.0,2540.0,5903.0,5893.0,5132.0,761.0,79900.0,424.0,5649.0,1099.0,578.0,241.0,35.0,33.0,4914.0,30.0,13415.0,6612.0,423.0,5649.0,3920.0,1729.0,01,027,2013-12-31
"Morgan County, Alabama",119673.0,39.0,37.5,40.8,99090.0,14305.0,989.0,807.0,9151.0,44800.0,23764.0,18564.0,58959.0,58867.0,51905.0,6962.0,120500.0,603.0,46192.0,5001.0,10766.0,3987.0,927.0,498.0,50960.0,29.0,117949.0,57655.0,4615.0,46192.0,31975.0,14217.0,01,103,2013-12-31
"Chilton County, Alabama",43744.0,38.0,37.1,39.0,37447.0,4358.0,152.0,108.0,3356.0,41250.0,20701.0,8443.0,19878.0,19864.0,17824.0,2040.0,102600.0,626.0,16232.0,2963.0,2399.0,1124.0,161.0,102.0,17574.0,40.0,43415.0,21319.0,1783.0,16232.0,12109.0,4123.0,01,021,2013-12-31
"Colbert County, Alabama",54456.0,41.7,40.2,43.4,43672.0,8853.0,323.0,222.0,1201.0,39077.0,21572.0,9651.0,23860.0,23830.0,21470.0,2360.0,99300.0,617.0,22260.0,3562.0,4328.0,1642.0,440.0,296.0,21061.0,20.0,53996.0,25970.0,1920.0,22260.0,15112.0,7148.0,01,033,2013-12-31
"Aleutians West Census Area, Alaska",5538.0,38.6,38.7,38.0,1826.0,362.0,781.0,1737.0,591.0,81853.0,31790.0,488.0,4087.0,4002.0,3842.0,160.0,218400.0,1246.0,1033.0,911.0,371.0,160.0,5.0,4.0,3871.0,10.0,5303.0,3420.0,137.0,1033.0,623.0,410.0,02,016,2013-12-31
"Bristol Bay Borough, Alaska",933.0,40.9,43.8,36.9,521.0,1.0,287.0,4.0,51.0,79531.0,37024.0,73.0,527.0,524.0,500.0,24.0,175000.0,1117.0,384.0,569.0,72.0,48.0,0.0,0.0,491.0,1.0,929.0,498.0,33.0,384.0,261.0,123.0,02,060,2013-12-31
"Northwest Arctic Borough, Alaska",7624.0,25.7,26.2,25.2,902.0,46.0,6208.0,44.0,87.0,61607.0,21461.0,1662.0,3374.0,3374.0,2489.0,885.0,131000.0,1121.0,1828.0,882.0,233.0,130.0,47.0,22.0,2371.0,16.0,7600.0,4079.0,542.0,1828.0,1464.0,364.0,02,188,2013-12-31
"Bethel Census Area, Alaska",17356.0,26.2,26.4,26.0,2001.0,97.0,14176.0,186.0,238.0,51689.0,18497.0,3880.0,7434.0,7432.0,6049.0,1383.0,189600.0,1177.0,4358.0,1552.0,708.0,233.0,66.0,49.0,5885.0,5.0,17123.0,8873.0,1107.0,4358.0,3226.0,1132.0,02,050,2013-12-31
"Wade Hampton Census Area, Alaska",7678.0,22.0,22.0,21.9,276.0,15.0,6946.0,38.0,17.0,40176.0,11210.0,2398.0,2878.0,2825.0,2032.0,793.0,109300.0,666.0,1744.0,447.0,129.0,53.0,2.0,0.0,2012.0,1.0,7623.0,3999.0,651.0,1744.0,1451.0,293.0,02,270,2013-12-31
"Sitka City and Borough, Alaska",8945.0,38.5,38.3,38.8,5865.0,72.0,1605.0,479.0,475.0,69405.0,32521.0,879.0,5099.0,4969.0,4704.0,265.0,323200.0,1139.0,3554.0,541.0,1294.0,599.0,84.0,103.0,4680.0,94.0,8711.0,4374.0,451.0,3554.0,2308.0,1246.0,02,220,2013-12-31
"Ketchikan Gateway Borough, Alaska",13595.0,38.7,38.3,39.4,9233.0,37.0,2001.0,837.0,601.0,62519.0,31589.0,1363.0,7578.0,7347.0,6708.0,639.0,265600.0,1022.0,5295.0,883.0,1605.0,527.0,146.0,60.0,6753.0,159.0,13233.0,6748.0,520.0,5295.0,3343.0,1952.0,02,130,2013-12-31
"Matanuska-Susitna Borough, Alaska",91519.0,34.7,34.4,35.0,77586.0,838.0,4446.0,1164.0,3696.0,71037.0,29534.0,8897.0,44152.0,43774.0,39190.0,4584.0,218900.0,1026.0,31123.0,9983.0,8423.0,2673.0,687.0,439.0,37868.0,344.0,90110.0,46166.0,4302.0,31123.0,22437.0,8686.0,02,170,2013-12-31
