NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
Nevada,2704204.0,36.3,35.8,37.0,1970074.0,218305.0,30061.0,196245.0,717835.0,54083.0,27003.0,379197.0,1414374.0,1404075.0,1237659.0,166416.0,190900.0,1001.0,992896.0,178404.0,264760.0,91395.0,28049.0,13705.0,1223670.0,41560.0,2668199.0,1336425.0,115930.0,992896.0,645210.0,347686.0,32,2012-12-31
New Hampshire,1317474.0,41.1,40.3,42.0,1241440.0,15339.0,2470.0,28684.0,37355.0,64925.0,32758.0,107800.0,745330.0,743662.0,694736.0,48926.0,245600.0,972.0,516845.0,97150.0,191995.0,83170.0,16021.0,12184.0,679196.0,5390.0,1302651.0,641624.0,42911.0,516845.0,347244.0,169601.0,33,2012-12-31
New Jersey,8793888.0,38.9,37.4,40.3,6121023.0,1187307.0,21702.0,736015.0,1557680.0,71637.0,35928.0,850559.0,4672338.0,4663005.0,4219677.0,443328.0,337900.0,1154.0,3186878.0,368986.0,1314380.0,570273.0,143891.0,83554.0,4127735.0,442221.0,8682727.0,4208913.0,331645.0,3186878.0,2205530.0,981348.0,34,2012-12-31
New Mexico,2055287.0,36.6,35.2,38.0,1492641.0,41634.0,189785.0,26855.0,952569.0,44886.0,23749.0,393139.0,979619.0,970728.0,882461.0,88267.0,161500.0,736.0,763844.0,136660.0,195148.0,101223.0,22052.0,23455.0,873552.0,9379.0,2021099.0,989126.0,88516.0,763844.0,500987.0,262857.0,35,2012-12-31
New York,19398125.0,38.0,36.3,39.4,12808268.0,3037255.0,69500.0,1445539.0,3425845.0,57683.0,32104.0,2814409.0,9969586.0,9943091.0,9073362.0,869729.0,295300.0,1061.0,7230896.0,871327.0,2442722.0,1320436.0,357042.0,175706.0,8877453.0,2379627.0,19138275.0,9223398.0,710411.0,7230896.0,4646324.0,2584572.0,36,2012-12-31
North Carolina,9544249.0,37.4,36.0,38.7,6659867.0,2047092.0,110171.0,211708.0,796293.0,46450.0,25285.0,1563464.0,4832418.0,4743685.0,4246096.0,497589.0,153600.0,759.0,3693221.0,631867.0,1126665.0,402677.0,95003.0,72300.0,4237689.0,46150.0,9341367.0,4494124.0,385062.0,3693221.0,2464763.0,1228458.0,37,2012-12-31
North Dakota,676253.0,36.9,35.3,38.6,608799.0,8286.0,36160.0,6869.0,14195.0,51641.0,28700.0,78930.0,383089.0,377491.0,364782.0,12709.0,123900.0,610.0,282667.0,36801.0,86925.0,22792.0,5850.0,4233.0,363094.0,1805.0,660952.0,332543.0,26925.0,282667.0,173196.0,109471.0,38,2012-12-31
Ohio,11533561.0,38.8,37.4,40.1,9577732.0,1403238.0,21447.0,196395.0,354910.0,48246.0,25857.0,1723485.0,5880517.0,5869359.0,5300141.0,569218.0,133700.0,710.0,4555709.0,568794.0,1207216.0,504926.0,122033.0,74264.0,5196293.0,88620.0,11356139.0,5519642.0,440376.0,4555709.0,2962217.0,1593492.0,39,2012-12-31
Oklahoma,3749005.0,36.3,34.9,37.7,2766297.0,270993.0,261060.0,65643.0,331057.0,44891.0,24046.0,602598.0,1834109.0,1812594.0,1689965.0,122629.0,110800.0,679.0,1439292.0,225112.0,379676.0,132273.0,33773.0,20778.0,1676739.0,7833.0,3663645.0,1792225.0,159827.0,1439292.0,960435.0,478857.0,40,2012-12-31
Oregon,3836628.0,38.4,37.3,39.5,3272707.0,69377.0,52637.0,143652.0,449888.0,50036.0,26702.0,584059.0,1957085.0,1953903.0,1743524.0,210379.0,246100.0,854.0,1512718.0,160875.0,483035.0,193598.0,52297.0,34981.0,1705593.0,71925.0,3796881.0,1869369.0,144381.0,1512718.0,964274.0,548444.0,41,2012-12-31
Pennsylvania,12699589.0,40.1,38.6,41.5,10475818.0,1372144.0,19247.0,351626.0,721899.0,52267.0,28190.0,1604464.0,6487488.0,6478705.0,5930125.0,548580.0,164900.0,794.0,4959633.0,604199.0,1439079.0,632138.0,161689.0,108971.0,5808681.0,315152.0,12492799.0,6056166.0,447282.0,4959633.0,3227194.0,1732439.0,42,2012-12-31
Rhode Island,1052471.0,39.4,37.6,40.9,859686.0,64711.0,4784.0,31863.0,131316.0,56102.0,30005.0,133462.0,568800.0,565227.0,511323.0,53904.0,259400.0,908.0,410639.0,51964.0,131880.0,61253.0,15345.0,9847.0,500642.0,14544.0,1035336.0,498696.0,35368.0,410639.0,256100.0,154539.0,44,2012-12-31
South Carolina,4630351.0,37.9,36.3,39.3,3108466.0,1290704.0,15122.0,57635.0,232926.0,44623.0,23906.0,787788.0,2280559.0,2244057.0,1995222.0,248835.0,137400.0,749.0,1768255.0,366201.0,486253.0,196332.0,43745.0,28957.0,1988444.0,11926.0,4527713.0,2173330.0,182562.0,1768255.0,1192051.0,576204.0,45,2012-12-31
South Dakota,815871.0,37.1,35.7,38.5,701466.0,10331.0,71532.0,8060.0,22778.0,49091.0,25570.0,108319.0,441775.0,438374.0,416687.0,21687.0,129800.0,617.0,320467.0,43326.0,97147.0,28292.0,7730.0,5354.0,412161.0,2313.0,797646.0,397860.0,35558.0,320467.0,207727.0,112740.0,46,2012-12-31
Tennessee,6353226.0,38.0,36.6,39.2,4982977.0,1060494.0,15991.0,92800.0,288582.0,44140.0,24294.0,1069017.0,3137286.0,3120089.0,2815491.0,304598.0,138700.0,726.0,2468841.0,343013.0,644834.0,242471.0,66347.0,45022.0,2762765.0,22031.0,6251368.0,3027169.0,248947.0,2468841.0,1650513.0,818328.0,47,2012-12-31
Texas,25208897.0,33.6,32.6,34.7,18670767.0,2972834.0,127794.0,979385.0,9479670.0,51563.0,25809.0,4270218.0,12507191.0,12401364.0,11440956.0,960408.0,128000.0,834.0,8782598.0,1195539.0,2761112.0,983558.0,238370.0,156768.0,11314152.0,181413.0,24723454.0,12133642.0,1182058.0,8782598.0,6140838.0,2641760.0,48,2012-12-31
Vermont,625498.0,41.7,40.5,42.9,596251.0,5804.0,1855.0,7891.0,9452.0,54168.0,28846.0,69411.0,350996.0,350410.0,327499.0,22911.0,215800.0,864.0,256830.0,65413.0,89459.0,41527.0,9638.0,7000.0,319359.0,3611.0,619339.0,305227.0,19705.0,256830.0,161722.0,95108.0,50,2012-12-31
Utah,2766233.0,29.3,28.8,29.8,2465277.0,29912.0,30823.0,56081.0,357893.0,58164.0,23794.0,329564.0,1368252.0,1361725.0,1265221.0,96504.0,217800.0,839.0,880873.0,98975.0,317521.0,108029.0,25576.0,20059.0,1249915.0,29804.0,2737627.0,1368830.0,161141.0,880873.0,659829.0,221044.0,49,2012-12-31
Virginia,8014955.0,37.4,36.1,38.7,5575445.0,1561042.0,25205.0,443460.0,631669.0,63636.0,33326.0,859032.0,4276515.0,4154410.0,3867416.0,286994.0,249700.0,1060.0,3006219.0,359636.0,1085567.0,559558.0,129621.0,82831.0,3906766.0,173078.0,7788504.0,3755563.0,311542.0,3006219.0,2025903.0,980316.0,51,2012-12-31
Washington,6738714.0,37.2,36.2,38.3,5304864.0,238255.0,93416.0,484047.0,754366.0,59374.0,30661.0,853960.0,3511749.0,3459542.0,3150493.0,309049.0,272900.0,951.0,2619995.0,264191.0,910457.0,360748.0,91015.0,60889.0,3127950.0,177087.0,6628521.0,3274973.0,269207.0,2619995.0,1689518.0,930477.0,53,2012-12-31
West Virginia,1850481.0,41.3,40.1,42.6,1737369.0,58260.0,2934.0,12694.0,22026.0,40400.0,22482.0,316526.0,827489.0,825927.0,760812.0,65115.0,97300.0,594.0,742674.0,139566.0,142236.0,62806.0,16381.0,9995.0,743046.0,6000.0,1820798.0,891930.0,64136.0,742674.0,484531.0,258143.0,54,2012-12-31
Wisconsin,5687219.0,38.5,37.4,39.6,4961852.0,353470.0,49289.0,129550.0,335208.0,52627.0,27426.0,690832.0,3090671.0,3086774.0,2856318.0,230456.0,169000.0,749.0,2286339.0,334062.0,663920.0,242679.0,58562.0,38052.0,2807856.0,50891.0,5609422.0,2771404.0,218721.0,2286339.0,1476851.0,809488.0,55,2012-12-31
Wyoming,562803.0,36.9,36.1,37.9,513021.0,4689.0,12951.0,4392.0,50313.0,56573.0,28858.0,60636.0,307324.0,304384.0,288847.0,15537.0,184400.0,733.0,221479.0,39951.0,60011.0,21694.0,4711.0,3615.0,285577.0,4706.0,553168.0,279947.0,24091.0,221479.0,145992.0,75487.0,56,2012-12-31
Puerto Rico,3716727.0,37.0,35.1,38.7,2631788.0,282162.0,8608.0,12495.0,3675889.0,19515.0,10850.0,1658412.0,1365560.0,1363646.0,1121428.0,242218.0,121500.0,449.0,1217584.0,279346.0,401067.0,99711.0,29776.0,18276.0,1079211.0,30525.0,3690113.0,1760357.0,135858.0,1217584.0,887615.0,329969.0,72,2012-12-31
