NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Macon County, Alabama",19358.0,38.0,35.9,39.6,3060.0,15903.0,55.0,38.0,315.0,32308.0,19564.0,4380.0,8607.0,8599.0,7348.0,1251.0,77100.0,603.0,7852.0,2412.0,1332.0,801.0,165.0,168.0,7178.0,71.0,19141.0,8753.0,615.0,7852.0,4614.0,3238.0,01,087,2017-12-31
"Limestone County, Alabama",91695.0,39.1,38.1,40.5,74794.0,12042.0,724.0,1165.0,5323.0,52831.0,26685.0,13138.0,42011.0,41901.0,38944.0,2957.0,146300.0,622.0,32386.0,3473.0,10410.0,4085.0,553.0,446.0,38648.0,30.0,88681.0,43097.0,3384.0,32386.0,23089.0,9297.0,01,083,2017-12-31
"Shelby County, Alabama",208721.0,38.5,37.7,39.3,168535.0,24669.0,468.0,3973.0,12045.0,74063.0,35330.0,17127.0,108917.0,108743.0,104093.0,4650.0,199500.0,975.0,76868.0,8175.0,39369.0,15003.0,3304.0,1983.0,102784.0,94.0,207053.0,100245.0,7485.0,76868.0,55148.0,21720.0,01,117,2017-12-31
"St. Clair County, Alabama",86937.0,40.1,39.0,41.6,76026.0,8126.0,241.0,732.0,2003.0,53483.0,24686.0,11656.0,40930.0,40876.0,38522.0,2354.0,142800.0,723.0,32486.0,4038.0,6366.0,2391.0,443.0,443.0,37923.0,53.0,85000.0,41658.0,3289.0,32486.0,23503.0,8983.0,01,115,2017-12-31
"Winston County, Alabama",23968.0,44.6,43.7,45.8,23135.0,124.0,65.0,70.0,717.0,35362.0,20580.0,4395.0,9844.0,9827.0,8902.0,925.0,82900.0,528.0,9439.0,4155.0,1354.0,620.0,146.0,110.0,8476.0,2.0,23646.0,11675.0,780.0,9439.0,6306.0,3133.0,01,133,2017-12-31
"Baldwin County, Alabama",203360.0,42.6,41.2,44.0,175961.0,19414.0,1668.0,1405.0,9029.0,52562.0,29364.0,23728.0,94968.0,94742.0,89527.0,5215.0,182000.0,904.0,76133.0,33890.0,29237.0,10714.0,2885.0,1132.0,87837.0,95.0,200929.0,97535.0,7221.0,76133.0,50029.0,26104.0,01,003,2017-12-31
"Cullman County, Alabama",81703.0,40.6,39.5,42.0,78056.0,948.0,350.0,528.0,3466.0,40997.0,21857.0,13157.0,34082.0,34034.0,32072.0,1962.0,121900.0,644.0,31097.0,6427.0,5409.0,2206.0,634.0,208.0,31603.0,35.0,80867.0,39690.0,3150.0,31097.0,21549.0,9548.0,01,043,2017-12-31
"Elmore County, Alabama",80989.0,38.5,37.5,39.6,60877.0,17338.0,281.0,461.0,2316.0,54981.0,26251.0,10299.0,36128.0,35667.0,33054.0,2613.0,155300.0,825.0,29115.0,4683.0,7983.0,3614.0,603.0,429.0,32647.0,46.0,75789.0,35522.0,2939.0,29115.0,20929.0,8186.0,01,051,2017-12-31
"Houston County, Alabama",104108.0,39.6,37.6,41.3,72271.0,27844.0,403.0,899.0,3366.0,42803.0,24781.0,19030.0,47889.0,47750.0,44108.0,3642.0,127100.0,725.0,39560.0,7309.0,9418.0,3939.0,1058.0,488.0,43572.0,56.0,103300.0,49346.0,3914.0,39560.0,25917.0,13643.0,01,069,2017-12-31
"Jackson County, Alabama",52326.0,43.0,41.4,44.4,47628.0,1699.0,573.0,238.0,1493.0,39281.0,20946.0,9827.0,21967.0,21960.0,20261.0,1699.0,105000.0,607.0,20368.0,4651.0,3192.0,1331.0,161.0,272.0,19975.0,12.0,51817.0,25445.0,1831.0,20368.0,14140.0,6228.0,01,071,2017-12-31
"Talladega County, Alabama",80888.0,40.6,39.9,41.3,51980.0,26004.0,294.0,469.0,1791.0,39219.0,21382.0,14946.0,34399.0,34377.0,30937.0,3440.0,95200.0,598.0,31651.0,5912.0,4620.0,2296.0,474.0,216.0,30156.0,145.0,77941.0,36789.0,2532.0,31651.0,21221.0,10430.0,01,121,2017-12-31
"Tuscaloosa County, Alabama",204424.0,32.3,30.9,33.8,132281.0,63965.0,346.0,3135.0,7128.0,50513.0,24895.0,33597.0,97628.0,97511.0,90941.0,6570.0,161700.0,816.0,71507.0,17912.0,23230.0,10010.0,1987.0,2598.0,89791.0,435.0,202930.0,97835.0,7422.0,71507.0,47165.0,24342.0,01,125,2017-12-31
"Washington County, Alabama",16746.0,43.5,39.6,46.4,10970.0,4120.0,1270.0,159.0,81.0,42185.0,23239.0,3644.0,6418.0,6418.0,5710.0,708.0,83900.0,657.0,6001.0,2480.0,785.0,358.0,95.0,0.0,5612.0,0.0,16621.0,8265.0,482.0,6001.0,4321.0,1680.0,01,129,2017-12-31
"Clay County, Alabama",13407.0,43.8,43.8,43.8,11148.0,1979.0,120.0,6.0,417.0,37287.0,21330.0,2493.0,5888.0,5888.0,5509.0,379.0,89300.0,482.0,5338.0,1459.0,562.0,317.0,45.0,46.0,5402.0,0.0,13153.0,6361.0,449.0,5338.0,3742.0,1596.0,01,027,2017-12-31
"Coffee County, Alabama",51073.0,39.3,38.3,40.2,38956.0,8834.0,542.0,659.0,3402.0,49821.0,26216.0,8122.0,24112.0,23030.0,21639.0,1391.0,147800.0,731.0,19620.0,3418.0,5111.0,2193.0,307.0,266.0,22159.0,3.0,49425.0,23913.0,1993.0,19620.0,13431.0,6189.0,01,031,2017-12-31
"Morgan County, Alabama",119157.0,40.1,38.5,41.9,96748.0,14790.0,669.0,779.0,9485.0,47529.0,25013.0,19448.0,54149.0,54107.0,50611.0,3496.0,128200.0,622.0,45904.0,5874.0,11822.0,4040.0,897.0,383.0,49709.0,60.0,117243.0,57549.0,4399.0,45904.0,31591.0,14313.0,01,103,2017-12-31
"Pike County, Alabama",33287.0,31.4,28.8,32.8,18995.0,12648.0,213.0,731.0,282.0,35684.0,20808.0,8224.0,15742.0,15718.0,14352.0,1366.0,109200.0,637.0,12284.0,3726.0,2930.0,1417.0,149.0,364.0,14028.0,3.0,33081.0,15830.0,1017.0,12284.0,7320.0,4964.0,01,109,2017-12-31
"Chilton County, Alabama",43805.0,38.9,38.0,39.7,36497.0,4184.0,254.0,187.0,3371.0,43501.0,23368.0,8392.0,18963.0,18946.0,17675.0,1271.0,98600.0,678.0,16768.0,2750.0,2809.0,1268.0,289.0,118.0,17386.0,18.0,43473.0,21324.0,1714.0,16768.0,11920.0,4848.0,01,021,2017-12-31
"Colbert County, Alabama",54435.0,42.5,41.1,44.2,43315.0,8722.0,404.0,274.0,1313.0,45477.0,23675.0,9056.0,23868.0,23833.0,22180.0,1653.0,108500.0,655.0,21983.0,4350.0,4403.0,2297.0,331.0,176.0,21809.0,22.0,53993.0,25857.0,1750.0,21983.0,14964.0,7019.0,01,033,2017-12-31
"Dale County, Alabama",49393.0,37.1,35.1,39.5,36202.0,9606.0,257.0,503.0,2994.0,44711.0,23194.0,9441.0,22535.0,20085.0,17988.0,2097.0,108000.0,672.0,18825.0,4175.0,3688.0,1520.0,270.0,109.0,20282.0,28.0,46471.0,22061.0,1901.0,18825.0,12724.0,6101.0,01,045,2017-12-31
"Hale County, Alabama",14995.0,39.8,38.1,42.2,5928.0,8802.0,25.0,26.0,196.0,34679.0,20269.0,3852.0,5971.0,5949.0,5252.0,697.0,88800.0,483.0,5664.0,2089.0,1008.0,286.0,136.0,34.0,5148.0,0.0,14762.0,6934.0,599.0,5664.0,3661.0,2003.0,01,065,2017-12-31
"Etowah County, Alabama",103132.0,40.9,39.8,42.4,83436.0,16039.0,729.0,706.0,3794.0,42064.0,22278.0,18166.0,44843.0,44818.0,41412.0,3406.0,105100.0,634.0,39061.0,8578.0,7435.0,3328.0,918.0,438.0,40402.0,105.0,102339.0,49421.0,3435.0,39061.0,26410.0,12651.0,01,055,2017-12-31
"DeKalb County, Alabama",71194.0,39.0,38.2,39.7,61415.0,1040.0,963.0,208.0,10178.0,38842.0,20020.0,15115.0,29953.0,29945.0,28416.0,1529.0,102900.0,579.0,25482.0,5902.0,3638.0,1875.0,428.0,261.0,28110.0,12.0,70448.0,34892.0,2720.0,25482.0,17992.0,7490.0,01,049,2017-12-31
"Escambia County, Alabama",37621.0,39.6,38.2,41.2,23087.0,12128.0,1371.0,149.0,809.0,35026.0,18164.0,8281.0,14064.0,14064.0,12134.0,1930.0,94500.0,580.0,13226.0,3330.0,1956.0,848.0,238.0,104.0,11916.0,12.0,34883.0,16683.0,1436.0,13226.0,8513.0,4713.0,01,053,2017-12-31
"Lamar County, Alabama",14021.0,44.5,44.1,45.8,12264.0,1520.0,45.0,0.0,212.0,36016.0,21152.0,3191.0,5835.0,5835.0,5376.0,459.0,71500.0,409.0,6019.0,1371.0,880.0,365.0,28.0,44.0,5317.0,30.0,13856.0,6786.0,501.0,6019.0,4049.0,1970.0,01,075,2017-12-31
"Randolph County, Alabama",22530.0,42.7,41.0,44.2,17341.0,4500.0,48.0,36.0,665.0,39485.0,20983.0,4102.0,9095.0,9095.0,8565.0,530.0,85200.0,588.0,8867.0,3176.0,1415.0,725.0,89.0,40.0,8400.0,10.0,22276.0,10907.0,746.0,8867.0,6069.0,2798.0,01,111,2017-12-31
"Butler County, Alabama",20126.0,40.7,39.5,41.9,10547.0,9030.0,13.0,224.0,64.0,36326.0,19004.0,4835.0,8386.0,8367.0,7727.0,640.0,88800.0,585.0,7050.0,2958.0,1342.0,667.0,132.0,112.0,7623.0,0.0,19832.0,9270.0,751.0,7050.0,4565.0,2485.0,01,013,2017-12-31
"Mobile County, Alabama",414328.0,37.3,36.0,38.6,245542.0,146423.0,2545.0,8127.0,11416.0,45802.0,24347.0,78256.0,187844.0,187172.0,173195.0,13977.0,124500.0,828.0,153794.0,28711.0,42066.0,15743.0,3606.0,2130.0,171077.0,839.0,406941.0,192299.0,16191.0,153794.0,102345.0,51449.0,01,097,2017-12-31
"Perry County, Alabama",9680.0,37.6,35.1,41.0,2875.0,6735.0,7.0,23.0,67.0,22973.0,13449.0,3706.0,2810.0,2810.0,2478.0,332.0,69100.0,512.0,3039.0,1709.0,512.0,401.0,11.0,67.0,2439.0,0.0,9532.0,4565.0,496.0,3039.0,1810.0,1229.0,01,105,2017-12-31
"Walker County, Alabama",64927.0,42.3,40.9,43.5,59223.0,3963.0,100.0,306.0,1531.0,38872.0,21217.0,13754.0,27010.0,26981.0,24280.0,2701.0,87300.0,609.0,25143.0,5845.0,3014.0,1451.0,442.0,103.0,23873.0,63.0,64196.0,31316.0,2431.0,25143.0,17640.0,7503.0,01,127,2017-12-31
"Cleburne County, Alabama",14939.0,41.7,40.8,43.1,14127.0,424.0,43.0,81.0,356.0,37396.0,20873.0,2800.0,6261.0,6232.0,5743.0,489.0,111800.0,549.0,5773.0,1008.0,807.0,318.0,120.0,38.0,5469.0,1.0,14758.0,7259.0,566.0,5773.0,3879.0,1894.0,01,029,2017-12-31
"Conecuh County, Alabama",12649.0,44.5,42.9,45.1,6494.0,5879.0,21.0,4.0,231.0,30434.0,16337.0,3316.0,4614.0,4614.0,3945.0,669.0,76100.0,566.0,4716.0,2409.0,458.0,267.0,30.0,13.0,3897.0,14.0,12603.0,6002.0,373.0,4716.0,3107.0,1609.0,01,035,2017-12-31
"Greene County, Alabama",8533.0,42.0,36.4,45.7,1459.0,6853.0,54.0,0.0,101.0,20954.0,14197.0,3293.0,2830.0,2830.0,2411.0,419.0,67700.0,533.0,3025.0,2031.0,486.0,125.0,15.0,37.0,2402.0,0.0,8480.0,4043.0,377.0,3025.0,1843.0,1182.0,01,063,2017-12-31
"Barbour County, Alabama",26201.0,39.7,37.9,43.1,12200.0,12588.0,54.0,165.0,1104.0,33368.0,17561.0,6332.0,10139.0,10139.0,8878.0,1261.0,89300.0,569.0,9191.0,2727.0,1403.0,656.0,90.0,69.0,8683.0,22.0,23326.0,11225.0,880.0,9191.0,6041.0,3150.0,01,005,2017-12-31
"Bibb County, Alabama",22580.0,39.8,36.7,43.4,17323.0,4979.0,82.0,0.0,531.0,43404.0,20911.0,3133.0,8901.0,8899.0,8171.0,728.0,105500.0,710.0,6916.0,2196.0,1289.0,617.0,92.0,99.0,8024.0,53.0,20553.0,10329.0,845.0,6916.0,5302.0,1614.0,01,007,2017-12-31
"Bullock County, Alabama",10478.0,40.8,38.0,42.5,2299.0,7925.0,110.0,73.0,35.0,29655.0,20856.0,2852.0,4882.0,4882.0,4290.0,592.0,66800.0,611.0,3670.0,846.0,485.0,334.0,115.0,56.0,4290.0,11.0,10113.0,5311.0,249.0,3670.0,2424.0,1246.0,01,011,2017-12-31
"Calhoun County, Alabama",115527.0,39.1,37.7,40.3,86136.0,23735.0,413.0,1149.0,4121.0,43686.0,23638.0,20940.0,53016.0,52701.0,47392.0,5309.0,110100.0,645.0,45099.0,8556.0,8092.0,4284.0,997.0,740.0,46289.0,115.0,113964.0,54602.0,3891.0,45099.0,30704.0,14395.0,01,015,2017-12-31
"Chambers County, Alabama",33895.0,43.0,41.0,44.1,19552.0,13335.0,95.0,339.0,730.0,37342.0,22002.0,6288.0,15532.0,15521.0,14527.0,994.0,86400.0,684.0,13694.0,3295.0,2131.0,713.0,273.0,41.0,14241.0,23.0,33513.0,16173.0,1076.0,13694.0,8690.0,5004.0,01,017,2017-12-31
"Clarke County, Alabama",24625.0,42.2,40.7,42.7,13108.0,11246.0,14.0,127.0,58.0,33827.0,20765.0,6108.0,9365.0,9357.0,7933.0,1424.0,93500.0,546.0,9602.0,3102.0,1422.0,579.0,85.0,107.0,7805.0,12.0,24341.0,11500.0,838.0,9602.0,6038.0,3564.0,01,025,2017-12-31
"Fayette County, Alabama",16657.0,43.6,41.4,45.1,14240.0,2019.0,0.0,78.0,277.0,36541.0,21191.0,2967.0,6894.0,6883.0,6307.0,576.0,83200.0,523.0,6955.0,1498.0,1178.0,463.0,34.0,37.0,6203.0,0.0,16468.0,8100.0,610.0,6955.0,4903.0,2052.0,01,057,2017-12-31
"Montgomery County, Alabama",227120.0,35.9,34.1,37.4,84134.0,130076.0,404.0,5567.0,7628.0,46545.0,26712.0,45863.0,110977.0,109217.0,100874.0,8343.0,124100.0,846.0,89776.0,14191.0,28898.0,13859.0,3348.0,2058.0,99969.0,665.0,222268.0,103679.0,9201.0,89776.0,56232.0,33544.0,01,101,2017-12-31
"Marshall County, Alabama",94738.0,38.8,37.2,40.2,87765.0,2091.0,654.0,534.0,12600.0,41104.0,22710.0,19654.0,41159.0,41140.0,38456.0,2684.0,118500.0,615.0,34588.0,6002.0,7353.0,3036.0,512.0,311.0,37835.0,112.0,93913.0,46438.0,3950.0,34588.0,24212.0,10376.0,01,095,2017-12-31
"Blount County, Alabama",57667.0,40.9,39.8,42.4,55045.0,915.0,212.0,84.0,5197.0,47412.0,22021.0,8919.0,22498.0,22471.0,21380.0,1091.0,122200.0,649.0,20690.0,3471.0,3416.0,1378.0,216.0,162.0,21230.0,29.0,57207.0,28269.0,1980.0,20690.0,15309.0,5381.0,01,009,2017-12-31
"Henry County, Alabama",17110.0,43.5,41.6,45.5,12144.0,4762.0,5.0,0.0,435.0,45569.0,23983.0,2310.0,7455.0,7445.0,6949.0,496.0,112600.0,603.0,6727.0,2328.0,1087.0,835.0,117.0,35.0,6865.0,0.0,16828.0,8083.0,530.0,6727.0,4545.0,2182.0,01,067,2017-12-31
"Madison County, Alabama",353213.0,38.2,36.8,39.6,242114.0,85332.0,2172.0,9034.0,16734.0,61318.0,34232.0,46925.0,182611.0,181578.0,169756.0,11822.0,173400.0,801.0,142253.0,14747.0,60410.0,28926.0,3758.0,4228.0,167817.0,354.0,348398.0,169179.0,12325.0,142253.0,91730.0,50523.0,01,089,2017-12-31
"Autauga County, Alabama",55036.0,37.8,36.8,39.0,42159.0,10510.0,169.0,516.0,1467.0,55317.0,27824.0,7483.0,25929.0,25436.0,24112.0,1324.0,143000.0,932.0,21054.0,2098.0,5316.0,3058.0,426.0,376.0,24325.0,14.0,54170.0,26247.0,1941.0,21054.0,14904.0,6150.0,01,001,2017-12-31
"Tallapoosa County, Alabama",40756.0,43.3,42.3,44.8,28455.0,11216.0,176.0,160.0,968.0,42181.0,22430.0,8532.0,16864.0,16864.0,15317.0,1547.0,107000.0,614.0,16369.0,5889.0,3474.0,1265.0,321.0,150.0,15124.0,14.0,40211.0,19234.0,1507.0,16369.0,11456.0,4913.0,01,123,2017-12-31
"Geneva County, Alabama",26572.0,42.7,41.7,43.9,23014.0,2440.0,179.0,106.0,1004.0,39293.0,21084.0,5903.0,11444.0,11317.0,10306.0,1011.0,87800.0,589.0,10693.0,2063.0,1407.0,603.0,66.0,0.0,10204.0,4.0,26211.0,12812.0,856.0,10693.0,7540.0,3153.0,01,061,2017-12-31
"Wilcox County, Alabama",10919.0,40.5,39.5,41.8,2937.0,7874.0,6.0,0.0,52.0,27012.0,15774.0,3371.0,3532.0,3503.0,2901.0,602.0,81600.0,494.0,3841.0,1868.0,578.0,204.0,59.0,27.0,2888.0,0.0,10621.0,4854.0,330.0,3841.0,2347.0,1494.0,01,131,2017-12-31
"Coosa County, Alabama",10955.0,45.9,46.0,45.6,7165.0,3640.0,9.0,0.0,16.0,34792.0,20342.0,1513.0,4395.0,4395.0,3897.0,498.0,87300.0,547.0,4204.0,2323.0,611.0,255.0,12.0,14.0,3750.0,24.0,10563.0,5139.0,238.0,4204.0,2548.0,1656.0,01,037,2017-12-31
"Aleutians West Census Area, Alaska",5784.0,37.7,39.1,34.8,1723.0,295.0,680.0,2213.0,780.0,85192.0,35998.0,419.0,4127.0,4038.0,3961.0,77.0,238800.0,1277.0,1218.0,762.0,517.0,127.0,9.0,18.0,3960.0,6.0,5588.0,3364.0,147.0,1218.0,707.0,511.0,02,016,2017-12-31
"Bristol Bay Borough, Alaska",917.0,41.8,44.0,40.3,477.0,4.0,317.0,13.0,41.0,79500.0,42002.0,63.0,558.0,545.0,508.0,37.0,186700.0,1051.0,358.0,583.0,99.0,33.0,0.0,0.0,511.0,1.0,902.0,519.0,30.0,358.0,233.0,125.0,02,060,2017-12-31
"Kodiak Island Borough, Alaska",13773.0,33.1,32.8,33.4,7402.0,27.0,1825.0,3048.0,1219.0,74167.0,32625.0,1262.0,7939.0,7406.0,7010.0,396.0,267700.0,1294.0,4538.0,835.0,1374.0,678.0,88.0,19.0,7208.0,3.0,13196.0,6916.0,753.0,4538.0,3175.0,1363.0,02,150,2017-12-31
"Northwest Arctic Borough, Alaska",7715.0,26.6,27.3,25.9,901.0,58.0,6311.0,68.0,196.0,61533.0,21879.0,1934.0,3323.0,3323.0,2654.0,669.0,145800.0,1229.0,1849.0,864.0,292.0,119.0,21.0,9.0,2559.0,7.0,7689.0,4146.0,517.0,1849.0,1414.0,435.0,02,188,2017-12-31
"Bethel Census Area, Alaska",17957.0,26.9,27.4,26.4,1968.0,120.0,14847.0,165.0,393.0,53853.0,18654.0,4705.0,7537.0,7531.0,6075.0,1456.0,152600.0,1253.0,4524.0,1471.0,748.0,342.0,90.0,25.0,5810.0,32.0,17659.0,9164.0,1159.0,4524.0,3406.0,1118.0,02,050,2017-12-31
"North Slope Borough, Alaska",9757.0,34.6,37.4,31.1,3113.0,64.0,5084.0,565.0,401.0,77266.0,48777.0,976.0,6040.0,5977.0,5412.0,565.0,153900.0,1029.0,2041.0,550.0,707.0,262.0,6.0,20.0,5304.0,210.0,9677.0,6023.0,450.0,2041.0,1591.0,450.0,02,185,2017-12-31
"Sitka City and Borough, Alaska",8810.0,38.9,37.5,40.4,5712.0,85.0,1262.0,608.0,555.0,70765.0,36617.0,800.0,5019.0,4949.0,4702.0,247.0,350900.0,1104.0,3545.0,630.0,1210.0,527.0,167.0,126.0,4658.0,66.0,8631.0,4420.0,262.0,3545.0,2112.0,1433.0,02,220,2017-12-31
"Fairbanks North Star Borough, Alaska",100031.0,31.0,29.9,32.1,76189.0,4251.0,6847.0,3132.0,7714.0,76250.0,35328.0,7340.0,57306.0,50772.0,46725.0,4047.0,230600.0,1272.0,36396.0,7470.0,12885.0,5367.0,1073.0,1146.0,51991.0,481.0,92924.0,47531.0,4692.0,36396.0,23329.0,13067.0,02,090,2017-12-31
