NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Choctaw County, Alabama",12792.0,46.5,44.9,47.7,7255.0,5284.0,7.0,15.0,138.0,38581.0,25163.0,2718.0,4857.0,4857.0,4563.0,294.0,79800.0,601.0,5211.0,1921.0,750.0,286.0,20.0,31.0,4418.0,0.0,12679.0,6044.0,373.0,5211.0,3256.0,1955.0,01,023,2021-12-31
"Clarke County, Alabama",23346.0,42.6,41.8,44.1,12131.0,10593.0,25.0,105.0,326.0,44108.0,25263.0,5036.0,9061.0,9048.0,7941.0,1107.0,113700.0,702.0,8250.0,3538.0,1379.0,726.0,96.0,58.0,7825.0,0.0,23087.0,11021.0,838.0,8250.0,5333.0,2917.0,01,025,2021-12-31
"Clay County, Alabama",14184.0,43.3,41.7,45.9,11650.0,1883.0,23.0,35.0,443.0,45163.0,26255.0,2358.0,5806.0,5787.0,5433.0,354.0,122400.0,521.0,5399.0,1610.0,885.0,346.0,103.0,0.0,5360.0,0.0,13943.0,6862.0,457.0,5399.0,3721.0,1678.0,01,027,2021-12-31
"Cleburne County, Alabama",15046.0,41.9,41.4,43.6,14011.0,391.0,31.0,1.0,398.0,48333.0,27026.0,2111.0,6038.0,6038.0,5768.0,270.0,116500.0,724.0,5598.0,1194.0,1288.0,355.0,56.0,31.0,5664.0,0.0,14901.0,7288.0,567.0,5598.0,3755.0,1843.0,01,029,2021-12-31
"Coffee County, Alabama",53043.0,39.1,37.5,40.6,39137.0,8992.0,443.0,762.0,4282.0,59034.0,29688.0,8340.0,24250.0,22750.0,21592.0,1158.0,157700.0,856.0,20478.0,3456.0,5130.0,2423.0,321.0,328.0,22536.0,4.0,51031.0,24605.0,1832.0,20478.0,13812.0,6666.0,01,031,2021-12-31
"Colbert County, Alabama",56789.0,42.1,38.9,44.7,44400.0,9301.0,205.0,256.0,1750.0,52017.0,28090.0,8508.0,26042.0,25985.0,25007.0,978.0,129700.0,761.0,22640.0,4856.0,4484.0,1963.0,485.0,281.0,24610.0,29.0,56369.0,27406.0,2131.0,22640.0,14848.0,7792.0,01,033,2021-12-31
"Conecuh County, Alabama",11778.0,45.4,43.3,47.3,5901.0,5664.0,23.0,44.0,16.0,37986.0,22841.0,1522.0,4260.0,4260.0,4061.0,199.0,82800.0,658.0,4187.0,2282.0,585.0,320.0,33.0,141.0,4053.0,11.0,11740.0,5722.0,428.0,4187.0,2498.0,1689.0,01,035,2021-12-31
"Coosa County, Alabama",10442.0,49.8,46.7,51.5,6911.0,3204.0,42.0,0.0,274.0,50013.0,26718.0,1122.0,4309.0,4271.0,4128.0,143.0,95900.0,655.0,3824.0,2240.0,639.0,206.0,50.0,20.0,4062.0,0.0,10027.0,5057.0,342.0,3824.0,2591.0,1233.0,01,037,2021-12-31
"Covington County, Alabama",37490.0,42.9,41.3,44.8,31511.0,4621.0,126.0,230.0,693.0,46186.0,26138.0,6641.0,16284.0,16256.0,15111.0,1145.0,111900.0,649.0,14296.0,4331.0,2509.0,1238.0,288.0,141.0,14972.0,0.0,37005.0,17936.0,1521.0,14296.0,9356.0,4940.0,01,039,2021-12-31
"Crenshaw County, Alabama",13300.0,42.1,40.2,44.0,9392.0,3258.0,21.0,174.0,111.0,43103.0,28097.0,1711.0,5538.0,5484.0,5225.0,259.0,85800.0,590.0,4653.0,1891.0,1070.0,376.0,56.0,22.0,5251.0,40.0,13059.0,6373.0,402.0,4653.0,2936.0,1717.0,01,041,2021-12-31
"Cullman County, Alabama",87129.0,41.2,40.4,42.2,80852.0,979.0,404.0,311.0,3939.0,52690.0,26508.0,10519.0,40339.0,40337.0,38563.0,1774.0,143700.0,779.0,32939.0,5920.0,6516.0,2796.0,480.0,187.0,37895.0,2.0,86382.0,42697.0,2971.0,32939.0,22795.0,10144.0,01,043,2021-12-31
"Dale County, Alabama",49443.0,37.9,36.6,40.4,34987.0,10236.0,445.0,696.0,3400.0,50052.0,26469.0,8002.0,21724.0,19065.0,17507.0,1558.0,112900.0,772.0,19470.0,3320.0,4218.0,1643.0,236.0,181.0,19652.0,12.0,46407.0,22071.0,1828.0,19470.0,12543.0,6927.0,01,045,2021-12-31
"Dallas County, Alabama",39162.0,39.7,37.7,40.5,10543.0,28083.0,62.0,249.0,52.0,34957.0,20748.0,9375.0,16203.0,16203.0,14823.0,1380.0,85400.0,697.0,14385.0,4652.0,2588.0,1385.0,122.0,146.0,14537.0,110.0,38924.0,18023.0,1620.0,14385.0,8122.0,6263.0,01,047,2021-12-31
"DeKalb County, Alabama",71554.0,39.7,39.3,40.0,59870.0,1114.0,674.0,60.0,10838.0,44037.0,23947.0,14525.0,31280.0,31256.0,29926.0,1330.0,115100.0,646.0,25601.0,5046.0,4233.0,2173.0,455.0,108.0,29399.0,43.0,70806.0,35160.0,2638.0,25601.0,18329.0,7272.0,01,049,2021-12-31
"Elmore County, Alabama",87146.0,39.0,37.9,40.5,65060.0,18150.0,314.0,857.0,2679.0,67597.0,31185.0,8470.0,40235.0,39617.0,37732.0,1885.0,174800.0,928.0,31630.0,4795.0,9977.0,3642.0,608.0,603.0,37340.0,37.0,82063.0,38592.0,3023.0,31630.0,23240.0,8390.0,01,051,2021-12-31
"Escambia County, Alabama",36879.0,39.9,38.5,41.1,22707.0,11503.0,1189.0,92.0,926.0,38464.0,19581.0,7979.0,14364.0,14364.0,12962.0,1402.0,108200.0,623.0,12878.0,3794.0,2180.0,866.0,98.0,83.0,12713.0,48.0,34069.0,16096.0,1234.0,12878.0,7916.0,4962.0,01,053,2021-12-31
"Etowah County, Alabama",103468.0,41.5,40.3,43.0,81042.0,16094.0,356.0,692.0,4416.0,46984.0,26026.0,16376.0,46520.0,46502.0,43658.0,2844.0,129600.0,717.0,38289.0,9040.0,7916.0,3441.0,1214.0,496.0,42777.0,49.0,102752.0,49753.0,3605.0,38289.0,24686.0,13603.0,01,055,2021-12-31
"Fayette County, Alabama",16365.0,43.6,42.7,45.0,13773.0,2086.0,26.0,72.0,89.0,43960.0,24268.0,3433.0,6945.0,6941.0,6293.0,648.0,98400.0,546.0,6204.0,1632.0,1004.0,262.0,55.0,40.0,6253.0,0.0,16194.0,8050.0,596.0,6204.0,4141.0,2063.0,01,057,2021-12-31
"Franklin County, Alabama",32034.0,39.0,37.8,39.9,25008.0,1401.0,323.0,85.0,5825.0,43633.0,22500.0,5720.0,13673.0,13673.0,13041.0,632.0,107200.0,581.0,10955.0,2975.0,2135.0,686.0,168.0,61.0,12970.0,0.0,31860.0,15845.0,1275.0,10955.0,7449.0,3506.0,01,059,2021-12-31
"Geneva County, Alabama",26604.0,43.3,42.1,44.7,22410.0,2558.0,155.0,160.0,1134.0,43581.0,23338.0,6188.0,10920.0,10861.0,10485.0,376.0,115300.0,659.0,10303.0,2192.0,1695.0,775.0,55.0,13.0,10169.0,0.0,26326.0,12923.0,904.0,10303.0,6884.0,3419.0,01,061,2021-12-31
"Greene County, Alabama",7851.0,44.0,38.5,47.4,1381.0,6217.0,0.0,0.0,201.0,28826.0,16282.0,3079.0,2451.0,2451.0,2206.0,245.0,80300.0,601.0,2849.0,1454.0,470.0,151.0,32.0,50.0,2031.0,0.0,7804.0,3755.0,378.0,2849.0,1376.0,1473.0,01,063,2021-12-31
"Hale County, Alabama",14819.0,41.0,38.5,42.4,5681.0,8740.0,0.0,46.0,11.0,32294.0,20849.0,3629.0,5865.0,5826.0,5421.0,405.0,89700.0,608.0,5133.0,2289.0,1095.0,348.0,33.0,117.0,5366.0,11.0,14598.0,6936.0,610.0,5133.0,3158.0,1975.0,01,065,2021-12-31
"Henry County, Alabama",17165.0,44.6,44.1,45.4,12019.0,4565.0,34.0,65.0,470.0,55870.0,28304.0,2400.0,7497.0,7475.0,7105.0,370.0,122800.0,639.0,6404.0,2653.0,1755.0,757.0,70.0,51.0,7011.0,15.0,16879.0,8063.0,442.0,6404.0,4294.0,2110.0,01,067,2021-12-31
"Houston County, Alabama",106355.0,40.4,38.6,42.1,71690.0,29036.0,222.0,981.0,3698.0,50222.0,29388.0,18584.0,47870.0,47611.0,45119.0,2492.0,146300.0,799.0,41095.0,7845.0,10393.0,4260.0,1230.0,467.0,44720.0,18.0,105318.0,50550.0,4115.0,41095.0,26907.0,14188.0,01,069,2021-12-31
"Jackson County, Alabama",52548.0,43.2,42.3,44.6,47494.0,1860.0,464.0,181.0,1650.0,43785.0,25153.0,9160.0,21034.0,21034.0,19836.0,1198.0,114200.0,627.0,20276.0,4390.0,3744.0,1743.0,310.0,275.0,19451.0,20.0,52085.0,25724.0,1681.0,20276.0,13951.0,6325.0,01,071,2021-12-31
"Jefferson County, Alabama",672550.0,37.9,36.4,39.3,342157.0,288344.0,1059.0,11340.0,27241.0,58330.0,34860.0,104579.0,328608.0,328051.0,308057.0,19994.0,176900.0,986.0,264105.0,43502.0,97085.0,38860.0,15062.0,8034.0,302550.0,2140.0,666490.0,315797.0,26201.0,264105.0,162288.0,101817.0,01,073,2021-12-31
"Lamar County, Alabama",13929.0,44.6,42.8,46.1,12098.0,1549.0,3.0,18.0,143.0,43324.0,22678.0,2234.0,5610.0,5608.0,5331.0,277.0,102100.0,456.0,5351.0,1753.0,618.0,280.0,69.0,23.0,5182.0,0.0,13773.0,6829.0,522.0,5351.0,3509.0,1842.0,01,075,2021-12-31
"Lauderdale County, Alabama",93342.0,40.7,38.9,43.1,79364.0,9320.0,353.0,471.0,2698.0,50000.0,29667.0,12164.0,43743.0,43647.0,41981.0,1666.0,154800.0,701.0,37928.0,6600.0,10288.0,4519.0,781.0,808.0,41316.0,11.0,92428.0,44661.0,2823.0,37928.0,24365.0,13563.0,01,077,2021-12-31
"Lawrence County, Alabama",33089.0,42.8,41.1,44.0,25519.0,3453.0,1772.0,50.0,797.0,51712.0,26810.0,5040.0,14045.0,14016.0,13599.0,417.0,124300.0,630.0,12469.0,2751.0,2275.0,1112.0,108.0,73.0,13506.0,2.0,32819.0,15853.0,958.0,12469.0,8791.0,3678.0,01,079,2021-12-31
"Lee County, Alabama",172223.0,33.0,31.6,34.2,119332.0,38498.0,236.0,7556.0,6547.0,57191.0,30680.0,33086.0,83655.0,82914.0,79359.0,3555.0,186600.0,894.0,63122.0,10435.0,21932.0,12993.0,2383.0,3419.0,78310.0,481.0,170923.0,84000.0,5943.0,63122.0,39293.0,23829.0,01,081,2021-12-31
"Limestone County, Alabama",101217.0,40.2,40.4,39.9,78382.0,13258.0,819.0,1814.0,6257.0,70736.0,33428.0,11243.0,48110.0,48061.0,45889.0,2172.0,185300.0,754.0,37987.0,3781.0,13431.0,5483.0,719.0,526.0,45241.0,134.0,98204.0,47979.0,3780.0,37987.0,26793.0,11194.0,01,083,2021-12-31
"Lowndes County, Alabama",10334.0,42.5,41.6,43.0,2566.0,7731.0,0.0,0.0,20.0,31961.0,21936.0,2185.0,4023.0,4014.0,3657.0,357.0,77700.0,701.0,3878.0,955.0,578.0,425.0,45.0,35.0,3587.0,2.0,10210.0,4869.0,394.0,3878.0,2367.0,1511.0,01,085,2021-12-31
"Macon County, Alabama",19490.0,39.3,38.2,40.7,3244.0,15793.0,4.0,32.0,103.0,39303.0,22542.0,3791.0,8403.0,8322.0,7406.0,916.0,84300.0,653.0,7136.0,2548.0,1424.0,795.0,320.0,124.0,7198.0,8.0,19240.0,8764.0,511.0,7136.0,4173.0,2963.0,01,087,2021-12-31
"Madison County, Alabama",382149.0,38.6,37.3,40.0,254837.0,92793.0,2053.0,9884.0,19809.0,71153.0,40223.0,40583.0,197497.0,196321.0,187760.0,8561.0,202500.0,936.0,156305.0,11554.0,70676.0,35913.0,4136.0,5598.0,185975.0,357.0,376630.0,183775.0,13252.0,156305.0,99835.0,56470.0,01,089,2021-12-31
"Marengo County, Alabama",19397.0,41.7,39.5,44.1,8798.0,9942.0,50.0,104.0,534.0,35379.0,27823.0,4278.0,7764.0,7764.0,7347.0,417.0,89500.0,634.0,7248.0,2602.0,1438.0,1014.0,70.0,48.0,7103.0,0.0,19196.0,9231.0,886.0,7248.0,3797.0,3451.0,01,091,2021-12-31
"Marion County, Alabama",29392.0,44.4,43.3,45.2,26925.0,1168.0,71.0,79.0,771.0,44551.0,23093.0,5052.0,12488.0,12464.0,11725.0,739.0,89100.0,558.0,11131.0,3000.0,1553.0,895.0,95.0,106.0,11290.0,4.0,28907.0,14255.0,836.0,11131.0,7220.0,3911.0,01,093,2021-12-31
"Marshall County, Alabama",97179.0,39.0,37.0,40.5,86307.0,2832.0,475.0,645.0,14251.0,52938.0,27333.0,16960.0,42076.0,42034.0,40394.0,1640.0,147600.0,683.0,35439.0,5690.0,9468.0,3355.0,613.0,416.0,39839.0,155.0,96370.0,48002.0,4163.0,35439.0,24759.0,10680.0,01,095,2021-12-31
"Mobile County, Alabama",414620.0,38.3,36.9,39.5,238047.0,149530.0,2060.0,8368.0,12318.0,51169.0,27942.0,71693.0,187835.0,186927.0,176166.0,10761.0,144100.0,916.0,158045.0,26173.0,43183.0,17503.0,4080.0,2287.0,173579.0,706.0,410557.0,195654.0,15824.0,158045.0,102070.0,55975.0,01,097,2021-12-31
"Monroe County, Alabama",20115.0,43.6,42.1,44.9,10882.0,8482.0,308.0,83.0,73.0,32631.0,21648.0,4406.0,7398.0,7379.0,6504.0,875.0,103700.0,617.0,7333.0,2942.0,1126.0,509.0,126.0,26.0,6390.0,62.0,19882.0,9485.0,660.0,7333.0,4429.0,2904.0,01,099,2021-12-31
"Montgomery County, Alabama",229072.0,36.8,35.0,38.5,77725.0,134009.0,346.0,7408.0,8391.0,52511.0,30100.0,43395.0,108589.0,106234.0,99262.0,6972.0,134700.0,942.0,89134.0,16005.0,29766.0,15430.0,3310.0,2370.0,98723.0,381.0,223571.0,103913.0,9163.0,89134.0,54217.0,34917.0,01,101,2021-12-31
"Morgan County, Alabama",122608.0,40.6,39.9,41.5,95132.0,16025.0,454.0,553.0,10610.0,56128.0,30412.0,17569.0,56406.0,56395.0,53733.0,2662.0,152400.0,714.0,47459.0,5627.0,13059.0,4682.0,1024.0,526.0,53055.0,92.0,120843.0,59416.0,4399.0,47459.0,31623.0,15836.0,01,103,2021-12-31
"Perry County, Alabama",8702.0,38.8,39.5,38.3,2569.0,6103.0,2.0,13.0,88.0,27057.0,15484.0,2819.0,3046.0,3039.0,2445.0,594.0,74400.0,474.0,2847.0,1175.0,685.0,275.0,15.0,76.0,2284.0,0.0,8553.0,3947.0,403.0,2847.0,1515.0,1332.0,01,105,2021-12-31
"Pickens County, Alabama",19240.0,43.0,42.1,44.4,10996.0,7723.0,17.0,8.0,991.0,43389.0,23896.0,3983.0,7443.0,7414.0,6896.0,518.0,105100.0,536.0,6993.0,1745.0,1235.0,472.0,112.0,35.0,6708.0,27.0,17599.0,9135.0,724.0,6993.0,4705.0,2288.0,01,107,2021-12-31
"Pike County, Alabama",33176.0,31.9,29.5,34.6,18961.0,12115.0,129.0,652.0,785.0,40106.0,24960.0,7470.0,14248.0,14223.0,13592.0,631.0,130900.0,705.0,11508.0,4450.0,3161.0,1574.0,334.0,315.0,13128.0,48.0,32998.0,15845.0,1288.0,11508.0,6294.0,5214.0,01,109,2021-12-31
"Randolph County, Alabama",21984.0,44.1,42.8,45.8,16953.0,4080.0,16.0,12.0,641.0,47081.0,26926.0,3907.0,8700.0,8697.0,8352.0,345.0,124200.0,665.0,8607.0,3749.0,1411.0,882.0,140.0,67.0,8242.0,88.0,21759.0,10634.0,804.0,8607.0,5812.0,2795.0,01,111,2021-12-31
"Russell County, Alabama",58695.0,37.1,36.2,38.6,27696.0,26244.0,155.0,647.0,3369.0,44065.0,24871.0,12686.0,25716.0,24382.0,22833.0,1549.0,130400.0,837.0,23141.0,4078.0,4335.0,2023.0,268.0,260.0,23713.0,95.0,56904.0,26827.0,2545.0,23141.0,14687.0,8454.0,01,113,2021-12-31
"St. Clair County, Alabama",90412.0,40.5,39.4,41.7,77943.0,8610.0,348.0,498.0,2263.0,65070.0,29803.0,10649.0,42143.0,41997.0,39969.0,2028.0,170900.0,928.0,33218.0,4433.0,7829.0,3187.0,373.0,341.0,39485.0,36.0,88341.0,43308.0,3132.0,33218.0,23988.0,9230.0,01,115,2021-12-31
"Shelby County, Alabama",220780.0,39.7,39.0,40.3,173773.0,27758.0,688.0,4245.0,12826.0,82592.0,42106.0,15190.0,115521.0,115212.0,111438.0,3774.0,235500.0,1142.0,82005.0,6475.0,44496.0,16456.0,3872.0,2844.0,110359.0,20.0,218925.0,105812.0,7509.0,82005.0,58302.0,23703.0,01,117,2021-12-31
"Sumter County, Alabama",12482.0,35.8,35.5,36.0,3203.0,8899.0,16.0,163.0,152.0,27099.0,17481.0,3676.0,4711.0,4704.0,4376.0,328.0,69800.0,627.0,4808.0,1532.0,832.0,578.0,33.0,59.0,4252.0,14.0,12363.0,5706.0,336.0,4808.0,2871.0,1937.0,01,119,2021-12-31
"Talladega County, Alabama",81850.0,41.7,40.9,42.2,51584.0,26369.0,152.0,286.0,2004.0,45400.0,24997.0,14564.0,35232.0,35116.0,32329.0,2787.0,114800.0,693.0,31778.0,6127.0,5246.0,3026.0,482.0,384.0,31461.0,57.0,78715.0,37218.0,2684.0,31778.0,20945.0,10833.0,01,121,2021-12-31
"Tallapoosa County, Alabama",41284.0,45.1,42.8,47.0,28593.0,11262.0,22.0,85.0,1016.0,50652.0,27110.0,6828.0,17630.0,17589.0,15839.0,1750.0,111900.0,666.0,16380.0,6223.0,3242.0,1533.0,370.0,177.0,15680.0,40.0,40746.0,19766.0,1403.0,16380.0,10883.0,5497.0,01,123,2021-12-31
"Tuscaloosa County, Alabama",223945.0,33.6,32.3,34.7,139957.0,72214.0,318.0,3791.0,8842.0,57508.0,29479.0,33748.0,111659.0,111530.0,105665.0,5865.0,183800.0,908.0,81790.0,17750.0,25405.0,11930.0,1872.0,3879.0,103390.0,870.0,222340.0,107339.0,8297.0,81790.0,52301.0,29489.0,01,125,2021-12-31
"Walker County, Alabama",65194.0,41.7,39.2,44.1,57781.0,3831.0,138.0,120.0,1755.0,47442.0,26127.0,10817.0,27469.0,27434.0,25516.0,1918.0,116200.0,643.0,24646.0,5447.0,3872.0,1837.0,497.0,185.0,25144.0,25.0,64465.0,31822.0,2537.0,24646.0,16466.0,8180.0,01,127,2021-12-31
"Washington County, Alabama",15574.0,43.9,43.1,46.2,10255.0,3708.0,1118.0,18.0,165.0,44512.0,28585.0,2576.0,5689.0,5689.0,5326.0,363.0,111600.0,672.0,5261.0,2532.0,643.0,532.0,100.0,194.0,5256.0,0.0,15462.0,7959.0,589.0,5261.0,3882.0,1379.0,01,129,2021-12-31
"Wilcox County, Alabama",10686.0,40.8,39.0,42.4,2905.0,7571.0,13.0,2.0,58.0,36385.0,19231.0,2864.0,3655.0,3639.0,3126.0,513.0,72800.0,751.0,3626.0,1678.0,522.0,229.0,34.0,0.0,3012.0,27.0,10479.0,4785.0,247.0,3626.0,2230.0,1396.0,01,131,2021-12-31
"Winston County, Alabama",23650.0,45.4,43.9,46.0,22248.0,217.0,133.0,50.0,750.0,46096.0,25624.0,4490.0,10055.0,10021.0,9533.0,488.0,105000.0,591.0,9219.0,3864.0,1269.0,788.0,144.0,89.0,9411.0,30.0,23329.0,11668.0,886.0,9219.0,6511.0,2708.0,01,133,2021-12-31
"Aleutians East Borough, Alaska",3409.0,43.2,43.5,42.8,497.0,71.0,1505.0,712.0,359.0,72258.0,36157.0,454.0,2322.0,2318.0,2213.0,105.0,144100.0,1066.0,914.0,199.0,275.0,127.0,1.0,11.0,2130.0,4.0,3404.0,2009.0,98.0,914.0,568.0,346.0,02,013,2021-12-31
"Aleutians West Census Area, Alaska",5251.0,39.4,40.4,39.1,1286.0,182.0,549.0,2406.0,511.0,90708.0,43599.0,415.0,3887.0,3800.0,3655.0,145.0,325500.0,1612.0,1004.0,452.0,554.0,72.0,14.0,5.0,3566.0,54.0,4990.0,2758.0,97.0,1004.0,553.0,451.0,02,016,2021-12-31
"Anchorage Municipality, Alaska",292545.0,34.3,33.5,35.2,176279.0,15668.0,21150.0,28339.0,27783.0,88871.0,43125.0,26182.0,162177.0,152819.0,144598.0,8221.0,327500.0,1350.0,106695.0,11360.0,44110.0,18959.0,5415.0,2601.0,150311.0,2277.0,280684.0,140191.0,12379.0,106695.0,69003.0,37692.0,02,020,2021-12-31
"Bethel Census Area, Alaska",18514.0,28.6,28.4,28.8,1769.0,171.0,15640.0,261.0,383.0,57460.0,22295.0,5186.0,7911.0,7883.0,6454.0,1429.0,102300.0,1402.0,4520.0,1472.0,729.0,427.0,102.0,18.0,6322.0,21.0,18270.0,9491.0,1228.0,4520.0,3373.0,1147.0,02,050,2021-12-31
"Bristol Bay Borough, Alaska",849.0,39.9,40.1,39.4,380.0,5.0,282.0,35.0,109.0,81563.0,44755.0,29.0,467.0,454.0,443.0,11.0,234000.0,1160.0,315.0,607.0,108.0,29.0,1.0,4.0,452.0,2.0,836.0,469.0,45.0,315.0,187.0,128.0,02,060,2021-12-31
"Chugach Census Area, Alaska",7015.0,38.1,39.5,37.0,5106.0,116.0,405.0,440.0,419.0,87868.0,43311.0,281.0,3682.0,3556.0,3429.0,127.0,255100.0,1232.0,2592.0,1034.0,933.0,540.0,0.0,36.0,3506.0,10.0,6839.0,3549.0,314.0,2592.0,1717.0,875.0,02,063,2021-12-31
"Copper River Census Area, Alaska",2635.0,42.8,46.8,41.1,1535.0,3.0,728.0,15.0,128.0,67439.0,33894.0,298.0,1193.0,1181.0,1090.0,91.0,232200.0,780.0,946.0,1730.0,338.0,145.0,65.0,1.0,1056.0,12.0,2623.0,1362.0,62.0,946.0,627.0,319.0,02,066,2021-12-31
"Denali Borough, Alaska",2187.0,45.3,45.9,42.2,1748.0,26.0,54.0,48.0,13.0,78750.0,36412.0,334.0,1617.0,1550.0,1509.0,41.0,203600.0,983.0,531.0,884.0,409.0,244.0,0.0,0.0,1570.0,0.0,2120.0,1101.0,10.0,531.0,274.0,257.0,02,068,2021-12-31
