NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,county,year
"Bullock County, Alabama",10693.0,38.5,36.7,41.1,2803.0,7640.0,70.0,6.0,431.0,34804.0,17706.0,2085.0,4654.0,4654.0,3845.0,809.0,68900.0,570.0,3746.0,723.0,432.0,361.0,199.0,34.0,3810.0,36.0,10162.0,5332.0,495.0,3746.0,2265.0,1481.0,01,011,2014-12-31
"Calhoun County, Alabama",117186.0,38.8,37.0,40.4,88125.0,24396.0,272.0,939.0,4017.0,40919.0,21306.0,24794.0,53813.0,53567.0,46310.0,7257.0,103300.0,634.0,45348.0,7958.0,8434.0,3664.0,642.0,559.0,45348.0,117.0,115801.0,55559.0,4354.0,45348.0,30601.0,14747.0,01,015,2014-12-31
"Clarke County, Alabama",25331.0,41.1,40.2,41.8,13613.0,11401.0,0.0,51.0,110.0,30951.0,20022.0,6757.0,10351.0,10351.0,8288.0,2063.0,84700.0,557.0,9791.0,2813.0,1389.0,508.0,104.0,54.0,8204.0,10.0,25077.0,11855.0,866.0,9791.0,6341.0,3450.0,01,025,2014-12-31
"Fayette County, Alabama",17019.0,43.4,41.5,46.1,14663.0,2088.0,0.0,42.0,128.0,33144.0,19040.0,3492.0,6830.0,6830.0,6056.0,774.0,72700.0,474.0,6967.0,1448.0,914.0,655.0,17.0,63.0,5944.0,1.0,16817.0,8364.0,607.0,6967.0,4813.0,2154.0,01,057,2014-12-31
"Marshall County, Alabama",94121.0,38.6,37.2,39.9,87082.0,1703.0,632.0,512.0,11830.0,39473.0,20975.0,18479.0,41962.0,41918.0,37953.0,3965.0,114600.0,593.0,34524.0,5805.0,6459.0,2728.0,656.0,245.0,36802.0,62.0,93183.0,45929.0,4014.0,34524.0,24645.0,9879.0,01,095,2014-12-31
"Blount County, Alabama",57645.0,40.2,38.7,42.0,54927.0,885.0,287.0,57.0,4880.0,44409.0,20501.0,9866.0,24754.0,24723.0,22432.0,2291.0,117700.0,609.0,20934.0,2934.0,3174.0,1244.0,222.0,149.0,22168.0,76.0,57163.0,28349.0,2173.0,20934.0,15682.0,5252.0,01,009,2014-12-31
"Madison County, Alabama",343229.0,37.6,36.2,39.0,236921.0,82307.0,2244.0,8415.0,15984.0,58203.0,32307.0,44895.0,180549.0,179297.0,162126.0,17171.0,166500.0,751.0,135409.0,15303.0,55297.0,25884.0,4008.0,3607.0,160576.0,590.0,339159.0,165061.0,12465.0,135409.0,88295.0,47114.0,01,089,2014-12-31
"Autauga County, Alabama",55136.0,37.9,36.8,38.6,43011.0,10257.0,230.0,500.0,1391.0,52475.0,24644.0,7006.0,26951.0,26395.0,24143.0,2252.0,136600.0,876.0,20304.0,2127.0,4930.0,2354.0,495.0,171.0,24290.0,19.0,54243.0,26153.0,2182.0,20304.0,14272.0,6032.0,01,001,2014-12-31
"Geneva County, Alabama",26816.0,41.9,41.5,42.5,23215.0,2605.0,58.0,109.0,947.0,36268.0,20027.0,5983.0,12110.0,12011.0,10730.0,1281.0,78100.0,572.0,10898.0,1768.0,1528.0,519.0,54.0,5.0,10645.0,5.0,26486.0,12945.0,1080.0,10898.0,7819.0,3079.0,01,061,2014-12-31
"Wilcox County, Alabama",11367.0,39.3,37.5,40.4,3082.0,8205.0,4.0,0.0,68.0,23406.0,13881.0,4513.0,3534.0,3500.0,2743.0,757.0,72500.0,470.0,3843.0,1783.0,581.0,198.0,52.0,29.0,2724.0,5.0,11086.0,5144.0,502.0,3843.0,2547.0,1296.0,01,131,2014-12-31
"Monroe County, Alabama",22509.0,40.9,39.1,41.9,12436.0,9449.0,221.0,114.0,234.0,30569.0,16273.0,6496.0,8902.0,8902.0,7229.0,1673.0,78800.0,529.0,8390.0,2918.0,1245.0,426.0,81.0,133.0,7176.0,12.0,22289.0,10695.0,808.0,8390.0,5563.0,2827.0,01,099,2014-12-31
"Lawrence County, Alabama",33835.0,41.6,40.8,42.5,26344.0,3751.0,1845.0,40.0,663.0,40356.0,21093.0,5751.0,14585.0,14533.0,12876.0,1657.0,92400.0,564.0,13312.0,1869.0,1800.0,701.0,117.0,29.0,12735.0,15.0,33558.0,16245.0,1186.0,13312.0,9553.0,3759.0,01,079,2014-12-31
"Lee County, Alabama",147790.0,30.2,29.0,31.5,104328.0,34142.0,277.0,4567.0,5434.0,43641.0,24126.0,33625.0,73978.0,73055.0,66893.0,6162.0,150100.0,777.0,56637.0,7621.0,16049.0,7911.0,1587.0,2900.0,66091.0,615.0,145734.0,71271.0,5661.0,56637.0,34771.0,21866.0,01,081,2014-12-31
"Marion County, Alabama",30527.0,43.8,42.0,44.7,28674.0,1129.0,46.0,157.0,706.0,33819.0,20125.0,5738.0,13022.0,13002.0,11517.0,1485.0,77700.0,482.0,12602.0,2126.0,1478.0,756.0,139.0,36.0,11230.0,36.0,29743.0,14587.0,1053.0,12602.0,9022.0,3580.0,01,093,2014-12-31
"Pickens County, Alabama",19629.0,42.3,41.5,43.1,11012.0,8387.0,0.0,0.0,154.0,29839.0,17310.0,4929.0,7805.0,7805.0,6499.0,1306.0,85600.0,454.0,7741.0,1721.0,902.0,270.0,43.0,90.0,6407.0,40.0,19293.0,9245.0,663.0,7741.0,5169.0,2572.0,01,107,2014-12-31
"Sumter County, Alabama",13433.0,36.8,35.4,38.8,3322.0,9811.0,48.0,205.0,63.0,22865.0,14042.0,4930.0,5624.0,5623.0,4686.0,937.0,72500.0,569.0,4962.0,1808.0,719.0,438.0,27.0,58.0,4600.0,7.0,13307.0,6030.0,403.0,4962.0,3039.0,1923.0,01,119,2014-12-31
"Jefferson County, Alabama",658834.0,37.4,35.6,39.0,349052.0,278587.0,1568.0,10020.0,25116.0,45239.0,26896.0,120510.0,322969.0,322497.0,290448.0,32049.0,141300.0,811.0,259397.0,43202.0,81626.0,33145.0,12844.0,6785.0,286057.0,2703.0,651121.0,306994.0,26649.0,259397.0,165855.0,93542.0,01,073,2014-12-31
"Choctaw County, Alabama",13546.0,44.6,43.6,45.6,7558.0,5896.0,0.0,8.0,56.0,34325.0,21268.0,2867.0,5421.0,5421.0,4694.0,727.0,59100.0,573.0,5526.0,1722.0,771.0,344.0,95.0,12.0,4560.0,3.0,13416.0,6414.0,396.0,5526.0,3621.0,1905.0,01,023,2014-12-31
"Franklin County, Alabama",31663.0,38.5,36.5,40.3,28420.0,1545.0,206.0,23.0,4882.0,35450.0,18559.0,7601.0,13752.0,13752.0,12450.0,1302.0,86300.0,546.0,12247.0,1791.0,1609.0,540.0,118.0,47.0,12329.0,24.0,31374.0,15410.0,1281.0,12247.0,8438.0,3809.0,01,059,2014-12-31
"Marengo County, Alabama",20489.0,42.1,41.0,42.8,9623.0,10512.0,55.0,58.0,425.0,33714.0,22529.0,5054.0,8082.0,8069.0,7179.0,890.0,89600.0,517.0,8477.0,1749.0,1469.0,591.0,106.0,59.0,7041.0,30.0,20269.0,9430.0,664.0,8477.0,5553.0,2924.0,01,091,2014-12-31
"Russell County, Alabama",56980.0,35.0,33.7,36.4,30610.0,23836.0,162.0,439.0,2592.0,36066.0,19652.0,12417.0,26446.0,25295.0,22168.0,3127.0,108600.0,724.0,21568.0,4345.0,3854.0,1459.0,291.0,151.0,22953.0,121.0,55286.0,26187.0,2673.0,21568.0,13933.0,7635.0,01,113,2014-12-31
"Cherokee County, Alabama",26042.0,45.2,44.4,45.8,24207.0,1283.0,97.0,90.0,375.0,34983.0,22234.0,5370.0,11554.0,11554.0,10440.0,1114.0,98500.0,619.0,11726.0,4528.0,1514.0,746.0,225.0,98.0,10177.0,10.0,25654.0,12794.0,812.0,11726.0,8543.0,3183.0,01,019,2014-12-31
"Covington County, Alabama",37881.0,42.6,41.3,44.2,32025.0,4868.0,196.0,134.0,564.0,36256.0,20941.0,7479.0,16464.0,16451.0,14718.0,1733.0,90600.0,585.0,14979.0,3824.0,2483.0,1016.0,253.0,102.0,14446.0,25.0,37387.0,18050.0,1411.0,14979.0,10283.0,4696.0,01,039,2014-12-31
"Crenshaw County, Alabama",13938.0,41.0,40.1,42.4,10007.0,3269.0,107.0,228.0,229.0,37349.0,20366.0,2358.0,6308.0,6263.0,5590.0,673.0,68100.0,507.0,5424.0,1294.0,779.0,355.0,25.0,29.0,5549.0,0.0,13733.0,6712.0,483.0,5424.0,3619.0,1805.0,01,041,2014-12-31
"Dallas County, Alabama",42743.0,37.9,35.9,39.5,12318.0,29758.0,42.0,55.0,160.0,26494.0,17614.0,15163.0,17056.0,17037.0,13978.0,3059.0,79200.0,564.0,16259.0,3957.0,2353.0,1297.0,255.0,101.0,13513.0,31.0,42456.0,19626.0,1807.0,16259.0,9762.0,6497.0,01,047,2014-12-31
"Lauderdale County, Alabama",92780.0,40.9,39.5,42.3,80695.0,9228.0,436.0,743.0,2174.0,42703.0,23975.0,16944.0,43524.0,43491.0,40047.0,3444.0,115300.0,587.0,38691.0,5355.0,8299.0,3964.0,801.0,836.0,39432.0,97.0,92000.0,44175.0,3040.0,38691.0,25304.0,13387.0,01,077,2014-12-31
"Lowndes County, Alabama",10918.0,40.4,38.7,41.6,2820.0,8060.0,0.0,0.0,102.0,25678.0,18046.0,3165.0,4331.0,4306.0,3586.0,720.0,69100.0,566.0,4287.0,824.0,667.0,233.0,58.0,3.0,3430.0,13.0,10803.0,5076.0,353.0,4287.0,2818.0,1469.0,01,085,2014-12-31
"Macon County, Alabama",20505.0,37.8,35.4,38.8,3377.0,16738.0,67.0,38.0,305.0,30254.0,17113.0,4840.0,9412.0,9388.0,7627.0,1761.0,73400.0,595.0,8039.0,2200.0,1210.0,809.0,222.0,201.0,7418.0,33.0,20220.0,9201.0,707.0,8039.0,4916.0,3123.0,01,087,2014-12-31
"Limestone County, Alabama",87167.0,38.8,37.2,40.2,70843.0,11133.0,527.0,1089.0,4934.0,49461.0,25658.0,11684.0,40430.0,40279.0,36895.0,3384.0,138100.0,626.0,32156.0,3085.0,9193.0,3831.0,355.0,375.0,36436.0,101.0,83101.0,40189.0,3441.0,32156.0,23200.0,8956.0,01,083,2014-12-31
"Elmore County, Alabama",80321.0,37.6,36.4,38.5,60602.0,16631.0,364.0,617.0,2180.0,54159.0,24185.0,9700.0,37823.0,37348.0,34119.0,3229.0,143800.0,792.0,28617.0,4368.0,7253.0,3445.0,563.0,288.0,33370.0,68.0,74653.0,34835.0,3177.0,28617.0,20673.0,7944.0,01,051,2014-12-31
"Shelby County, Alabama",201168.0,37.5,36.6,38.3,164508.0,23050.0,590.0,4070.0,11892.0,69723.0,33135.0,17115.0,106996.0,106859.0,100194.0,6665.0,192200.0,948.0,74790.0,7452.0,35773.0,13230.0,3456.0,1825.0,98188.0,112.0,199602.0,96998.0,7882.0,74790.0,53369.0,21421.0,01,117,2014-12-31
"Winston County, Alabama",24256.0,43.9,43.0,45.1,23330.0,168.0,167.0,30.0,665.0,34064.0,19078.0,5297.0,10039.0,10034.0,9018.0,1016.0,84200.0,499.0,9526.0,3902.0,1211.0,536.0,87.0,88.0,8559.0,7.0,23900.0,11589.0,795.0,9526.0,6545.0,2981.0,01,133,2014-12-31
"Cullman County, Alabama",80668.0,40.5,39.4,41.7,77079.0,1096.0,354.0,401.0,3481.0,39415.0,21105.0,14354.0,35718.0,35675.0,32471.0,3204.0,107000.0,621.0,31160.0,5924.0,5224.0,2103.0,828.0,231.0,31847.0,26.0,79903.0,39662.0,3315.0,31160.0,22013.0,9147.0,01,043,2014-12-31
"Jackson County, Alabama",53012.0,42.1,40.3,44.0,48395.0,1715.0,974.0,219.0,1413.0,36874.0,20055.0,9567.0,23361.0,23361.0,20934.0,2427.0,93800.0,550.0,20425.0,4345.0,2881.0,1493.0,302.0,136.0,20521.0,17.0,52527.0,25960.0,1855.0,20425.0,14448.0,5977.0,01,071,2014-12-31
"Talladega County, Alabama",81673.0,40.3,39.3,41.1,53259.0,26046.0,331.0,290.0,1742.0,35896.0,19134.0,18253.0,35798.0,35789.0,30462.0,5327.0,93100.0,599.0,31277.0,5862.0,4349.0,1957.0,445.0,216.0,29508.0,235.0,78950.0,37584.0,2772.0,31277.0,22135.0,9142.0,01,121,2014-12-31
"Washington County, Alabama",17137.0,40.2,38.7,42.1,11225.0,4169.0,1405.0,191.0,200.0,44731.0,20737.0,2679.0,7218.0,7217.0,5791.0,1426.0,86200.0,579.0,6218.0,2168.0,823.0,300.0,54.0,2.0,5663.0,0.0,17005.0,8422.0,615.0,6218.0,4602.0,1616.0,01,129,2014-12-31
"Clay County, Alabama",13617.0,43.6,43.0,44.6,11150.0,1986.0,103.0,0.0,424.0,35286.0,18957.0,2481.0,5729.0,5726.0,5102.0,624.0,82200.0,451.0,5572.0,1184.0,521.0,238.0,34.0,32.0,4946.0,43.0,13340.0,6574.0,451.0,5572.0,3834.0,1738.0,01,027,2014-12-31
"Morgan County, Alabama",119744.0,39.1,37.5,41.1,99065.0,14413.0,915.0,746.0,9304.0,45341.0,24222.0,17858.0,58689.0,58657.0,52294.0,6363.0,121900.0,609.0,45856.0,5477.0,10873.0,3972.0,840.0,514.0,51258.0,121.0,118074.0,57801.0,4568.0,45856.0,31503.0,14353.0,01,103,2014-12-31
"Chilton County, Alabama",43781.0,38.3,37.3,39.2,37018.0,4484.0,178.0,104.0,3366.0,41785.0,21718.0,8128.0,19594.0,19579.0,17682.0,1897.0,98800.0,629.0,16281.0,2965.0,2580.0,1170.0,115.0,113.0,17433.0,27.0,43456.0,21375.0,1783.0,16281.0,12097.0,4184.0,01,021,2014-12-31
"Colbert County, Alabama",54491.0,42.3,40.7,43.7,43356.0,8712.0,360.0,190.0,1276.0,39914.0,21763.0,9860.0,23665.0,23627.0,21271.0,2356.0,99900.0,655.0,22442.0,3529.0,4230.0,1676.0,447.0,353.0,20838.0,48.0,54033.0,26109.0,1830.0,22442.0,15419.0,7023.0,01,033,2014-12-31
"Aleutians West Census Area, Alaska",5650.0,38.4,38.8,37.0,1849.0,295.0,751.0,1955.0,596.0,82284.0,32700.0,481.0,4065.0,4028.0,3918.0,110.0,213600.0,1272.0,1105.0,836.0,426.0,191.0,10.0,3.0,3888.0,4.0,5436.0,3295.0,125.0,1105.0,645.0,460.0,02,016,2014-12-31
"Northwest Arctic Borough, Alaska",7672.0,26.0,26.5,25.4,921.0,24.0,6233.0,55.0,112.0,63971.0,21543.0,1735.0,3368.0,3368.0,2565.0,803.0,121900.0,1126.0,1886.0,814.0,281.0,134.0,42.0,22.0,2458.0,7.0,7649.0,4090.0,540.0,1886.0,1483.0,403.0,02,188,2014-12-31
"North Slope Borough, Alaska",9618.0,34.3,36.6,29.6,3156.0,43.0,5076.0,453.0,318.0,74609.0,50267.0,961.0,6053.0,6024.0,5401.0,623.0,152700.0,1109.0,1977.0,540.0,620.0,181.0,18.0,18.0,5323.0,96.0,9572.0,6069.0,435.0,1977.0,1509.0,468.0,02,185,2014-12-31
"Fairbanks North Star Borough, Alaska",99319.0,30.6,29.9,31.4,76755.0,4483.0,6298.0,2665.0,6857.0,70408.0,32906.0,7640.0,56403.0,50610.0,46475.0,4135.0,215000.0,1221.0,35844.0,5892.0,11237.0,5100.0,788.0,1314.0,50498.0,688.0,92897.0,47094.0,4856.0,35844.0,23044.0,12800.0,02,090,2014-12-31
"Nome Census Area, Alaska",9792.0,27.9,28.6,27.1,1690.0,64.0,6959.0,92.0,168.0,47579.0,19651.0,2635.0,4472.0,4424.0,3646.0,778.0,132700.0,1168.0,2839.0,1169.0,571.0,180.0,16.0,20.0,3477.0,4.0,9591.0,5056.0,700.0,2839.0,2107.0,732.0,02,180,2014-12-31
"Kenai Peninsula Borough, Alaska",56687.0,40.5,40.3,40.9,47751.0,335.0,4402.0,668.0,1982.0,63099.0,31611.0,5138.0,28488.0,28354.0,25678.0,2676.0,210400.0,938.0,21559.0,9079.0,5900.0,2479.0,365.0,241.0,24695.0,229.0,55484.0,28630.0,2107.0,21559.0,14112.0,7447.0,02,122,2014-12-31
"Yakutat City and Borough, Alaska",635.0,40.5,44.0,34.3,240.0,37.0,195.0,22.0,27.0,69306.0,33475.0,30.0,404.0,404.0,371.0,33.0,156800.0,1000.0,265.0,144.0,65.0,18.0,2.0,2.0,355.0,3.0,635.0,369.0,30.0,265.0,160.0,105.0,02,282,2014-12-31
"Southeast Fairbanks Census Area, Alaska",7044.0,35.1,36.0,33.7,5675.0,75.0,787.0,73.0,306.0,65481.0,30402.0,948.0,3450.0,3276.0,3001.0,275.0,203500.0,1165.0,2156.0,1748.0,613.0,254.0,40.0,16.0,2966.0,0.0,6870.0,3756.0,288.0,2156.0,1466.0,690.0,02,240,2014-12-31
