NAME,B01001_001E,B01002_001E,B19013_001E,B19301_001E,B23025_002E,B23025_003E,B23025_004E,B25077_001E,B25064_001E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,us
United States,331097593.0,38.5,75149.0,41261.0,169093585.0,167857207.0,158913204.0,281900.0,1268.0,47391673.0,21693046.0,5119987.0,3546641.0,1
