NAME_Geographic Area Name,B01001_001E_Total Population,B01002_001E_Median Age,B01002_002E_Median Age (Male),B01002_003E_Median Age (Female),B02001_002E_White Population,B02001_003E_Black Population,B02001_004E_American Indian Population,B02001_005E_Asian Population,B03003_003E_Hispanic or Latino Population,B19013_001E_Median Household Income,B19301_001E_Per Capita Income,B17001_002E_Population Below Poverty Level,B23025_002E_Total Labor Force,B23025_003E_Labor Force - Employed,B23025_004E_Labor Force - Unemployed,B23025_005E_Not in Labor Force,B25077_001E_Median Home Value,B25064_001E_Median Gross Rent,B25002_002E_Occupied Housing Units,B25002_003E_Vacant Housing Units,B15003_022E_Bachelor's Degree,B15003_023E_Master's Degree,B15003_024E_Professional Degree,B15003_025E_Doctorate Degree,B08301_001E_Total Commuters,B08301_010E_Public Transportation Commuters,B27001_001E_Total Healthcare Coverage,B27001_002E_With Health Insurance,B27001_003E_No Health Insurance,B11001_001E_Total Households,B11001_002E_Family Households,B11001_007E_Non-family Households,state,year
Georgia,9907756.0,35.8,34.4,37.0,5989234.0,3056726.0,25137.0,344195.0,896717.0,49342.0,25427.0,1781388.0,4868842.0,4819365.0,4300074.0,519291.0,148000.0,874.0,3540690.0,573806.0,1148710.0,468554.0,122826.0,74803.0,4253203.0,89210.0,9712380.0,4682180.0,417027.0,3540690.0,2407098.0,1133592.0,13,2014-12-31
Idaho,1599464.0,35.2,34.4,36.0,1468732.0,9334.0,20363.0,21749.0,186374.0,47334.0,23087.0,244618.0,768276.0,765247.0,703410.0,61837.0,160500.0,738.0,585259.0,90162.0,176651.0,56312.0,14796.0,10355.0,691425.0,5294.0,1579140.0,786864.0,72317.0,585259.0,406703.0,178556.0,16,2014-12-31
Hawaii,1392704.0,38.2,36.5,39.9,350634.0,26913.0,2725.0,529907.0,133485.0,68201.0,29552.0,153752.0,731400.0,691856.0,645571.0,46285.0,504500.0,1417.0,450299.0,74553.0,191712.0,64657.0,20733.0,12638.0,668457.0,43773.0,1340207.0,657992.0,54902.0,450299.0,311748.0,138551.0,15,2014-12-31
Illinois,12868747.0,37.0,35.7,38.4,9331376.0,1849054.0,28535.0,627402.0,2095495.0,57166.0,30019.0,1810470.0,6718857.0,6701592.0,6032031.0,669561.0,175700.0,903.0,4778633.0,520800.0,1688420.0,757345.0,181769.0,102400.0,5928078.0,528753.0,12690056.0,6198240.0,497155.0,4778633.0,3131125.0,1647508.0,17,2014-12-31
Indiana,6542411.0,37.2,35.9,38.5,5519313.0,598423.0,15286.0,114674.0,411536.0,48737.0,24953.0,983826.0,3288362.0,3285205.0,2994736.0,290469.0,122700.0,741.0,2492183.0,319434.0,647692.0,268080.0,55789.0,41235.0,2942663.0,31259.0,6442787.0,3157141.0,262772.0,2492183.0,1656156.0,836027.0,18,2014-12-31
Iowa,3078116.0,38.0,36.7,39.4,2813097.0,95716.0,9688.0,59726.0,163110.0,52716.0,27621.0,373867.0,1653714.0,1651906.0,1562492.0,89414.0,126300.0,689.0,1232228.0,115923.0,366812.0,117991.0,30338.0,22164.0,1535285.0,16416.0,3033245.0,1502602.0,120973.0,1232228.0,797031.0,435197.0,19,2014-12-31
Kansas,2882946.0,36.0,34.7,37.4,2457815.0,167220.0,23727.0,72568.0,316141.0,51872.0,27367.0,386062.0,1507003.0,1489787.0,1391836.0,97951.0,129400.0,748.0,1112335.0,128194.0,370031.0,147219.0,33406.0,21229.0,1383284.0,6495.0,2824176.0,1391527.0,125242.0,1112335.0,730983.0,381352.0,20,2014-12-31
Kentucky,4383272.0,38.3,37.0,39.7,3845535.0,345035.0,9000.0,53448.0,139636.0,43342.0,23741.0,803866.0,2079258.0,2063756.0,1870879.0,192877.0,121600.0,667.0,1702235.0,236601.0,377949.0,188011.0,47619.0,26453.0,1845143.0,19839.0,4296790.0,2095671.0,171351.0,1702235.0,1134316.0,567919.0,21,2014-12-31
Louisiana,4601049.0,36.0,34.8,37.4,2890570.0,1477781.0,28807.0,75409.0,210524.0,44991.0,24775.0,874638.0,2206928.0,2192054.0,2002410.0,189644.0,140400.0,786.0,1718876.0,269584.0,441765.0,150807.0,46033.0,27441.0,1970623.0,26485.0,4497703.0,2170252.0,191032.0,1718876.0,1133340.0,585536.0,22,2014-12-31
Maine,1328535.0,43.5,42.4,44.6,1262817.0,14865.0,7552.0,14610.0,18592.0,48804.0,27332.0,179878.0,700142.0,698369.0,646438.0,51931.0,173600.0,772.0,553086.0,171599.0,173294.0,68173.0,15935.0,11478.0,632757.0,4061.0,1314350.0,641473.0,41184.0,553086.0,347972.0,205114.0,23,2014-12-31
Maryland,5887776.0,38.1,36.5,39.6,3418336.0,1737155.0,16429.0,344956.0,515724.0,74149.0,36670.0,573383.0,3233680.0,3207358.0,2949440.0,257918.0,287500.0,1218.0,2155983.0,243392.0,805699.0,462118.0,116377.0,97584.0,2913869.0,260119.0,5793471.0,2784541.0,226518.0,2155983.0,1445917.0,710066.0,24,2014-12-31
Massachusetts,6657291.0,39.3,37.8,40.6,5326774.0,465792.0,13642.0,384642.0,681824.0,67846.0,36441.0,742784.0,3667612.0,3663086.0,3354036.0,309050.0,329900.0,1088.0,2538485.0,278390.0,1030633.0,555666.0,127450.0,109687.0,3284998.0,311072.0,6578631.0,3179067.0,224858.0,2538485.0,1615062.0,923423.0,25,2014-12-31
Michigan,9889024.0,39.3,38.0,40.6,7829621.0,1383205.0,54960.0,258567.0,457109.0,49087.0,26143.0,1633316.0,4852108.0,4848321.0,4293574.0,554747.0,120200.0,780.0,3827880.0,704839.0,1068984.0,499269.0,109396.0,71017.0,4199791.0,59087.0,9777157.0,4777671.0,359907.0,3827880.0,2501059.0,1326821.0,26,2014-12-31
Minnesota,5383661.0,37.6,36.6,38.8,4585781.0,290545.0,56490.0,230798.0,264265.0,60828.0,31642.0,605761.0,2976014.0,2973943.0,2781933.0,192010.0,185200.0,835.0,2115337.0,248812.0,801653.0,273587.0,73959.0,44713.0,2733199.0,95068.0,5325251.0,2640484.0,214710.0,2115337.0,1372311.0,743026.0,27,2014-12-31
Mississippi,2984345.0,36.3,34.9,37.8,1769693.0,1113652.0,13056.0,28067.0,84073.0,39464.0,20956.0,653726.0,1356974.0,1346038.0,1198828.0,147210.0,100800.0,714.0,1092627.0,192167.0,248884.0,103269.0,24389.0,17222.0,1183892.0,4903.0,2916635.0,1396809.0,122698.0,1092627.0,750575.0,342052.0,28,2014-12-31
Missouri,6028076.0,38.1,36.7,39.5,4991914.0,695813.0,24269.0,101772.0,226388.0,47764.0,26006.0,912291.0,3054519.0,3034525.0,2779991.0,254534.0,136700.0,740.0,2361232.0,362185.0,672563.0,289158.0,67607.0,44714.0,2747017.0,40785.0,5914681.0,2879219.0,234073.0,2361232.0,1532908.0,828324.0,29,2014-12-31
Montana,1006370.0,39.8,38.6,40.9,899503.0,4563.0,65110.0,6651.0,31902.0,46766.0,25977.0,150096.0,519814.0,516403.0,481119.0,35284.0,187600.0,696.0,407797.0,78985.0,135759.0,42640.0,12095.0,8334.0,473349.0,4004.0,991001.0,495750.0,38695.0,407797.0,256008.0,151789.0,30,2014-12-31
Nebraska,1855617.0,36.2,35.1,37.5,1637794.0,86423.0,16163.0,35696.0,180448.0,52400.0,27339.0,231762.0,1016841.0,1012293.0,957508.0,54785.0,130100.0,721.0,731347.0,73909.0,235747.0,78898.0,20334.0,14064.0,945395.0,6514.0,1827507.0,904789.0,80119.0,731347.0,475740.0,255607.0,31,2014-12-31
Nevada,2761584.0,36.9,36.3,37.6,1935379.0,229638.0,30155.0,207610.0,752049.0,52205.0,26515.0,423578.0,1415924.0,1406781.0,1240614.0,166167.0,167100.0,980.0,1005958.0,179274.0,274707.0,97428.0,29096.0,15197.0,1225882.0,43956.0,2726356.0,1362382.0,112624.0,1005958.0,648498.0,357460.0,32,2014-12-31
New Hampshire,1321069.0,41.8,40.9,42.7,1239543.0,16293.0,2510.0,30560.0,40301.0,65986.0,33821.0,113374.0,742731.0,741358.0,693329.0,48029.0,237400.0,1001.0,519580.0,97706.0,197937.0,88205.0,16110.0,13540.0,676708.0,5752.0,1306315.0,643520.0,41533.0,519580.0,347228.0,172352.0,33,2014-12-31
New Jersey,8874374.0,39.3,37.7,40.7,6094052.0,1201339.0,18921.0,779841.0,1649784.0,72062.0,36359.0,934665.0,4695156.0,4688186.0,4235089.0,453097.0,319900.0,1188.0,3188498.0,383640.0,1362013.0,602487.0,146130.0,89508.0,4144855.0,452797.0,8766669.0,4255305.0,330172.0,3188498.0,2208075.0,980423.0,34,2014-12-31
New Mexico,2080085.0,36.8,35.4,38.2,1521876.0,42515.0,190350.0,28578.0,978189.0,44968.0,23948.0,426116.0,977579.0,969053.0,875947.0,93106.0,159300.0,774.0,764684.0,142549.0,201686.0,107547.0,21055.0,24483.0,869118.0,9977.0,2046051.0,1003475.0,86412.0,764684.0,498137.0,266547.0,35,2014-12-31
New York,19594330.0,38.1,36.5,39.6,12733518.0,3060048.0,74572.0,1522549.0,3559644.0,58687.0,32829.0,2978521.0,10054448.0,10030632.0,9137540.0,893092.0,283700.0,1117.0,7255528.0,897781.0,2544961.0,1396536.0,361362.0,186554.0,8950165.0,2452313.0,19342657.0,9333007.0,714796.0,7255528.0,4636017.0,2619511.0,36,2014-12-31
North Carolina,9750405.0,37.8,36.3,39.2,6784901.0,2093389.0,113798.0,231830.0,848597.0,46693.0,25608.0,1669147.0,4879118.0,4793358.0,4287690.0,505668.0,153600.0,790.0,3742514.0,643154.0,1185011.0,442291.0,97856.0,80101.0,4280414.0,47796.0,9551760.0,4597830.0,380694.0,3742514.0,2484973.0,1257541.0,37,2014-12-31
North Dakota,704925.0,35.9,34.5,37.5,628770.0,10781.0,36989.0,8124.0,18250.0,55579.0,30894.0,80865.0,397250.0,392185.0,379972.0,12213.0,142000.0,676.0,292616.0,39394.0,90032.0,24064.0,6333.0,4848.0,377678.0,2067.0,690161.0,349800.0,28660.0,292616.0,178003.0,114613.0,38,2014-12-31
Ohio,11560380.0,39.1,37.6,40.5,9549343.0,1407493.0,21077.0,208725.0,379542.0,48849.0,26520.0,1790564.0,5848381.0,5839586.0,5303013.0,536573.0,129600.0,729.0,4570015.0,565158.0,1252463.0,537384.0,122786.0,81230.0,5199477.0,84385.0,11386433.0,5543234.0,434843.0,4570015.0,2944097.0,1625918.0,39,2014-12-31
Oklahoma,3818851.0,36.2,34.9,37.6,2799122.0,277007.0,274099.0,71396.0,357916.0,46235.0,24695.0,625508.0,1843140.0,1824414.0,1699610.0,124804.0,115000.0,717.0,1450117.0,230340.0,396647.0,139633.0,34029.0,22557.0,1686185.0,8100.0,3737426.0,1832182.0,162762.0,1450117.0,964329.0,485788.0,40,2014-12-31
Oregon,3900343.0,38.9,37.9,40.0,3317668.0,70700.0,47155.0,152259.0,473729.0,50521.0,27173.0,638816.0,1961375.0,1958636.0,1752414.0,206222.0,234100.0,894.0,1522988.0,162826.0,505798.0,208552.0,53369.0,37356.0,1715236.0,74092.0,3861453.0,1899770.0,142639.0,1522988.0,966150.0,556838.0,41,2014-12-31
Pennsylvania,12758729.0,40.4,38.9,41.9,10449680.0,1395718.0,22951.0,377735.0,784562.0,53115.0,28912.0,1667858.0,6508402.0,6502948.0,5946480.0,556468.0,164900.0,832.0,4957736.0,620657.0,1502205.0,680881.0,163726.0,115989.0,5826933.0,320222.0,12553967.0,6096501.0,444720.0,4957736.0,3203939.0,1753797.0,42,2014-12-31
Rhode Island,1053252.0,39.7,37.8,41.3,856605.0,66827.0,4951.0,32994.0,139832.0,56423.0,30765.0,143996.0,568439.0,565123.0,511362.0,53761.0,241200.0,923.0,409569.0,53361.0,134617.0,63910.0,15056.0,11182.0,501177.0,14403.0,1037156.0,500413.0,34559.0,409569.0,256036.0,153533.0,44,2014-12-31
South Carolina,4727273.0,38.3,36.7,39.8,3176381.0,1305347.0,15137.0,63199.0,248459.0,45033.0,24222.0,840141.0,2306384.0,2274142.0,2031997.0,242145.0,137600.0,784.0,1795715.0,364668.0,511586.0,213779.0,44602.0,31671.0,2022019.0,12322.0,4628136.0,2222213.0,179851.0,1795715.0,1204272.0,591443.0,45,2014-12-31
South Dakota,834708.0,36.8,35.6,38.2,712496.0,12642.0,72016.0,9433.0,26459.0,50338.0,26311.0,114444.0,450131.0,447180.0,425816.0,21364.0,135700.0,648.0,327101.0,42085.0,101655.0,30412.0,7436.0,5764.0,420700.0,2107.0,816989.0,408440.0,36361.0,327101.0,210795.0,116306.0,46,2014-12-31
Tennessee,6451365.0,38.3,37.0,39.6,5029109.0,1082001.0,17656.0,98441.0,309828.0,44621.0,24811.0,1121344.0,3149077.0,3132714.0,2835895.0,296819.0,139900.0,757.0,2487349.0,351793.0,676462.0,262719.0,68381.0,49955.0,2788201.0,22585.0,6350480.0,3073101.0,247614.0,2487349.0,1658171.0,829178.0,47,2014-12-31
Texas,26092033.0,33.9,32.9,35.0,19499105.0,3094227.0,127236.0,1067008.0,9962643.0,52576.0,26513.0,4500034.0,12889163.0,12791590.0,11809010.0,982580.0,131400.0,870.0,9013582.0,1173607.0,2948330.0,1079436.0,249356.0,172482.0,11685902.0,182962.0,25613334.0,12579844.0,1195987.0,9013582.0,6277955.0,2735627.0,48,2014-12-31
Vermont,626358.0,42.2,40.9,43.3,595385.0,6435.0,2008.0,8200.0,10226.0,54447.0,29535.0,72044.0,347486.0,346979.0,325336.0,21643.0,216200.0,889.0,257252.0,67080.0,92347.0,43330.0,9864.0,7587.0,316919.0,3809.0,620279.0,305357.0,19205.0,257252.0,160872.0,96380.0,50,2014-12-31
Utah,2858111.0,29.9,29.4,30.4,2515352.0,31163.0,31999.0,60631.0,379454.0,59846.0,24312.0,358682.0,1399952.0,1395556.0,1299818.0,95738.0,212500.0,875.0,896194.0,103540.0,336426.0,117949.0,26716.0,22383.0,1282333.0,30823.0,2831323.0,1416742.0,160269.0,896194.0,673441.0,222753.0,49,2014-12-31
Virginia,8185131.0,37.6,36.2,38.9,5668363.0,1577943.0,23421.0,475632.0,687265.0,64792.0,33958.0,914237.0,4338606.0,4229948.0,3936638.0,293310.0,243500.0,1108.0,3041710.0,361531.0,1140878.0,603678.0,132933.0,90083.0,3964601.0,178442.0,7972925.0,3854489.0,314183.0,3041710.0,2047106.0,994604.0,51,2014-12-31
Washington,6899123.0,37.4,36.3,38.4,5392302.0,250484.0,95117.0,518072.0,809998.0,60294.0,31233.0,916364.0,3551870.0,3503337.0,3194382.0,308955.0,257200.0,995.0,2645396.0,275968.0,956333.0,386379.0,93731.0,64271.0,3171197.0,187675.0,6792627.0,3361370.0,273456.0,2645396.0,1705647.0,939749.0,53,2014-12-31
West Virginia,1853881.0,41.6,40.4,42.9,1735816.0,59129.0,3075.0,13144.0,24061.0,41576.0,23237.0,326225.0,821389.0,820262.0,753227.0,67035.0,100200.0,630.0,742359.0,140838.0,150406.0,66496.0,16266.0,10298.0,736438.0,5501.0,1824283.0,895412.0,63618.0,742359.0,481812.0,260547.0,54,2014-12-31
Wisconsin,5724692.0,38.8,37.7,40.0,4965198.0,357758.0,49563.0,137404.0,355292.0,52738.0,27907.0,738557.0,3076311.0,3073680.0,2852018.0,221662.0,165900.0,772.0,2293250.0,342352.0,697041.0,258609.0,60074.0,40133.0,2804563.0,51694.0,5649703.0,2792535.0,213818.0,2293250.0,1469359.0,823891.0,55,2014-12-31
Wyoming,575251.0,36.8,35.9,37.8,522535.0,5958.0,13144.0,5377.0,54181.0,58252.0,29381.0,65271.0,310018.0,307502.0,291552.0,15950.0,189300.0,778.0,225514.0,39681.0,64017.0,22240.0,4900.0,4584.0,288257.0,4645.0,565737.0,286872.0,23781.0,225514.0,147321.0,78193.0,56,2014-12-31
Puerto Rico,3638965.0,38.1,36.2,39.9,2533581.0,290999.0,11102.0,11484.0,3601918.0,19686.0,11331.0,1630965.0,1325326.0,1323954.0,1081146.0,242808.0,121700.0,462.0,1241454.0,312157.0,414281.0,108026.0,30822.0,21138.0,1041197.0,27691.0,3612464.0,1722839.0,126652.0,1241454.0,887662.0,353792.0,72,2014-12-31
